# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
7435	Penange	SPEAR	sábyé	s a ⁵ b j e ⁵	6747	s a ⁵ - b j e ⁵	3 7 8 1 6 7 8	AXTBCYT	SA6PJE6	25	25.S.C 25.A.V 25.6.T 25.P.C 25.J.C 25.E.V 25.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	0
7436	Perge_Tegu	SPEAR	sàmbá	s a ¹ m b a ⁵	6747	s a ¹ m b - a ⁵	3 7 8 4 1 7 8	AXTMBYT	SA6MPA6	26	26.S.C 26.A.V 26.6.T 26.M.c 26.P.C 26.A.V 26.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7437	Songhai_Senni	SPEAR	yà:gò	j aː ¹ ɡ o ¹	6760	j aː ¹ ɡ o ¹	6 7 8 1 7 8	AXTBYT	JA6KU6	28	28.J.C 28.A.V 28.6.T 28.K.C 28.U.V 28.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7438	Songhai_Kiini	SPEAR	yǎ:y	j aː ¹⁵ j	6759	j aː ¹⁵ j	6 7 8 6	AXTN	JA2J	27	27.J.C 27.A.V 27.2.T 27.J.c	1.6 3.0 1.0 0.5	0
7439	Soninke	SPEAR	wùrù-ndí	w u ¹ r u ¹ + n d i ⁵	6761	w u ¹ r u ¹ + n d i ⁵	6 7 8 5 7 8 9 4 1 7 8	AXTBYT_ACYT	WY6RY6_NTI6	29	29.W.C 29.Y.V 29.6.T 29.R.C 29.Y.V 29.6.T 29._._ 29.N.C 29.T.C 29.I.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
7440	Tebul_Ure	SPEAR	wárá	w a ⁵ r a ⁵	6748	w a ⁵ r a ⁵	6 7 8 5 7 8	AXTBYT	WA6RA6	30	30.W.C 30.A.V 30.6.T 30.R.C 30.A.V 30.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7441	Tiranige_Diga	SPEAR	sów	s o ⁵ w	6763	s o ⁵ w	3 7 8 6	AXTN	SU6W	31	31.S.C 31.U.V 31.6.T 31.W.c	1.6 3.0 1.0 0.5	0
7442	Tommo_So	SPEAR	gáwà-lù	ɡ a ⁵ w a ¹ + l u ¹	6764	ɡ a ⁵ w a ¹ + l u ¹	1 7 8 6 7 8 9 5 7 8	AXTBYT_AXT	KA6WA6_LY6	33	33.K.C 33.A.V 33.6.T 33.W.C 33.A.V 33.6.T 33._._ 33.L.C 33.Y.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7443	Toro_Tegu	SPEAR	sárú	s a ⁵ r u ⁵	6751	s a ⁵ r u ⁵	3 7 8 5 7 8	AXTBYT	SA6RY6	36	36.S.C 36.A.V 36.6.T 36.R.C 36.Y.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7444	Yanda_Dom	SPEAR	wàdà_ká:bà	w a ¹ d a ¹ _ k aː ⁵ b a ¹	6748	w a ¹ d a ¹ _ k aː ⁵ b a ¹	6 7 8 1 7 8 9 1 7 8 1 7 8	AXTBYT_AXTBYT	WA6TA6_KA6PA6	37	37.W.C 37.A.V 37.6.T 37.T.C 37.A.V 37.6.T 37._._ 37.K.C 37.A.V 37.6.T 37.P.C 37.A.V 37.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7445	Toro_So	SPEAR	sáárú	s aː ⁵ r u ⁵	6751	s aː ⁵ r u ⁵	3 7 8 5 7 8	AXTBYT	SA6RY6	35	35.S.C 35.A.V 35.6.T 35.R.C 35.Y.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7446	Yorno_So	SPEAR	sárù	s a ⁵ r u ¹	6751	s a ⁵ r u ¹	3 7 8 5 7 8	AXTBYT	SA6RY6	38	38.S.C 38.A.V 38.6.T 38.R.C 38.Y.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
7447	Bambara	SPIN	mɛ̀lɛ̀-kɛ́	m ɛ ¹ l ɛ ¹ + k ɛ ⁵	6771	m ɛ ¹ l ɛ ¹ + k ɛ ⁵	4 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	ME6LE6_KE6	2	2.M.C 2.E.V 2.6.T 2.L.C 2.E.V 2.6.T 2._._ 2.K.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7448	Bangime	SPIN	kɛ̀r-ndɛ̀	k ɛ ¹ r + n d ɛ ¹	6772	k ɛ ¹ r + n d ɛ ¹	1 7 8 5 9 4 1 7 8	AXTN_ACYT	KE6R_NTE6	3	3.K.C 3.E.V 3.6.T 3.R.c 3._._ 3.N.C 3.T.C 3.E.V 3.6.T	1.6 3.0 1.0 0.5 0.0 1.6 1.2 3.0 1.0	0
7449	Bankan_Tey	SPIN	ɔ́yⁿɔ́	ɔ ⁵ j ∼ ɔ ⁵	6773	ɔ ⁵ j ∼ ɔ ⁵	7 8 6 4 7 8	XTMBYT	U6J9U6	4	4.U.V 4.6.T 4.J.c 4.9.C 4.U.V 4.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
7450	Ben_Tey	SPIN	ɔ́yⁿɔ́	ɔ ⁵ j ∼ ɔ ⁵	6773	ɔ ⁵ j ∼ ɔ ⁵	7 8 6 4 7 8	XTMBYT	U6J9U6	5	5.U.V 5.6.T 5.J.c 5.9.C 5.U.V 5.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
7451	Bunoge	SPIN	kɔ́:ndè_kánì	k ɔː n d e ¹ _ k a ⁵ n i ¹	6775	k ɔː n d e ¹ - - - _ k a ⁵ n i ¹	1 7 4 1 7 8 9 1 7 8 4 7 8	AXMBYT_AXTBYT	KUNTE6_KA6NI6	15	15.K.C 15.U.V 15.N.c 15.T.C 15.E.V 15.6.T 15._._ 15.K.C 15.A.V 15.6.T 15.N.C 15.I.V 15.6.T	1.6 3.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7452	Dogul_Dom	SPIN	ɔ́wɛ̀	ɔ ⁵ w ɛ ¹	6776	ɔ ⁵ w ɛ ¹	7 8 6 7 8	XTBYT	U6WE6	16	16.U.V 16.6.T 16.W.C 16.E.V 16.6.T	3.0 1.0 1.3 3.0 1.0	0
7453	Donno_So	SPIN	ɔ́ɲì	ɔ ⁵ ɲ i ¹	6777	ɔ ⁵ ɲ i ¹	7 8 4 7 8	XTBYT	U6NI6	17	17.U.V 17.6.T 17.N.C 17.I.V 17.6.T	3.0 1.0 1.3 3.0 1.0	0
7454	Gourou	SPIN	mìrⁿé	m i ¹ r̃ ∼ e ⁵	6778	m i ¹ r̃ ∼ e ⁵	4 7 8 5 4 7 8	AXTMBYT	MI6R9E6	19	19.M.C 19.I.V 19.6.T 19.R.c 19.9.C 19.E.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7455	Mombo	SPIN	wɔ́yɛ́	w ɔ ⁵ j ɛ ⁵	6776	w ɔ ⁵ j ɛ ⁵	6 7 8 6 7 8	AXTBYT	WU6JE6	22	22.W.C 22.U.V 22.6.T 22.J.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7456	Najamba	SPIN	ɔ́yɛ́	ɔ ⁵ j ɛ ⁵	6776	ɔ ⁵ j ɛ ⁵	7 8 6 7 8	XTBYT	U6JE6	23	23.U.V 23.6.T 23.J.C 23.E.V 23.6.T	3.0 1.0 1.3 3.0 1.0	0
7457	Nanga	SPIN	ɔ́yⁿɔ́	ɔ ⁵ j ∼ ɔ ⁵	6773	ɔ ⁵ j ∼ ɔ ⁵	7 8 6 4 7 8	XTMBYT	U6J9U6	24	24.U.V 24.6.T 24.J.c 24.9.C 24.U.V 24.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
7458	Penange	SPIN	tándé	t a ⁵ n d e ⁵	6782	t a ⁵ n d e ⁵	1 7 8 4 1 7 8	AXTMBYT	TA6NTE6	25	25.T.C 25.A.V 25.6.T 25.N.c 25.T.C 25.E.V 25.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7459	Perge_Tegu	SPIN	pígé	p i ⁵ ɡ e ⁵	6783	p i ⁵ ɡ e ⁵	1 7 8 1 7 8	AXTBYT	PI6KE6	26	26.P.C 26.I.V 26.6.T 26.K.C 26.E.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7460	Songhai_Senni	SPIN	bí:	b iː ⁵	6784	b iː ⁵	1 7 8	AXT	PI6	28	28.P.C 28.I.V 28.6.T	1.6 3.0 1.0	0
7461	Soninke	SPIN	wùrùⁿ-tí	w u ¹ r ũ ∼ ¹ + t i ⁵	6785	w u ¹ r ũ ∼ ¹ + t i ⁵	6 7 8 5 7 4 8 9 1 7 8	AXTBYLT_AXT	WY6RY96_TI6	29	29.W.C 29.Y.V 29.6.T 29.R.C 29.Y.V 29.9.c 29.6.T 29._._ 29.T.C 29.I.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0
7462	Tebul_Ure	SPIN	ɔ́yⁿ	ɔ ⁵ j ∼	6786	ɔ ⁵ j ∼	7 8 6 4	XTLN	U6J9	30	30.U.V 30.6.T 30.J.c 30.9.c	3.0 1.0 1.1 0.5	0
7463	Tiranige_Diga	SPIN	kɔ̀:ní_kán	k ɔː ¹ n i ⁵ _ k a ⁵ n	6775	k ɔː - - - ¹ n i ⁵ _ k a ⁵ n - -	1 7 8 4 7 8 9 1 7 8 4	AXTBYT_AXTN	KU6NI6_KA6N	31	31.K.C 31.U.V 31.6.T 31.N.C 31.I.V 31.6.T 31._._ 31.K.C 31.A.V 31.6.T 31.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0
7464	Togo_Kan	SPIN	jǐ:rì	dʒ iː ¹⁵ r i ¹	6788	dʒ - iː ¹⁵ r i ¹	1 7 8 5 7 8	AXTBYT	TI2RI6	32	32.T.C 32.I.V 32.2.T 32.R.C 32.I.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7465	Tommo_So	SPIN	kɛ̀ɲɲɛ́_ɔ́ɛ́ⁿ	k ɛ ¹ ɲ ɲ ɛ ⁵ _ ɔ ⁵ ɛ ∼ ⁵	6789	k ɛ ¹ ɲ ɲ ɛ ⁵ _ ɔ ⁵ ɛ ∼ ⁵	1 7 8 4 4 7 8 9 7 8 7 4 8	AXTMBYT_XTYLT	KE6NNE6_U6E96	33	33.K.C 33.E.V 33.6.T 33.N.c 33.N.C 33.E.V 33.6.T 33._._ 33.U.V 33.6.T 33.E.V 33.9.c 33.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 3.0 1.0 3.0 1.1 1.0	0
7466	Tomo_Kan	SPIN	jwìrí	dʒ w i ¹ r i ⁵	6788	dʒ w i ¹ r i ⁵	1 6 7 8 5 7 8	ACXTBYT	TWI6RI6	34	34.T.C 34.W.C 34.I.V 34.6.T 34.R.C 34.I.V 34.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	0
7467	Toro_Tegu	SPIN	ɔ́yⁿ	ɔ ⁵ j ∼	6786	ɔ ⁵ j ∼	7 8 6 4	XTLN	U6J9	36	36.U.V 36.6.T 36.J.c 36.9.c	3.0 1.0 1.1 0.5	0
7468	Yanda_Dom	SPIN	ɔ́yⁿɔ́	ɔ ⁵ j ∼ ɔ ⁵	6773	ɔ ⁵ j ∼ ɔ ⁵	7 8 6 4 7 8	XTMBYT	U6J9U6	37	37.U.V 37.6.T 37.J.c 37.9.C 37.U.V 37.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
7469	Toro_So	SPIN	gígí-rí	ɡ i ⁵ ɡ i ⁵ + r i ⁵	6791	ɡ i ⁵ ɡ i ⁵ + r i ⁵	1 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	KI6KI6_RI6	35	35.K.C 35.I.V 35.6.T 35.K.C 35.I.V 35.6.T 35._._ 35.R.C 35.I.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7470	Yorno_So	SPIN	mɛ̀rⁿɛ́	m ɛ ¹ r̃ ∼ ɛ ⁵	6778	m ɛ ¹ r̃ ∼ ɛ ⁵	4 7 8 5 4 7 8	AXTMBYT	ME6R9E6	38	38.M.C 38.E.V 38.6.T 38.R.c 38.9.C 38.E.V 38.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
#
7471	Bambara	SPIRIT	kíllù	k i ⁵ l l u ¹	6792	k i ⁵ l l u ¹	1 7 8 5 5 7 8	AXTMBYT	KI6LLY6	2	2.K.C 2.I.V 2.6.T 2.L.c 2.L.C 2.Y.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
7472	Bambara	SPIRIT	laguju	l a ɡ u dʒ u	6815	l a ɡ u dʒ u	5 7 1 7 1 7	AXBYBZ	LAKYTY	2	2.L.C 2.A.V 2.K.C 2.Y.V 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0
7473	Bambara	SPIRIT	jin	dʒ i n	6797	dʒ i n	1 7 4	AXN	TIN	2	2.T.C 2.I.V 2.N.c	2.0 1.5 0.8	0
7474	Bangime	SPIRIT	márágèy	m a ⁵ r a ⁵ ɡ e ¹ j	6793	m a ⁵ r a ⁵ ɡ e ¹ j	4 7 8 5 7 8 1 7 8 6	AXTBYTBYTN	MA6RA6KE6J	3	3.M.C 3.A.V 3.6.T 3.R.C 3.A.V 3.6.T 3.K.C 3.E.V 3.6.T 3.J.c	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.5	0
7475	Bankan_Tey	SPIRIT	jínná:rù-m	dʒ i ⁵ n n aː ⁵ r u ¹ + m	6794	dʒ i ⁵ n n aː ⁵ r u ¹ + m	1 7 8 4 4 7 8 5 7 8 9 4	AXTMBYTBYT_A	TI6NNA6RY6_M	4	4.T.C 4.I.V 4.6.T 4.N.c 4.N.C 4.A.V 4.6.T 4.R.C 4.Y.V 4.6.T 4._._ 4.M.C	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0
7476	Ben_Tey	SPIRIT	jínná:jò-m	dʒ i ⁵ n n aː ⁵ dʒ o ¹ + m	6794	dʒ i ⁵ n n aː ⁵ dʒ o ¹ + m	1 7 8 4 4 7 8 1 7 8 9 4	AXTMBYTBYT_A	TI6NNA6TU6_M	5	5.T.C 5.I.V 5.6.T 5.N.c 5.N.C 5.A.V 5.6.T 5.T.C 5.U.V 5.6.T 5._._ 5.M.C	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0
7477	Bunoge	SPIRIT	málágè	m a ⁵ l a ⁵ ɡ e ¹	6793	m a ⁵ l a ⁵ ɡ e ¹ -	4 7 8 5 7 8 1 7 8	AXTBYTBYT	MA6LA6KE6	15	15.M.C 15.A.V 15.6.T 15.L.C 15.A.V 15.6.T 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7478	Dogul_Dom	SPIRIT	jîn	dʒ i ⁵¹ n	6797	dʒ i ⁵¹ n	1 7 8 4	AXTN	TI3N	16	16.T.C 16.I.V 16.3.T 16.N.c	1.6 3.0 1.0 0.5	0
7479	Donno_So	SPIRIT	gínnà:sù	ɡ i ⁵ n n aː ¹ s u ¹	6798	ɡ i ⁵ n n aː ¹ s u ¹	1 7 8 4 4 7 8 3 7 8	AXTMBYTBYT	KI6NNA6SY6	17	17.K.C 17.I.V 17.6.T 17.N.c 17.N.C 17.A.V 17.6.T 17.S.C 17.Y.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
7480	Fulfulde	SPIRIT	ginnaaru	ɡ i n n a a r u	6799	ɡ i n n a a r u	1 7 4 4 7 7 5 7	AXMBYYBZ	KINNAARY	18	18.K.C 18.I.V 18.N.c 18.N.C 18.A.V 18.A.V 18.R.C 18.Y.V	2.0 1.5 1.1 1.75 1.3 1.3 1.75 0.8	0
7481	Gourou	SPIRIT	zíná:gù	z i ⁵ n aː ⁵ ɡ u ¹	6800	z i ⁵ n aː ⁵ ɡ u ¹	3 7 8 4 7 8 1 7 8	AXTBYTBYT	SI6NA6KY6	19	19.S.C 19.I.V 19.6.T 19.N.C 19.A.V 19.6.T 19.K.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7482	Jamsay	SPIRIT	jínná:jò	dʒ i ⁵ n n aː ⁵ dʒ o ¹	6798	dʒ i ⁵ n n aː ⁵ dʒ o ¹	1 7 8 4 4 7 8 1 7 8	AXTMBYTBYT	TI6NNA6TU6	20	20.T.C 20.I.V 20.6.T 20.N.c 20.N.C 20.A.V 20.6.T 20.T.C 20.U.V 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
7483	Mombo	SPIRIT	gínná:dì	ɡ i ⁵ n n aː ⁵ d i ¹	6798	ɡ i ⁵ n n aː ⁵ d i ¹	1 7 8 4 4 7 8 1 7 8	AXTMBYTBYT	KI6NNA6TI6	22	22.K.C 22.I.V 22.6.T 22.N.c 22.N.C 22.A.V 22.6.T 22.T.C 22.I.V 22.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
7484	Najamba	SPIRIT	gínè	ɡ i ⁵ n e ¹	6803	ɡ i ⁵ n e ¹	1 7 8 4 7 8	AXTBYT	KI6NE6	23	23.K.C 23.I.V 23.6.T 23.N.C 23.E.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7485	Nanga	SPIRIT	gíná:jì	ɡ i ⁵ n aː ⁵ dʒ i ¹	6798	ɡ i ⁵ - n aː ⁵ dʒ i ¹	1 7 8 4 7 8 1 7 8	AXTBYTBYT	KI6NA6TI6	24	24.K.C 24.I.V 24.6.T 24.N.C 24.A.V 24.6.T 24.T.C 24.I.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7486	Penange	SPIRIT	ŋgîn	ŋ ɡ i ⁵¹ n	6805	ŋ ɡ i ⁵¹ n	4 1 7 8 4	ACYTN	NKI3N	25	25.N.C 25.K.C 25.I.V 25.3.T 25.N.c	1.6 1.2 3.0 1.0 0.5	0
7487	Perge_Tegu	SPIRIT	gínná:jò	ɡ i ⁵ n n aː ⁵ dʒ o ¹	6798	ɡ i ⁵ n n aː ⁵ dʒ o ¹	1 7 8 4 4 7 8 1 7 8	AXTMBYTBYT	KI6NNA6TU6	26	26.K.C 26.I.V 26.6.T 26.N.c 26.N.C 26.A.V 26.6.T 26.T.C 26.U.V 26.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
7488	Tebul_Ure	SPIRIT	jínná:jè	dʒ i ⁵ n n aː ⁵ dʒ e ¹	6798	dʒ i ⁵ n n aː ⁵ dʒ e ¹	1 7 8 4 4 7 8 1 7 8	AXTMBYTBYT	TI6NNA6TE6	30	30.T.C 30.I.V 30.6.T 30.N.c 30.N.C 30.A.V 30.6.T 30.T.C 30.E.V 30.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
7489	Tiranige_Diga	SPIRIT	sètá:ndì	s e ¹ t aː ⁵ n d i ¹	6808	s e ¹ t aː ⁵ n d i ¹	3 7 8 1 7 8 4 1 7 8	AXTBYTMBYT	SE6TA6NTI6	31	31.S.C 31.E.V 31.6.T 31.T.C 31.A.V 31.6.T 31.N.c 31.T.C 31.I.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
7490	Togo_Kan	SPIRIT	jíná:jú	dʒ i ⁵ n aː ⁵ dʒ u ⁵	6798	dʒ i ⁵ - n aː ⁵ dʒ u ⁵	1 7 8 4 7 8 1 7 8	AXTBYTBYT	TI6NA6TY6	32	32.T.C 32.I.V 32.6.T 32.N.C 32.A.V 32.6.T 32.T.C 32.Y.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7491	Tommo_So	SPIRIT	tààlé	t aː ¹ l e ⁵	6810	t aː ¹ l e ⁵	1 7 8 5 7 8	AXTBYT	TA6LE6	33	33.T.C 33.A.V 33.6.T 33.L.C 33.E.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7492	Toro_Tegu	SPIRIT	ùsó	u ¹ s o ⁵	6812	u ¹ s o ⁵	7 8 3 7 8	XTBYT	Y6SU6	36	36.Y.V 36.6.T 36.S.C 36.U.V 36.6.T	3.0 1.0 1.3 3.0 1.0	0
7493	Yanda_Dom	SPIRIT	gínà:jè	ɡ i ⁵ n aː ¹ dʒ e ¹	6798	ɡ i ⁵ - n aː ¹ dʒ e ¹	1 7 8 4 7 8 1 7 8	AXTBYTBYT	KI6NA6TE6	37	37.K.C 37.I.V 37.6.T 37.N.C 37.A.V 37.6.T 37.T.C 37.E.V 37.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7494	Yorno_So	SPIRIT	gínà:jù	ɡ i ⁵ n aː ¹ dʒ u ¹	6798	ɡ i ⁵ - n aː ¹ dʒ u ¹	1 7 8 4 7 8 1 7 8	AXTBYTBYT	KI6NA6TY6	38	38.K.C 38.I.V 38.6.T 38.N.C 38.A.V 38.6.T 38.T.C 38.Y.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7495	Toro_So	SPIRIT	bélé-tù	b e ⁵ l e ⁵ + t u ¹	6811	b e ⁵ l e ⁵ + t u ¹	1 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	PE6LE6_TY6	35	35.P.C 35.E.V 35.6.T 35.L.C 35.E.V 35.6.T 35._._ 35.T.C 35.Y.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
#
7496	Bangime	SPIT	tùwì	t u ¹ w i ¹	6816	t u ¹ w i ¹	1 7 8 6 7 8	AXTBYT	TY6WI6	3	3.T.C 3.Y.V 3.6.T 3.W.C 3.I.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
7497	Bankan_Tey	SPIT	mìmbèsî_tɔ́tí	m i ¹ m b e ¹ s i ⁵¹ _ t ɔ ⁵ t i ⁵	6817	m i ¹ m b e ¹ s i ⁵¹ _ t ɔ ⁵ t i ⁵	4 7 8 4 1 7 8 3 7 8 9 1 7 8 1 7 8	AXTMBYTBYT_AXTBYT	MI6MPE6SI3_TU6TI6	4	4.M.C 4.I.V 4.6.T 4.M.c 4.P.C 4.E.V 4.6.T 4.S.C 4.I.V 4.3.T 4._._ 4.T.C 4.U.V 4.6.T 4.T.C 4.I.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7498	Ben_Tey	SPIT	sùsù-nî:_tɔ́	s u ¹ s u ¹ + n iː ⁵¹ _ t ɔ ⁵	6818	s u ¹ - s u ¹ + n iː ⁵¹ _ t ɔ ⁵	3 7 8 3 7 8 9 4 7 8 9 1 7 8	AXTBYT_AXT_AXT	SY6SY6_NI3_TU6	5	5.S.C 5.Y.V 5.6.T 5.S.C 5.Y.V 5.6.T 5._._ 5.N.C 5.I.V 5.3.T 5._._ 5.T.C 5.U.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
7499	Bunoge	SPIT	sòn-sónì_sɛ̂:	s o ¹ n + s o ⁵ n i ¹ _ s ɛː ⁵¹	6819	s o ¹ n + s o ⁵ n i ¹ _ s ɛː ⁵¹	3 7 8 4 9 3 7 8 4 7 8 9 3 7 8	AXTN_AXTBYT_AXT	SU6N_SU6NI6_SE3	15	15.S.C 15.U.V 15.6.T 15.N.c 15._._ 15.S.C 15.U.V 15.6.T 15.N.C 15.I.V 15.6.T 15._._ 15.S.C 15.E.V 15.3.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
7500	Dogul_Dom	SPIT	dònjé_túwè	d o ¹ n dʒ e ⁵ _ t u ⁵ w e ¹	6820	d o ¹ n dʒ e ⁵ _ t u ⁵ - w e ¹	1 7 8 4 1 7 8 9 1 7 8 6 7 8	AXTMBYT_AXTBYT	TU6NTE6_TY6WE6	16	16.T.C 16.U.V 16.6.T 16.N.c 16.T.C 16.E.V 16.6.T 16._._ 16.T.C 16.Y.V 16.6.T 16.W.C 16.E.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7501	Donno_So	SPIT	dònjî:_tú:lò	d o ¹ n dʒ iː ⁵¹ _ t uː ⁵ l o ¹	6820	d o ¹ n dʒ iː ⁵¹ _ t uː ⁵ - l o ¹	1 7 8 4 1 7 8 9 1 7 8 5 7 8	AXTMBYT_AXTBYT	TU6NTI3_TY6LU6	17	17.T.C 17.U.V 17.6.T 17.N.c 17.T.C 17.I.V 17.3.T 17._._ 17.T.C 17.Y.V 17.6.T 17.L.C 17.U.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
7502	Fulfulde	SPIT	tuttu-de	t u t t u + d e	6822	t u t t u + d e	1 7 1 1 7 9 1 7	AXMBZ_AX	TYTTY_TE	18	18.T.C 18.Y.V 18.T.c 18.T.C 18.Y.V 18._._ 18.T.C 18.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0
7503	Gourou	SPIT	kàgùzá_kágúzá	k a ¹ ɡ u ¹ z a ⁵ _ k a ⁵ ɡ u ⁵ z a ⁵	6823	k a ¹ ɡ u ¹ z a ⁵ _ k a ⁵ ɡ u ⁵ z a ⁵	1 7 8 1 7 8 3 7 8 9 1 7 8 1 7 8 3 7 8	AXTBYTBYT_AXTBYTBYT	KA6KY6SA6_KA6KY6SA6	19	19.K.C 19.A.V 19.6.T 19.K.C 19.Y.V 19.6.T 19.S.C 19.A.V 19.6.T 19._._ 19.K.C 19.A.V 19.6.T 19.K.C 19.Y.V 19.6.T 19.S.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
7504	Jamsay	SPIT	yɔ̀rɔ̀:ní:_tɔ́:	j ɔ ¹ r ɔː ¹ n iː ⁵ _ t ɔː	6824	j ɔ ¹ r ɔː ¹ - n iː ⁵ _ t ɔː	6 7 8 5 7 8 4 7 8 9 1 7	AXTBYTBYT_AX	JU6RU6NI6_TU	20	20.J.C 20.U.V 20.6.T 20.R.C 20.U.V 20.6.T 20.N.C 20.I.V 20.6.T 20._._ 20.T.C 20.U.V	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0	0
7505	Jenaama	SPIT	à-tu᷆	a ¹ + t u ³¹	6825	a ¹ + t u ³¹	7 8 9 1 7 8	XT_AXT	A6_TY3	21	21.A.V 21.6.T 21._._ 21.T.C 21.Y.V 21.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0
