ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1289	1289	serve (sauce, onto millet cakes, e.g. with a ladle)	servir (sauce, avec une louche)	serve	46.0.3.0.2.0	2540.0	18		???	
1290	1290	mix, combine (sth and sth)	mélanger, combiner (qch et qch)	mix, combine	129.0.1.0.1.0	6457.0	18	2017	MIX	4
1291	1291	scatter (things)	éparpiller, disperser (des objets)	scatter, disperse	146.0.21.0.2.0	7136.0	18	2064	SCATTER (SEEDS)	4
1292	1292	understand	comprendre	understand	116.0.8.0.1.0	5717.0	18	1536	UNDERSTAND	2
1293	1293	knife sheath	fourreau de couteau	sheath	14.0.5.0.2.0	856.0	18		???	
1294	1294	earwax	cérumen	earwax	10.0.24.0.4.0	537.0	18	32	EARWAX	2
1295	1295	say sth false (lie, exaggeration, or honest mistake)	dire du faux (mensonge, exagération, ou erreur	false 	103.0.5.0.1.0	5273.0	18		???	
1296	1296	drop seeds in a slash in the ground and cover them up by tamping with one's foot	semer la semence dans un poquet et la couvrir en la damant avec le pied	sow, plant	37.0.13.0.8.0	2241.0	18		???	
1297	1297	he woke up	il s'est réveillé	wake up, awaken	142.0.4.0.2.0	6937.0	18		???	
1298	1298	he said	il a dit	say	102.0.2.0.3.0	5110.0	18		???	
1299	1299	scab (congealed blood from cut)	croûte (sang séché d'une plaie)	scab	98.0.19.0.2.0	4922.0	18	2664	SCAB	4
1300	1300	bread	pain	bread	26.0.6.0.1.0	1641.0	18	1368	BREAD	2
1301	1301	unscripted portion of a Muslim sermon (where imam gives counsel in reply to questions)	partie libre d'une prédication musulmane (où l'imam donne des conseils en répondant aux questions)	sermon	87.0.7.0.6.0	4294.0	18		???	
1302	1302	mock, poke fun at, laugh at (sb)	se moquer de, rire de (qn)	mock, fun	102.0.21.0.1.0	5235.0	18	117	IMITATE	4
1303	1303	colostrum, first milk (concentrated milk produced by cow or she-goat in small quantities just after a birth)	colostrum, premier lait (lait concentré produit par une vache ou une chèvre en petites quantités juste après avoir mis bas)	colostrum	23.0.4.0.1.0	1507.0	18		???	
1304	1304	the day after tomorrow	après-demain	day after tomorrow	72.0.6.0.1.0	3686.0	18	1179	DAY AFTER TOMORROW	1
1305	1305	mortar-scraper (curved blade on long handle, used to finish the interior of a mortar)	râcleuse de mortier (lame courbée à longue manche, sert à coiffer finement l'intérieur d'un mortier)	scraper	145.0.5.0.1.0	6998.0	18		???	
1306	1306	(negative suffix after sv- 'have')	(suffixe négatif après sv- 'avoir')	negative	179.0.11.0.4.0	8183.0	18		???	
#<<<										
1307	1307	be dry, (sth wet) dry out	ê. sec, (objet mouillé) devenir sec, se sécher	dry	162.0.3.0.2.0	7692.0	18	1398	DRY	4
1307	1307	be dry, (sth wet) dry out	ê. sec, (objet mouillé) devenir sec, se sécher	dry	162.0.3.0.2.0	7692.0	18	1786	DRY UP	4
#>>>										
1308	1308	locally produced soft candy	bonbon mou de fabrication locale	candy	26.0.16.0.3.0	1708.0	18		???	
1309	1309	wake (sb) up	réveiller (qn)	wake up, awaken	142.0.4.0.3.0	6938.0	18	1602	WAKE UP	4
1310	1310	wheat-flour fritters (fried in oil)	beignets de farine de blé (frits dans de l'huile)	fritters	26.0.7.0.5.0	1649.0	18		???	
1311	1311	sour, acidic, acrid (taste, e.g. of tamarind)	(goût) aigre (de tamarin, etc.)	sour, acidic	124.0.6.0.2.0	6287.0	18	1906	SOUR	4
1312	1312	every day	chaque jour	every day	111.0.7.0.6.0	5461.0	18		???	
1313	1313	sixth (ordinal)	sixième	6th	110.0.2.0.5.0	5420.0	18		???	
1314	1314	(sb) not be (somewhere), be absent (suffixed)	ne pas être (quelque part), ê. absent (à suffixe)	absent, not be	64.0.8.0.3.0	3297.0	18		???	
1315	1315	collective hunt	chasse collective	collective hunt	27.0.3.0.1.0	1723.0	18		???	
1316	1316	I can (with verb phrase)	je peux (avec phrase verbale)	can, be able	153.0.1.0.1.0	7465.0	18		???	
#<<<										
1317	1317	be or become red	être ou devenir rouge	red	160.0.6.0.2.0	7603.0	18	1579	BE	4
1317	1317	be or become red	être ou devenir rouge	red	160.0.6.0.2.0	7603.0	18	972	BE ABLE	4
1317	1317	be or become red	être ou devenir rouge	red	160.0.6.0.2.0	7603.0	18	48	BE SILENT	4
1317	1317	be or become red	être ou devenir rouge	red	160.0.6.0.2.0	7603.0	18	1990	BECOME	4
#>>>										
1318	1318	I cannot (with verb phrase)	je ne peux pas (avec phrase verbale)	cannot	153.0.1.0.2.0	7466.0	18		???	
#<<<										
1319	1319	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	137.0.6.0.2.0	6784.0	18	1819	LOOK	4
1319	1319	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	137.0.6.0.2.0	6784.0	18	1948	SAW	4
#>>>										
1320	1320	grain of millet	graine de mil	grain, seed, nut	15.0.10.0.2.0	942.0	18		???	
#<<<										
1321	1321	(a certain) day	(un certain) jour	day	71.0.1.0.4.0	3618.0	18	1225	DAY (NOT NIGHT)	4
1321	1321	(a certain) day	(un certain) jour	day	71.0.1.0.4.0	3618.0	18	1283	TODAY	4
1321	1321	(a certain) day	(un certain) jour	day	71.0.1.0.4.0	3618.0	18	1260	DAY (24 HOURS)	4
1321	1321	(a certain) day	(un certain) jour	day	71.0.1.0.4.0	3618.0	18	2140	DAY OR SUN	4
#>>>										
1322	1322	Arab (person)	arabe (personne)	arabe	81.0.2.0.1.0	4053.0	18		???	
#<<<										
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	1221	NOSE	4
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	2124	SMELL	4
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	1586	SMELL (PERCEIVE)	4
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	1906	SOUR	4
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	1587	SMELL (STINK)	4
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	375	SNIFF	4
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	2201	LIGHT (SMELL OR TASTE)	4
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	510	STRONG EFFECT	4
#>>>										
#<<<										
1324	1324	take, snort (snuff tobacco)	priser (tabac)	snuff	51.0.3.0.2.0	2717.0	18	1749	TAKE	4
1324	1324	take, snort (snuff tobacco)	priser (tabac)	snuff	51.0.3.0.2.0	2717.0	18	2104	HOLD OR TAKE	4
1324	1324	take, snort (snuff tobacco)	priser (tabac)	snuff	51.0.3.0.2.0	2717.0	18	1983	SNORE	4
#>>>										
1325	1325	harvest (peanut plants) by slashing the earth around them with a daba	récolter (pieds d'arachide) en tapant le sol autour d'eux avec le daba	harvest	37.0.20.0.3.0	2300.0	18		???	
#<<<										
1326	1326	track (of snake or crocodile, or wounded animal)	traces (de serpent ou de crocodile, ou d'animal blessé)	tracks	27.0.5.0.5.0	1733.0	18	1857	CROCODILE	4
1326	1326	track (of snake or crocodile, or wounded animal)	traces (de serpent ou de crocodile, ou d'animal blessé)	tracks	27.0.5.0.5.0	1733.0	18	318	FOOTPRINT	4
#>>>										
1327	1327	clap hands, applaud	battre les mains, applaudir	clap, applaud	122.0.6.0.1.0	6121.0	18		???	
#<<<										
1328	1328	tall (person), lofty (tree)	(personne) haut de taille, (arbre) haut	tall	69.0.7.0.1.0	3507.0	18	711	TALL	4
1328	1328	tall (person), lofty (tree)	(personne) haut de taille, (arbre) haut	tall	69.0.7.0.1.0	3507.0	18	2143	LONG OR TALL	4
1328	1328	tall (person), lofty (tree)	(personne) haut de taille, (arbre) haut	tall	69.0.7.0.1.0	3507.0	18	2790	HIGH OR TALL	4
#>>>										
#<<<										
1329	1329	caress, rub gently with fingers or palm	caresser, frotter légèrement avec les doigts ou avec la paume	caress, stroke, rub	132.0.4.0.1.0	6605.0	18	1181	PALM TREE	4
1329	1329	caress, rub gently with fingers or palm	caresser, frotter légèrement avec les doigts ou avec la paume	caress, stroke, rub	132.0.4.0.1.0	6605.0	18	1183	PALM OF HAND	4
#>>>										
#<<<										
1330	1330	mother (possessed)	mère (possessif)	mother	78.0.2.0.2.0	3841.0	18	1216	MOTHER	4
1330	1330	mother (possessed)	mère (possessif)	mother	78.0.2.0.2.0	3841.0	18	2800	FEMALE PERSON OR MOTHER	4
#>>>										
1331	1331	guava	goyave	guava	36.0.1.0.4.0	2062.0	18		???	
#<<<										
1332	1332	child, young (of an animal)	enfant, petit (d'un animal)	child, young	78.0.9.0.1.0	3885.0	18	2099	CHILD	4
1332	1332	child, young (of an animal)	enfant, petit (d'un animal)	child, young	78.0.9.0.1.0	3885.0	18	1304	CHILD (YOUNG HUMAN)	4
1332	1332	child, young (of an animal)	enfant, petit (d'un animal)	child, young	78.0.9.0.1.0	3885.0	18	1207	YOUNG	4
1332	1332	child, young (of an animal)	enfant, petit (d'un animal)	child, young	78.0.9.0.1.0	3885.0	18	1801	CHILD (DESCENDANT)	4
1332	1332	child, young (of an animal)	enfant, petit (d'un animal)	child, young	78.0.9.0.1.0	3885.0	18	2391	BOY OR SON	4
1332	1332	child, young (of an animal)	enfant, petit (d'un animal)	child, young	78.0.9.0.1.0	3885.0	18	564	YOUNG (OF MAN)	4
1332	1332	child, young (of an animal)	enfant, petit (d'un animal)	child, young	78.0.9.0.1.0	3885.0	18	563	YOUNG (OF WOMAN)	4
#>>>										
1333	1333	cultivated fields right next to the village	champs cultivés juste à côté du village	field	37.0.3.0.2.0	2166.0	18		???	
1334	1334	credit (loan)	crédit (prêt)	credit	114.0.7.0.1.0	5663.0	18		???	
1335	1335	flat kneading stick (for millet cakes)	bâtonnet plat à malaxer (pour le tô)	kneading stick	129.0.4.0.2.0	6475.0	18		???	
1336	1336	scratch (sth, e.g. one's arm)	gratter (qch, par ex., son bras)	scratch	139.0.1.0.1.0	6881.0	18	1436	SCRATCH	4
1337	1337	(linear object) become thin	(objet linéaire) devenir mince	thin	166.0.3.0.2.0	7820.0	18		???	
1338	1338	it is straight	il est droit	straight	167.0.1.0.1.0	7835.0	18		???	
#<<<										
1339	1339	nose ring (for woman, camel, ox)	anneau de nez (de femme, de chameau, de bœuf)	nose ring	20.0.15.0.2.0	1419.0	18	1871	CAMEL	4
1339	1339	nose ring (for woman, camel, ox)	anneau de nez (de femme, de chameau, de bœuf)	nose ring	20.0.15.0.2.0	1419.0	18	1169	OX	4
1339	1339	nose ring (for woman, camel, ox)	anneau de nez (de femme, de chameau, de bœuf)	nose ring	20.0.15.0.2.0	1419.0	18	534	HUMP	4
#>>>										
1340	1340	be ground into powder	ê. écrasé en poudre	fine, powder	26.0.10.0.9.0	1670.0	18		???	
1341	1341	approach, come close	s'approcher	approach, near	65.0.2.0.2.0	3323.0	18	1778	APPROACH	4
1342	1342	(a) greeting	salutation	greeting	105.0.1.0.3.0	5303.0	18		???	
1343	1343	scarify (sb), cut decorative scars on (sb)	balafrer, scarifier (qn)	scarify	18.0.4.0.2.0	1305.0	18		???	
1344	1344	(wound) be swollen, infected	(plaie) s'enfler, devenir infecté	wound, infection, swelling	98.0.22.0.1.0	4946.0	18	548	INFECTED	4
1345	1345	I want (sth)	je veux (qch)	want, like, love	118.0.3.0.3.0	5937.0	18		???	
#<<<										
1346	1346	entire, whole, intact (e.g. melon, kola nut)	entier, intègre (melon, noix de cola, etc.)	entire, whole	111.0.14.0.1.0	5508.0	18	2277	WHOLE	4
1346	1346	entire, whole, intact (e.g. melon, kola nut)	entier, intègre (melon, noix de cola, etc.)	entire, whole	111.0.14.0.1.0	5508.0	18	220	INTACT	4
#>>>										
1347	1347	prop up (sth that would otherwise fall)	soutenir (qch qui tomberaient autrement)	prop, hold up	127.0.4.0.1.0	6418.0	18		???	
1348	1348	(person, animal) be skinny, slender	(personne, animal) ê. mince	lean, skinny	69.0.12.0.9.0	3573.0	18		???	
1349	1349	darkness	obscurité, ténèbres	darkness	174.0.5.0.1.0	8161.0	18	11	DARKNESS	2
#<<<										
1350	1350	tallness, height	taille, hauteur (mesure)	tallness, height	69.0.7.0.4.0	3510.0	18	1265	HIGH	4
1350	1350	tallness, height	taille, hauteur (mesure)	tallness, height	69.0.7.0.4.0	3510.0	18	2985	HEIGHT	4
#>>>										
1351	1351	sneeze (verb only)	éternuer	sneeze	11.0.2.0.2.0	565.0	18	1621	SNEEZE	3
#<<<										
1352	1352	stir (liquid) with a spoon or ladle	remuer (liquide) avec une cuiller ou une louche	stir	129.0.2.0.1.0	6469.0	18	2649	COCONUT SHELL LADLE	4
1352	1352	stir (liquid) with a spoon or ladle	remuer (liquide) avec une cuiller ou une louche	stir	129.0.2.0.1.0	6469.0	18	2788	LADLE (WATER)	4
1352	1352	stir (liquid) with a spoon or ladle	remuer (liquide) avec une cuiller ou une louche	stir	129.0.2.0.1.0	6469.0	18	2657	LADLE	4
#>>>										
#<<<										
1353	1353	(trap) spring, be sprung	(piège) sauter, se déclencher	trap spring	27.0.8.0.1.0	1757.0	18	1829	JUMP	4
1353	1353	(trap) spring, be sprung	(piège) sauter, se déclencher	trap spring	27.0.8.0.1.0	1757.0	18	1537	SPRINGTIME	4
1353	1353	(trap) spring, be sprung	(piège) sauter, se déclencher	trap spring	27.0.8.0.1.0	1757.0	18	2144	SPRING OR WELL	4
1353	1353	(trap) spring, be sprung	(piège) sauter, se déclencher	trap spring	27.0.8.0.1.0	1757.0	18	849	SPRING (OF WATER)	4
#>>>										
1354	1354	play (e.g. guitar)	jouer de (guitare etc.)	play instrument	93.0.8.0.2.0	4570.0	18	1413	PLAY	4
#<<<										
1355	1355	(sb) stop, halt, come to a stop (while standing)	(qn) s'arrêter, faire halte (étant debout)	stop, halt	12.0.4.0.6.0	709.0	18	1928	CEASE	4
1355	1355	(sb) stop, halt, come to a stop (while standing)	(qn) s'arrêter, faire halte (étant debout)	stop, halt	12.0.4.0.6.0	709.0	18	1766	FINISH	4
1355	1355	(sb) stop, halt, come to a stop (while standing)	(qn) s'arrêter, faire halte (étant debout)	stop, halt	12.0.4.0.6.0	709.0	18	2880	HALT (STOP)	4
#>>>										
1356	1356	handle (moveable) of pail	anse (mobile) de seau	handle	41.0.1.0.4.0	2433.0	18		???	
1357	1357	kick (sth, sb)	donner un coup de pied à (qch, qn)	kick	136.0.8.0.1.0	6739.0	18	1135	KICK	4
1358	1358	(doctor) give an injection to, vaccinate	(docteur) donner une piqûre à, vacciner	vaccinate	98.0.31.0.1.0	4990.0	18		???	
1359	1359	go around (sth, in a circle)	faire le tour de, marcher tout autour de (qch)	go around	146.0.7.0.2.0	7052.0	18		???	
1360	1360	give a greeting, say hello	donner une salutation, saluer, dire bonjour	greet	105.0.1.0.1.0	5301.0	18		???	
#<<<										
1361	1361	(thread, string, rope) snap	(fil, corde) se casser, rompre	snap	138.0.11.0.2.0	6880.0	18	1218	ROPE	4
1361	1361	(thread, string, rope) snap	(fil, corde) se casser, rompre	snap	138.0.11.0.2.0	6880.0	18	362	STRING	4
#>>>										
1362	1362	stand on tiptoes	se dresser sur la pointe des pieds	tiptoe	12.0.5.0.1.0	717.0	18		???	
1363	1363	right now	tout de suite	now	72.0.1.0.4.0	3678.0	18		???	
1364	1364	become small	devenir petit	small, little	69.0.3.0.2.0	3477.0	18		???	
1365	1365	bellows (blower) in a blacksmith's forge	soufflet de la forge du forgeron	bellows	154.0.5.0.1.0	7491.0	18		???	
#<<<										
1366	1366	pour out, spill (grain, sand)	verser à terre (graines, sable)	pour, spill	149.0.8.0.8.0	7366.0	18	671	SAND	4
1366	1366	pour out, spill (grain, sand)	verser à terre (graines, sable)	pour, spill	149.0.8.0.8.0	7366.0	18	1487	POUR	4
#>>>										
1367	1367	carrion (meat or corpse of animal not properly slaughtered)	charogne (corps ou viande d'un animal non égorgé)	carrion	26.0.12.0.5.0	1686.0	18		???	
#<<<										
1368	1368	make (sb, sth) go up	faire monter (qn, qch)	go up, rise	61.0.6.0.6.0	3166.0	18	734	MAKE	4
1368	1368	make (sb, sth) go up	faire monter (qn, qch)	go up, rise	61.0.6.0.6.0	3166.0	18	2575	DO OR MAKE	4
#>>>										
1369	1369	lower one's head (e.g. while running down a hill)	baisser la tête (par ex., en descendant une pente)	lower head	11.0.23.0.2.0	680.0	18		???	
1370	1370	menstrual period	règles (de femme), état de menstruation	menstruation	11.0.13.0.1.0	635.0	18		???	
1371	1371	tale (narrative)	conte (histoire)	tale, story	106.0.3.0.1.0	5321.0	18		???	
1372	1372	throw (e.g. stone)	jeter (pierre etc.)	throw	131.0.4.0.4.0	6569.0	18	1456	THROW	4
1373	1373	bilharzia, schistosomiasis (parasitic worm disease producing blood in urine)	bilharziose (maladie parasitaire qui provoque le sang dans l'urine)	schistosomiasis, bilharziasis	98.0.13.0.1.0	4874.0	18		???	
1374	1374	it's false (untrue)	c'est faux	false 	103.0.5.0.4.0	5276.0	18		???	
1375	1375	separate, put space between (things)	séparer (des objets)	separate	80.0.9.0.5.0	4046.0	18	1359	SEPARATE	4
1376	1376	rap (sb) with knuckles	taper (qn) avec les articulations du doigt	rap	136.0.5.0.3.0	6727.0	18		???	
1377	1377	witness (person)	témoin	witness	97.0.9.0.1.0	4805.0	18	1144	WITNESS	4
1378	1378	laziness	paresse	laziness	117.0.14.0.3.0	5847.0	18		???	
#<<<										
1379	1379	snap, break (thread, string, rope by pulling or biting)	casser, rompre (fil, corde, en tirant ou en mordant)	snap	138.0.11.0.1.0	6879.0	18	1218	ROPE	4
1379	1379	snap, break (thread, string, rope by pulling or biting)	casser, rompre (fil, corde, en tirant ou en mordant)	snap	138.0.11.0.1.0	6879.0	18	680	BREAK (DESTROY OR GET DESTROYED)	4
1379	1379	snap, break (thread, string, rope by pulling or biting)	casser, rompre (fil, corde, en tirant ou en mordant)	snap	138.0.11.0.1.0	6879.0	18	681	DESTROY	4
1379	1379	snap, break (thread, string, rope by pulling or biting)	casser, rompre (fil, corde, en tirant ou en mordant)	snap	138.0.11.0.1.0	6879.0	18	2558	BREAK (CLEAVE)	4
1379	1379	snap, break (thread, string, rope by pulling or biting)	casser, rompre (fil, corde, en tirant ou en mordant)	snap	138.0.11.0.1.0	6879.0	18	362	STRING	4
1379	1379	snap, break (thread, string, rope by pulling or biting)	casser, rompre (fil, corde, en tirant ou en mordant)	snap	138.0.11.0.1.0	6879.0	18	460	BREAK (OF ROPE)	4
#>>>										
1380	1380	skinny, emaciated	maigre, amaigri, affamé	skinny, emaciated	69.0.12.0.1.0	3565.0	18	1400	THIN (SLIM)	4
1381	1381	become white	devenir blanc	white	160.0.4.0.2.0	7595.0	18		???	
1382	1382	price	prix	price	113.0.8.0.1.0	5582.0	18	657	PRICE	2
1383	1383	make large pile of, pile up (harvested crop)	entasser, faire un gros tas de (céréales etc. récoltées)	pile (large)	37.0.26.0.3.0	2340.0	18	1576	PILE UP	4
1384	1384	segment (of grass stem)	segment (de tige de poacée)	segment, stem	15.0.3.0.8.0	880.0	18		???	
#<<<										
1385	1385	learn, be trained	apprendre, avoir sa formation	learn	116.0.2.0.4.0	5695.0	18	504	LEARN	4
1385	1385	learn, be trained	apprendre, avoir sa formation	learn	116.0.2.0.4.0	5695.0	18	2237	FIND OUT	4
#>>>										
1386	1386	stirrup	étrier	stirrup	4.0.8.0.1.0	122.0	18		???	
1387	1387	aim at (target)	viser (cible)	aim	95.0.21.0.4.0	4737.0	18		???	
1388	1388	puff up one's cheek (with air)	s'enfler la joue (avec de l'air)	puff	11.0.9.0.1.0	607.0	17		???	
1389	1389	I lost a sheep	j'ai perdu un mouton	lose	121.0.1.0.3.0	6050.0	17		???	
1390	1390	slingshot	lance-pierres	slingshot	95.0.7.0.1.0	4672.0	17		???	
1391	1391	anus	anus	anus	10.0.5.0.2.0	336.0	17	1935	ANUS	2
1392	1392	upstairs (level above ground floor)	étage (au-dessus du rez-de-chaussée)	upstairs	54.0.20.0.1.0	2875.0	17		???	
1393	1393	handcuffs	menottes	handcuff	97.0.11.0.2.0	4813.0	17		???	
1394	1394	make a hole (in wooden handle, to insert pointed back of blade)	faire un trou (dans un manche en bois, afin d'insérer le derrière pointu de la lame)	make hole	70.0.3.0.7.0	3605.0	17		???	
1395	1395	(liquid) be at a full boil (with bubbles)	(liquide) bouillir avec force (en faisant des bourbouilles)	boil	47.0.6.0.2.0	2584.0	17		???	
1396	1396	be sick	ê. malade, souffrir	sick	98.0.1.0.4.0	4822.0	17	1847	SICK	2
1397	1397	traditional chief, Hogon	chef traditionnel, hogon	chief, hogon	85.0.1.0.2.0	4161.0	17		???	
1398	1398	fifteen	quinze	15.0	109.0.4.0.4.0	5402.0	17	1709	FIFTEEN	2
1399	1399	granulate (sth), break up, cause to crumble	défaire (qch) en miettes ou en grains, émietter	break up, crumble	138.0.3.0.1.0	6827.0	17		???	
1400	1400	shake off (wet garment, dusty object)	nettoyer en secouant, épousseter (vêtement mouillé, objet couvert de poussière)	shake off	129.0.7.0.2.0	6480.0	17		???	
1401	1401	take off, doff (garment)	ôter (vêtement)	take off, doff	16.0.22.0.2.0	1224.0	17	1755	UNDRESS	4
1402	1402	plead (verb only)	quémander (verbe seulement)	plead, beg	102.0.7.0.4.0	5135.0	17		???	
#<<<										
1403	1403	rinse (pots, bowls)	rincer (marmites, vaisselle)	rinse	158.0.5.0.3.0	7556.0	17	1530	BOWL	4
1403	1403	rinse (pots, bowls)	rincer (marmites, vaisselle)	rinse	158.0.5.0.3.0	7556.0	17	2904	RINSE	4
#>>>										
1404	1404	scoop up (food) in one hand from a bowl	enlever (nourriture) en puisant dans une tasse avec une main	scoop	46.0.3.0.4.0	2542.0	17		???	
1405	1405	scrub (wet clothing, in washing) such that two surfaces of the garment rub together back and forth	frotter (vêtement mouillé, en faisant le linge) de sorte que deux surfaces du vêtement se frottent dans les deux sens	scrub	158.0.3.0.3.0	7548.0	17	1449	RUB	4
1406	1406	lean back (e.g. on chair back)	se pencher en arrière (sur le dos d'une chaise, etc.)	lean back	12.0.6.0.4.0	722.0	17		???	
1407	1407	honor, esteem, treat with great respect (sb)	honorer, considérer hautement (qn)	esteem, regard, honor	84.0.1.0.2.0	4132.0	17		???	
1408	1408	sister's child	enfant de la sœur	nephew, niece	78.0.9.0.7.0	3891.0	17		???	
1409	1409	snot (liquid, as from a cold)	morve (liquide, comme d'un rhume)	snot	10.0.24.0.8.0	541.0	17	208	NASAL MUCUS (SNOT)	4
1410	1410	I am better than he	je vaux mieux que lui	better	169.0.2.0.1.0	7944.0	17		???	
1411	1411	tall person	personne de haute taille	tall	69.0.7.0.2.0	3508.0	17		???	
#<<<										
1412	1412	think (of or about sth)	penser à, réfléchir (autour de qn)	think	116.0.6.0.3.0	5707.0	17	2271	THINK	4
1412	1412	think (of or about sth)	penser à, réfléchir (autour de qn)	think	116.0.6.0.3.0	5707.0	17	1415	THINK (REFLECT)	4
1412	1412	think (of or about sth)	penser à, réfléchir (autour de qn)	think	116.0.6.0.3.0	5707.0	17	1513	THINK (BELIEVE)	4
#>>>										
1413	1413	calabash holder in the form of a vertical pole with three cut-off branches as prongs, for keeping a calabash off the ground (out of the reach of children, insects, etc.)	support de calebasse en forme d'un bois à trois branches coupées, pour tenir la calebasse au-dessus du sol (hors de la portée des enfants, des insectes, etc.)	holder	49.0.10.0.3.0	2690.0	17	620	INSECT	4
1414	1414	trick, ruse, stratagem	ruse, stratagème	trick, ruse, stratagem	96.0.7.0.1.0	4778.0	17	1902	BETRAY	4
1415	1415	gin, remove seeds from (cotton, by hand)	égrener, enlever les graines de (coton, à la main)	gin (cotton)	17.0.3.0.1.0	1257.0	17		???	
1416	1416	entrust (sb, sth) to God	confier (qch, qn) à Dieu	entrust	102.0.11.0.9.0	5165.0	17		???	
#<<<										
1417	1417	turn (e.g. jar, calabash, basket) upside down	renverser (qch), mettre le dessus dessous	flip, turn over, upside-down	146.0.16.0.3.0	7115.0	17	1588	TURN	4
1417	1417	turn (e.g. jar, calabash, basket) upside down	renverser (qch), mettre le dessus dessous	flip, turn over, upside-down	146.0.16.0.3.0	7115.0	17	1445	TURN (SOMETHING)	4
1417	1417	turn (e.g. jar, calabash, basket) upside down	renverser (qch), mettre le dessus dessous	flip, turn over, upside-down	146.0.16.0.3.0	7115.0	17	411	GOURD	4
1417	1417	turn (e.g. jar, calabash, basket) upside down	renverser (qch), mettre le dessus dessous	flip, turn over, upside-down	146.0.16.0.3.0	7115.0	17	1444	TURN AROUND	4
#>>>										
1418	1418	(rope) become loose, slack	(corde) devenir lâche, desserré	loose, slack	67.0.2.0.2.0	3391.0	17		???	
1419	1419	perform the pilgrimage to Mecca	faire le pèlerinage à la Mecque	pilgrimage	87.0.10.0.1.0	4312.0	17		???	
1420	1420	footprint	trace (de pied)	footprint	27.0.5.0.2.0	1730.0	17	318	FOOTPRINT	2
1421	1421	pail	seau	pail	45.0.5.0.1.0	2524.0	17		???	
1422	1422	cast a spell on, bewitch, use black magic on (sb)	jeter un sort à, ensorceler (qn)	cast spell, bewitch	88.0.2.0.6.0	4370.0	17	118	BEWITCH	4
#<<<										
1423	1423	chop (meat), cut (meat) with chopping (not slicing) motion	couper (viande) d'un coup vertical	chop	137.0.3.0.7.0	6767.0	17	155	CHOP	4
1423	1423	chop (meat), cut (meat) with chopping (not slicing) motion	couper (viande) d'un coup vertical	chop	137.0.3.0.7.0	6767.0	17	2149	CHOP (INTO PIECES)	4
#>>>										
1424	1424	cover (calabash) with animal hide (to make a drum)	couvrir (calebasse) d'une peau d'animal (pour faire un tamtam)	cover	128.0.4.0.1.0	6449.0	17		???	
1425	1425	airplane	avion	airplane	150.0.5.0.1.0	7381.0	17	1597	AIRPLANE	2
1426	1426	everything	tout, le tout	everything	111.0.7.0.4.0	5459.0	17	98	ALL	2
1427	1427	clap (verb only)	applaudir (verbe seulement)	clap, applaud	122.0.6.0.2.0	6122.0	17		???	
1428	1428	lean on (cane), push down on (stick)	s'appuyer sur (canne), appuyer sur (bâton)	lean	130.0.1.0.2.0	6515.0	17		???	
#<<<										
1429	1429	depth (of hole or well)	profondeur (de trou, de puits)	depth	69.0.9.0.5.0	3541.0	17	1035	GOOD	4
1429	1429	depth (of hole or well)	profondeur (de trou, de puits)	depth	69.0.9.0.5.0	3541.0	17	1364	HEALTHY	4
1429	1429	depth (of hole or well)	profondeur (de trou, de puits)	depth	69.0.9.0.5.0	3541.0	17	954	WELL	4
1429	1429	depth (of hole or well)	profondeur (de trou, de puits)	depth	69.0.9.0.5.0	3541.0	17	2144	SPRING OR WELL	4
1429	1429	depth (of hole or well)	profondeur (de trou, de puits)	depth	69.0.9.0.5.0	3541.0	17	2534	DEPTH	4
#>>>										
1430	1430	cause to follow	faire suivre	follow	146.0.23.0.3.0	7142.0	17		???	
1431	1431	wheat	blé	wheat	36.0.2.0.9.0	2076.0	17	1077	WHEAT	2
1432	1432	womb	matrice	womb	10.0.7.0.14.0	372.0	17	804	WOMB	2
1433	1433	(clause-final emphatic particle. confirming)	(particule d'emphase en fin d'énoncé, pour confirmer)	emphatic	103.0.4.0.3.0	5271.0	17		???	
1434	1434	slow (adjective)	lent	slow	172.0.3.0.1.0	8094.0	17	701	SLOW	1
#<<<										
