# Wordlist

# DATA
ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	SEMANTIC_REFERENCE	SEMANTIC_FIELD_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
75739	sweet, sugary (taste)	(goût) doux, sucré	Gourou	Gourou (Kiri, JH)	érù	érù	e ⁵ r u ¹	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 7 8	XTBYT	E6RY6	8	8.E.V 8.6.T 8.R.C 8.Y.V 8.6.T	3.0 1.0 1.3 3.0 1.0	e⁵ru¹	0	4324	e ⁵ r u ¹ -
75740	sweet, sugary (taste)	(goût) doux, sucré	Jamsay_Mondoro	Jamsay (Mondoro, JH)	érù	érù	e ⁵ r u ¹	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 7 8	XTBYT	E6RY6	10	10.E.V 10.6.T 10.R.C 10.Y.V 10.6.T	3.0 1.0 1.3 3.0 1.0	e⁵ru¹	1	4324	e ⁵ r u ¹ -
75741	sweet, sugary (taste)	(goût) doux, sucré	Togo_Kan_Koporo_pen	Togo-Kan (Koporo-pen, JH with BT)	ɛ́lú	ɛ́lú	ɛ ⁵ l u ⁵	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 7 8	XTBYT	E6LY6	18	18.E.V 18.6.T 18.L.C 18.Y.V 18.6.T	3.0 1.0 1.3 3.0 1.0	ɛ⁵lu⁵	0	4327	ɛ ⁵ - l u ⁵ - - -
75742	sweet, sugary (taste)	(goût) doux, sucré	Yorno_So	Yorno So (Yendouma, JH)	ɛ̂:l ~ ɛ́lɛ̀l	ɛ̂:l	ɛː ⁵¹ l	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5	XTN	E3L	24	24.E.V 24.3.T 24.L.c	3.0 1.0 0.5	ɛː⁵¹l	1	4327	ɛː ⁵¹ - l - - - - -
75743	sweet, sugary (taste)	(goût) doux, sucré	Tommo_So_Tongo_Tongo	Tommo-So (Tongo Tongo, LM)	ɛ́lɛ́lú	ɛ́lɛ́lú	ɛ ⁵ l ɛ ⁵ l u ⁵	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 7 8 5 7 8	XTBYTBYT	E6LE6LY6	19	19.E.V 19.6.T 19.L.C 19.E.V 19.6.T 19.L.C 19.Y.V 19.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ɛ⁵lɛ⁵lu⁵	1	4334	ɛ ⁵ l ɛ ⁵ - l u ⁵
75744	sweet, sugary (taste)	(goût) doux, sucré	Dogul_Dom_Kundialang	Dogul Dom (Kundialang, JH)	ɛ́llɛ̀-ŋ̀	ɛ́llɛ̀-ŋ̀	ɛ ⁵ l l ɛ ¹ + ŋ ¹	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 5 7 8 9 4 8	XTMBYT_AT	E6LLE6_N6	6	6.E.V 6.6.T 6.L.c 6.L.C 6.E.V 6.6.T 6._._ 6.N.C 6.6.T	3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.0	ɛ⁵llɛ¹+ŋ¹	0	4327	ɛ ⁵ l l ɛ ¹ + ŋ ¹
75745	sweet, sugary (taste)	(goût) doux, sucré	Dogul_Dom_Bendiely_Kundialang	Dogul Dom (Bendiely & Kundialang, BC)	ɛ̀llɛ́	ɛ̀llɛ́	ɛ ¹ l l ɛ ⁵	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 5 7 8	XTMBYT	E6LLE6	5	5.E.V 5.6.T 5.L.c 5.L.C 5.E.V 5.6.T	3.0 1.0 1.1 1.3 3.0 1.0	ɛ¹llɛ⁵	0	4327	ɛ ¹ l l ɛ ⁵ - - -
75746	sweet, sugary (taste)	(goût) doux, sucré	Tebul_Ure	Tebul Ure (JH)	ɛ́lɛ̀://ɛ́l-ŋgɔ̀//ɛ́l-mbɔ̀	ɛ́lɛ̀:	ɛ ⁵ l ɛː ¹	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 7 8	XTBYT	E6LE6	16	16.E.V 16.6.T 16.L.C 16.E.V 16.6.T	3.0 1.0 1.3 3.0 1.0	ɛ⁵lɛː¹	0	4327	ɛ ⁵ - l ɛː ¹ - - -
75747	sweet, sugary (taste)	(goût) doux, sucré	Yanda_Dom	Yanda Dom (Yanda, JH)	ɛ̌l	ɛ̌l	ɛ ¹⁵ l	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5	XTN	E2L	23	23.E.V 23.2.T 23.L.c	3.0 1.0 0.5	ɛ¹⁵l	0	4327	ɛ ¹⁵ - l - - - - -
75748	sweet, sugary (taste)	(goût) doux, sucré	Najamba_Kubewel_Adia	Najamba (Kubewel-Adia, JH)	ɛ̀lí-yè	ɛ̀lí-yè	ɛ ¹ l i ⁵ + j e ¹	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 7 8 9 6 7 8	XTBYT_AXT	E6LI6_JE6	12	12.E.V 12.6.T 12.L.C 12.I.V 12.6.T 12._._ 12.J.C 12.E.V 12.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	ɛ¹li⁵+je¹	1	4334	ɛ ¹ l i ⁵ + j e ¹
75749	sweet, sugary (taste)	(goût) doux, sucré	Tiranige_Boui	Tiranige (Boui, JH)	ní:njí	ní:njí	n iː ⁵ n j i ⁵	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	4 7 8 4 6 7 8	AXTBCYT	NI6NJI6	17	17.N.C 17.I.V 17.6.T 17.N.C 17.J.C 17.I.V 17.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	niː⁵nji⁵	1	4326	n iː ⁵ n j i ⁵
75750	sweet, sugary (taste)	(goût) doux, sucré	Mombo_Songho	Mombo (Songho, KP)	ɛ́llá	ɛ́llá	ɛ ⁵ l l a ⁵	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	7 8 5 5 7 8	XTMBYT	E6LLA6	11	11.E.V 11.6.T 11.L.c 11.L.C 11.A.V 11.6.T	3.0 1.0 1.1 1.3 3.0 1.0	ɛ⁵lla⁵	0	4327	ɛ ⁵ l l a ⁵ - - -
75751	sweet, sugary (taste)	(goût) doux, sucré	Bunoge_Boudou	Bunoge (Boudou)	dènjì	dènjì	d e ¹ n j i ¹	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	1 7 8 4 6 7 8	AXTBCYT	TE6NJI6	4	4.T.C 4.E.V 4.6.T 4.N.C 4.J.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	de¹nji¹	0	4326	d e ¹ n j i ¹
75752	sweet, sugary (taste)	(goût) doux, sucré	Penange_Pinia	Penange (Pinia)	nsì:ⁿ	nsì:ⁿ	n s ĩː ∼ ¹	sweet	doux	taste.sweet	goût.doux	6264.0	124.0.2.0.1.0	717	SWEET	4 3 7 4 8	ACYLT	NSI96	14	14.N.C 14.S.C 14.I.V 14.9.c 14.6.T	1.6 1.2 3.0 1.1 1.0	nsĩː∼¹	1	4336	n s ĩː ∼ ¹
#
36761	swim, go swimming	nager, aller nager	Toro_Tegu	Toro Tegu (Toupere, JH)	mùgú	mùgú	m u ¹ ɡ u ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	4 7 8 1 7 8	AXTBYT	MY6KY6	22	22.M.C 22.Y.V 22.6.T 22.K.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mu¹ɡu⁵	0	4360	m u ¹ ɡ u ⁵
36762	swim, go swimming	nager, aller nager	Ben_Tey	Ben Tey (Beni, JH)	á-bâl bàlá	á-bâl_bàlá	a ⁵ + b a ⁵¹ l _ b a ¹ l a ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	7 8 9 1 7 8 5 9 1 7 8 5 7 8	XT_AXTN_AXTBYT	A6_PA3L_PA6LA6	3	3.A.V 3.6.T 3._._ 3.P.C 3.A.V 3.3.T 3.L.c 3._._ 3.P.C 3.A.V 3.6.T 3.L.C 3.A.V 3.6.T	3.0 1.0 0.0 1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	a⁵+ba⁵¹l_ba¹la⁵	0	4345	a ⁵ + b a ⁵¹ l _ b a ¹ l a ⁵
36763	swim, go swimming	nager, aller nager	Bankan_Tey	Bankan-Tey (Walo, JH)	yúnâm káŋ	yúnâm_káŋ	j u ⁵ n a ⁵¹ m _ k a ⁵ ŋ	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	6 7 8 4 7 8 4 9 1 7 8 4	AXTBYTN_AXTN	JY6NA3M_KA6N	2	2.J.C 2.Y.V 2.6.T 2.N.C 2.A.V 2.3.T 2.M.c 2._._ 2.K.C 2.A.V 2.6.T 2.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.5	ju⁵na⁵¹m_ka⁵ŋ	0	4344	j u ⁵ n a ⁵¹ m _ k a ⁵ ŋ - - -
36764	swim, go swimming	nager, aller nager	Nanga	Nanga (Anda, JH)	nì:-bɛ́ndì bɛ̀ndí	nì:-bɛ́ndì_bɛ̀ndí	n iː ¹ + b ɛ ⁵ n d i ¹ _ b ɛ ¹ n d i ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	4 7 8 9 1 7 8 4 1 7 8 9 1 7 8 4 1 7 8	AXT_AXTMBYT_AXTMBYT	NI6_PE6NTI6_PE6NTI6	13	13.N.C 13.I.V 13.6.T 13._._ 13.P.C 13.E.V 13.6.T 13.N.c 13.T.C 13.I.V 13.6.T 13._._ 13.P.C 13.E.V 13.6.T 13.N.c 13.T.C 13.I.V 13.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	niː¹+bɛ⁵ndi¹_bɛ¹ndi⁵	0	4351	n iː ¹ + b ɛ ⁵ n d i - ¹ _ b ɛ ¹ n d i ⁵
36765	swim, go swimming	nager, aller nager	Donno_So	Donno So	wɛ̀nnɛ́	wɛ̀nnɛ́	w ɛ ¹ n n ɛ ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	6 7 8 4 4 7 8	AXTMBYT	WE6NNE6	7	7.W.C 7.E.V 7.6.T 7.N.c 7.N.C 7.E.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	wɛ¹nnɛ⁵	0	4347	w ɛ ¹ n n ɛ ⁵
36766	swim, go swimming	nager, aller nager	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ní:-yêy yǎ:, bùgó ('be in water')	ní:-yêy_yǎ:	n iː ⁵ + j e ⁵¹ j _ j aː ¹⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	4 7 8 9 6 7 8 6 9 6 7 8	AXT_AXTN_AXT	NI6_JE3J_JA2	9	9.N.C 9.I.V 9.6.T 9._._ 9.J.C 9.E.V 9.3.T 9.J.c 9._._ 9.J.C 9.A.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	niː⁵+je⁵¹j_jaː¹⁵	0	4349	n iː ⁵ + j e ⁵¹ j _ j aː ¹⁵
36767	swim, go swimming	nager, aller nager	Perge_Tegu	Perge Tegu (Pergué, JH)	bɛ́n bɛ̀nɛ́	bɛ́n_bɛ̀nɛ́	b ɛ ⁵ n _ b ɛ ¹ n ɛ ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	1 7 8 4 9 1 7 8 4 7 8	AXTN_AXTBYT	PE6N_PE6NE6	15	15.P.C 15.E.V 15.6.T 15.N.c 15._._ 15.P.C 15.E.V 15.6.T 15.N.C 15.E.V 15.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	bɛ⁵n_bɛ¹nɛ⁵	0	4345	- - - b ɛ ⁵ n _ b ɛ ¹ n ɛ ⁵
36768	swim, go swimming	nager, aller nager	Jamsay_Mondoro	Jamsay (Mondoro, JH)	ní:-yêy yǎ:	ní:-yêy_yǎ:	n iː ⁵ + j e ⁵¹ j _ j aː ¹⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	4 7 8 9 6 7 8 6 9 6 7 8	AXT_AXTN_AXT	NI6_JE3J_JA2	10	10.N.C 10.I.V 10.6.T 10._._ 10.J.C 10.E.V 10.3.T 10.J.c 10._._ 10.J.C 10.A.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	niː⁵+je⁵¹j_jaː¹⁵	0	4349	n iː ⁵ + j e ⁵¹ j _ j aː ¹⁵
36769	swim, go swimming	nager, aller nager	Togo_Kan_Koporo_pen	Togo-Kan (Koporo-pen, JH with BT)	bɛ̌n bɛ̀nɛ́	bɛ̌n_bɛ̀nɛ́	b ɛ ¹⁵ n _ b ɛ ¹ n ɛ ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	1 7 8 4 9 1 7 8 4 7 8	AXTN_AXTBYT	PE2N_PE6NE6	18	18.P.C 18.E.V 18.2.T 18.N.c 18._._ 18.P.C 18.E.V 18.6.T 18.N.C 18.E.V 18.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	bɛ¹⁵n_bɛ¹nɛ⁵	0	4345	- - - b ɛ ¹⁵ n _ b ɛ ¹ n ɛ ⁵
36770	swim, go swimming	nager, aller nager	Yorno_So	Yorno So (Yendouma, JH)	bònî: bàn-ɛ́:, dǐ: bàn-ɛ́:, [dì: bán-ɛ̀:] yǎ:	bònî:_bàn-ɛ́:	b o ¹ n iː ⁵¹ _ b a ¹ n + ɛː ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	1 7 8 4 7 8 9 1 7 8 4 9 7 8	AXTBYT_AXTN_XT	PU6NI3_PA6N_E6	24	24.P.C 24.U.V 24.6.T 24.N.C 24.I.V 24.3.T 24._._ 24.P.C 24.A.V 24.6.T 24.N.c 24._._ 24.E.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5 0.0 3.0 1.0	bo¹niː⁵¹_ba¹n+ɛː⁵	0	4344	b o ¹ n iː ⁵¹ - _ b a ¹ n + ɛː ⁵
36771	swim, go swimming	nager, aller nager	Tommo_So_Tongo_Tongo	Tommo-So (Tongo Tongo, LM)	dìì múgó yàá	dìì_múgó_yàá	d iː ¹ _ m u ⁵ ɡ o ⁵ _ j aː ¹⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	1 7 8 9 4 7 8 1 7 8 9 6 7 8	AXT_AXTBYT_AXT	TI6_MY6KU6_JA2	19	19.T.C 19.I.V 19.6.T 19._._ 19.M.C 19.Y.V 19.6.T 19.K.C 19.U.V 19.6.T 19._._ 19.J.C 19.A.V 19.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	diː¹_mu⁵ɡo⁵_jaː¹⁵	0	4359	d iː ¹ _ m u ⁵ ɡ o ⁵ _ j aː ¹⁵
36772	swim, go swimming	nager, aller nager	Dogul_Dom_Kundialang	Dogul Dom (Kundialang, JH)	bɛ́ɲɲɛ̀	bɛ́ɲɲɛ̀	b ɛ ⁵ ɲ ɲ ɛ ¹	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	1 7 8 4 4 7 8	AXTMBYT	PE6NNE6	6	6.P.C 6.E.V 6.6.T 6.N.c 6.N.C 6.E.V 6.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	bɛ⁵ɲɲɛ¹	0	4347	b ɛ ⁵ ɲ ɲ ɛ ¹
36773	swim, go swimming	nager, aller nager	Tebul_Ure	Tebul Ure (JH)	ínjé mùgó (mùgó-tì-)	ínjé_mùgó	i ⁵ n j e ⁵ _ m u ¹ ɡ o ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	7 8 4 6 7 8 9 4 7 8 1 7 8	XTBCYT_AXTBYT	I6NJE6_MY6KU6	16	16.I.V 16.6.T 16.N.C 16.J.C 16.E.V 16.6.T 16._._ 16.M.C 16.Y.V 16.6.T 16.K.C 16.U.V 16.6.T	3.0 1.0 1.3 1.2 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	i⁵nje⁵_mu¹ɡo⁵	0	4356	i ⁵ n j e ⁵ _ m u ¹ ɡ o ⁵
36774	swim, go swimming	nager, aller nager	Yanda_Dom	Yanda Dom (Yanda, JH)	ínjú bùgó	ínjú_bùgó	i ⁵ n j u ⁵ _ b u ¹ ɡ o ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	7 8 4 6 7 8 9 1 7 8 1 7 8	XTBCYT_AXTBYT	I6NJY6_PY6KU6	23	23.I.V 23.6.T 23.N.C 23.J.C 23.Y.V 23.6.T 23._._ 23.P.C 23.Y.V 23.6.T 23.K.C 23.U.V 23.6.T	3.0 1.0 1.3 1.2 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	i⁵nju⁵_bu¹ɡo⁵	0	4356	i ⁵ n j u ⁵ _ b u ¹ ɡ o ⁵
36775	swim, go swimming	nager, aller nager	Najamba_Kubewel_Adia	Najamba (Kubewel-Adia, JH)	bándè bàndí	bándè_bàndí	b a ⁵ n d e ¹ _ b a ¹ n d i ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	1 7 8 4 1 7 8 9 1 7 8 4 1 7 8	AXTMBYT_AXTMBYT	PA6NTE6_PA6NTI6	12	12.P.C 12.A.V 12.6.T 12.N.c 12.T.C 12.E.V 12.6.T 12._._ 12.P.C 12.A.V 12.6.T 12.N.c 12.T.C 12.I.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	ba⁵nde¹_ba¹ndi⁵	0	4351	- - - - b a ⁵ n d e - ¹ _ b a ¹ n d i ⁵
36776	swim, go swimming	nager, aller nager	Tiranige_Boui	Tiranige (Boui, JH)	yì:nì kán(ú)	yì:nì_kán	j iː ¹ n i ¹ _ k a ⁵ n	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	6 7 8 4 7 8 9 1 7 8 4	AXTBYT_AXTN	JI6NI6_KA6N	17	17.J.C 17.I.V 17.6.T 17.N.C 17.I.V 17.6.T 17._._ 17.K.C 17.A.V 17.6.T 17.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	jiː¹ni¹_ka⁵n	0	4344	j iː ¹ n i ¹ - _ k a ⁵ n - - -
36777	swim, go swimming	nager, aller nager	Mombo_Songho	Mombo (Songho, KP)	mì: búnjò:ⁿ ándé	mì:_búnjò:ⁿ_ándé	m iː ¹ _ b u ⁵ n j õː ∼ ¹ _ a ⁵ n d e ⁵	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	4 7 8 9 1 7 8 4 6 7 4 8 9 7 8 4 1 7 8	AXT_AXTBCYLT_XTMBYT	MI6_PY6NJU96_A6NTE6	11	11.M.C 11.I.V 11.6.T 11._._ 11.P.C 11.Y.V 11.6.T 11.N.C 11.J.C 11.U.V 11.9.c 11.6.T 11._._ 11.A.V 11.6.T 11.N.c 11.T.C 11.E.V 11.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 1.2 3.0 1.1 1.0 0.0 3.0 1.0 1.1 1.3 3.0 1.0	miː¹_bu⁵njõː∼¹_a⁵nde⁵	0	4351	m iː ¹ _ b u ⁵ n j õː ∼ ¹ _ - a ⁵ n d e ⁵
36778	swim, go swimming	nager, aller nager	Ampari_Nando	Ampari (Nando, KP)	ɲándò (ɲàndè, ɲándé-rí)	ɲándò	ɲ a ⁵ n d o ¹	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	4 7 8 4 1 7 8	AXTMBYT	NA6NTU6	1	1.N.C 1.A.V 1.6.T 1.N.c 1.T.C 1.U.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ɲa⁵ndo¹	0	4343	ɲ a ⁵ n d o ¹
36779	swim, go swimming	nager, aller nager	Bunoge_Boudou	Bunoge (Boudou)	gɔ́ mɛ́rɛ̀	gɔ́_mɛ́rɛ̀	ɡ ɔ ⁵ _ m ɛ ⁵ r ɛ ¹	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	1 7 8 9 4 7 8 5 7 8	AXT_AXTBYT	KU6_ME6RE6	4	4.K.C 4.U.V 4.6.T 4._._ 4.M.C 4.E.V 4.6.T 4.R.C 4.E.V 4.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ɡɔ⁵_mɛ⁵rɛ¹	0	4346	ɡ ɔ ⁵ _ m ɛ ⁵ r ɛ ¹
36780	swim, go swimming	nager, aller nager	Penange_Pinia	Penange (Pinia)	ɲí:ní kán	ɲí:ní_kán	ɲ iː ⁵ n i ⁵ _ k a ⁵ n	swim	nager	watercourse/swim.swim	cours d'eau/nager.nager	3052.0	58.0.7.0.1.0	1439	SWIM	4 7 8 4 7 8 9 1 7 8 4	AXTBYT_AXTN	NI6NI6_KA6N	14	14.N.C 14.I.V 14.6.T 14.N.C 14.I.V 14.6.T 14._._ 14.K.C 14.A.V 14.6.T 14.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	ɲiː⁵ni⁵_ka⁵n	0	4344	ɲ iː ⁵ n i ⁵ - _ k a ⁵ n - - -
#
38418	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	Toro_Tegu	Toro Tegu (Toupere, JH)	sí-tú	sí-tú	s i ⁵ + t u ⁵	take down	descendre	direction.down	direction.bas	3178.0	61.0.7.0.3.0	1462		3 7 8 9 1 7 8	AXT_AXT	SI6_TY6	22	22.S.C 22.I.V 22.6.T 22._._ 22.T.C 22.Y.V 22.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	si⁵+tu⁵	0	4361	s i ⁵ - - - + - t u ⁵
38419	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	Ben_Tey	Ben Tey (Beni, JH)	sílé	sílé	s i ⁵ l e ⁵	take down	descendre	direction.down	direction.bas	3178.0	61.0.7.0.3.0	1462		3 7 8 5 7 8	AXTBYT	SI6LE6	3	3.S.C 3.I.V 3.6.T 3.L.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	si⁵le⁵	0	4362	s i ⁵ l e ⁵
38420	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	Bankan_Tey	Bankan-Tey (Walo, JH)	síndé	síndé	s i ⁵ n d e ⁵	take down	descendre	direction.down	direction.bas	3178.0	61.0.7.0.3.0	1462		3 7 8 4 1 7 8	AXTMBYT	SI6NTE6	2	2.S.C 2.I.V 2.6.T 2.N.c 2.T.C 2.E.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	si⁵nde⁵	0	4361	s i ⁵ - - - - n d e ⁵
38421	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	Nanga	Nanga (Anda, JH)	sí:-ndé	sí:-ndé	s iː ⁵ + n d e ⁵	take down	descendre	direction.down	direction.bas	3178.0	61.0.7.0.3.0	1462		3 7 8 9 4 1 7 8	AXT_ACYT	SI6_NTE6	13	13.S.C 13.I.V 13.6.T 13._._ 13.N.C 13.T.C 13.E.V 13.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	siː⁵+nde⁵	0	4361	s iː ⁵ - - - + n d e ⁵
38422	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	Donno_So	Donno So	súŋù-ndò	súŋù-ndò	s u ⁵ ŋ u ¹ + n d o ¹	take down	descendre	direction.down	direction.bas	3178.0	61.0.7.0.3.0	1462		3 7 8 4 7 8 9 4 1 7 8	AXTBYT_ACYT	SY6NY6_NTU6	7	7.S.C 7.Y.V 7.6.T 7.N.C 7.Y.V 7.6.T 7._._ 7.N.C 7.T.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	su⁵ŋu¹+ndo¹	0	4361	s u ⁵ ŋ u ¹ + n d o ¹
38423	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	súnú-ŋó	súnú-ŋó	s u ⁵ n u ⁵ + ŋ o ⁵	take down	descendre	direction.down	direction.bas	3178.0	61.0.7.0.3.0	1462		3 7 8 4 7 8 9 4 7 8	AXTBYT_AXT	SY6NY6_NU6	9	9.S.C 9.Y.V 9.6.T 9.N.C 9.Y.V 9.6.T 9._._ 9.N.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	su⁵nu⁵+ŋo⁵	0	4361	s u ⁵ n u ⁵ + ŋ - o ⁵
38424	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	Perge_Tegu	Perge Tegu (Pergué, JH)	sílé	sílé	s i ⁵ l e ⁵	take down	descendre	direction.down	direction.bas	3178.0	61.0.7.0.3.0	1462		3 7 8 5 7 8	AXTBYT	SI6LE6	15	15.S.C 15.I.V 15.6.T 15.L.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	si⁵le⁵	0	4362	s i ⁵ l e ⁵
