ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA	ALIGNMENT
#															
65287	twenty	vingt	Donno_So	Donno So	pè:-něy	pè:-něy	p eː ¹ + n e ¹⁵ j	20	vingt	numeral/count.decimal	numéro/compter.chiffre décimal	1710	TWENTY	peː¹+ne¹⁵j	p eː ¹ n e ¹⁵ + j - -
65288	twenty	vingt	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	pɛ́l-lɛ̀y	pɛ́l-lɛ̀y	p ɛ ⁵ l + l ɛ ¹ j	20	vingt	numeral/count.decimal	numéro/compter.chiffre décimal	1710	TWENTY	pɛ⁵l+lɛ¹j	p ɛ ⁵ l: ɛ ¹ + j - -
65298	twenty	vingt	Tiranige_Boui	Tiranige (Boui, JH)	pɛ́-nɛ́ŋgà	pɛ́-nɛ́ŋgà	p ɛ ⁵ + n ɛ ⁵ ŋ ɡ a ¹	20	vingt	numeral/count.decimal	numéro/compter.chiffre décimal	1710	TWENTY	pɛ⁵+nɛ⁵ŋɡa¹	p ɛ ⁵ n ɛ ⁵ + ŋɡ a ¹
65299	twenty	vingt	Mombo_Songho	Mombo (Songho, KP)	pɛ̀:nɛ́:ŋgà	pɛ̀:nɛ́:ŋgà	p ɛː ¹ n ɛː ⁵ ŋ ɡ a ¹	20	vingt	numeral/count.decimal	numéro/compter.chiffre décimal	1710	TWENTY	pɛː¹nɛː⁵ŋɡa¹	p ɛː ¹ n ɛː ⁵ + ŋɡ a ¹
65301	twenty	vingt	Penange_Pinia	Penange (Pinia)	tà:lmɔ̀	tà:lmɔ̀	t aː ¹ l m ɔ ¹	20	vingt	numeral/count.decimal	numéro/compter.chiffre décimal	1710	TWENTY	taː¹lmɔ¹	t aː ¹ lm ɔ ¹
#															
46004	twice	deux fois	Donno_So	Donno So	kúbɔ̀ lɛ́y	kúbɔ̀_lɛ́y	k u ⁵ b ɔ ¹ _ l ɛ ⁵ j	2 times	2 fois	time (instance).instance	fois.fois	1546	TWICE	ku⁵bɔ¹_lɛ⁵j	k u ⁵ b ɔ ¹ + l ɛ ⁵ + j - - 
46005	twice	deux fois	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	kɔ́: lɛ̀y	kɔ́:_lɛ̀y	k ɔ́ː _ l ɛ ¹ j	2 times	2 fois	time (instance).instance	fois.fois	1546	TWICE	kɔ́ː_lɛ¹j	k ɔː ⁵ l ɛ ¹ + j - -
46015	twice	deux fois	Tiranige_Boui	Tiranige (Boui, JH)	tònjè-gè nì:ŋgà	tònjè-gè_nì:ŋgà	t o ¹ n j e ¹ + ɡ e ¹ _ n iː ¹ ŋ ɡ a ¹	2 times	2 fois	time (instance).instance	fois.fois	1546	TWICE	to¹nje¹+ɡe¹_niː¹ŋɡa¹	t o ¹ nj e ¹ + ɡ e ¹ + n iː ¹ + ŋɡ a ¹
46016	twice	deux fois	Mombo_Songho	Mombo (Songho, KP)	síŋgí nɛ́:ŋgà	síŋgí_nɛ́:ŋgà	s i ⁵ ŋ ɡ i ⁵ _ n ɛː ⁵ ŋ ɡ a ¹	2 times	2 fois	time (instance).instance	fois.fois	1546	TWICE	si⁵ŋɡi⁵_nɛː⁵ŋɡa¹	s i ⁵ ŋɡ i ⁵ + - - - + n ɛː ⁵ + ŋɡ a ¹
46018	twice	deux fois	Penange_Pinia	Penange (Pinia)	sígó:-ŋgé négá	sígó:-ŋgé_négá	s i ⁵ ɡ oː ⁵ + ŋ ɡ e ⁵ _ n e ⁵ ɡ a ⁵	2 times	2 fois	time (instance).instance	fois.fois	1546	TWICE	si⁵ɡoː⁵+ŋɡe⁵_ne⁵ɡa⁵	s i ⁵ ɡ oː ⁵ + ŋɡ e ⁵ + n e ⁵ + ɡ a ⁵
#															
65094	two	deux	Donno_So	Donno So	lɛ᷈y	lɛ᷈y	l ɛ ∼ ¹⁵¹ j	2	deux	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1498	TWO	lɛ∼¹⁵¹j	l ɛ∼ ¹⁵¹ j - -
65095	two	deux	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	lɛ̌y	lɛ̌y	l ɛ ¹⁵ j	2	deux	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1498	TWO	lɛ¹⁵j	l ɛ ¹⁵ j - -
65107	two	deux	Tiranige_Boui	Tiranige (Boui, JH)	nì:ŋgà	nì:ŋgà	n iː ¹ ŋ ɡ a ¹	2	deux	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1498	TWO	niː¹ŋɡa¹	n iː ¹ ŋɡ a ¹
65108	two	deux	Mombo_Songho	Mombo (Songho, KP)	nɛ́:ŋgá	nɛ́:ŋgá	n ɛː ⁵ ŋ ɡ a ⁵	2	deux	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1498	TWO	nɛː⁵ŋɡa⁵	n ɛː ⁵ ŋɡ a ⁵
65111	two	deux	Penange_Pinia	Penange (Pinia)	nègà, né:ŋgá (counting sequence), X-gè nègá	nègà	n e ¹ ɡ a ¹	2	deux	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1498	TWO	ne¹ɡa¹	n e ¹ ɡ a ¹
#															
9859	udder	pis	Donno_So	Donno So	írù	írù	i ⁵ r u ¹	udder	pis	part (animal).body	partie (animal).corps	154	UDDER	i⁵ru¹	- i ⁵ r u ¹
9860	udder	pis	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	írù	írù	i ⁵ r u ¹	udder	pis	part (animal).body	partie (animal).corps	154	UDDER	i⁵ru¹	- i ⁵ r u ¹
9872	udder	pis	Tiranige_Boui	Tiranige (Boui, JH)	ùnjìgè	ùnjìgè	u ¹ n j i ¹ ɡ e ¹	udder	pis	part (animal).body	partie (animal).corps	154	UDDER	u¹nji¹ɡe¹	- u ¹ nj i ¹ + ɡ e ¹
9873	udder	pis	Mombo_Songho	Mombo (Songho, KP)	ógyé	ógyé	o ⁵ ɡ j e ⁵	udder	pis	part (animal).body	partie (animal).corps	154	UDDER	o⁵ɡje⁵	- o ⁵ ɡ - - + j e ⁵
9875	udder	pis	Penange_Pinia	Penange (Pinia)	éjjé (y-)	éjjé	e ⁵ j j e ⁵	udder	pis	part (animal).body	partie (animal).corps	154	UDDER	e⁵jje⁵	- e ⁵ j - - + j e ⁵
#															
40986	under (sth)	sous, au-dessous de (qch)	Donno_So	Donno So	[X jòè] rà:	rà:	r aː ¹	under	sous	space.bottom	espace.haut	415	CARRY UNDER ARM	raː¹	r aː ¹ 
40997	under (sth)	sous, au-dessous de (qch)	Tiranige_Boui	Tiranige (Boui, JH)	[X kùlyé] ŋà (also 'inside X')	ŋà	ŋ a ¹	under	sous	space.bottom	espace.haut	415	CARRY UNDER ARM	ŋa¹	ŋ a ¹ 
40998	under (sth)	sous, au-dessous de (qch)	Mombo_Songho	Mombo (Songho, KP)	sí: sùgù:ⁿ	sí:_sùgù:ⁿ	s iː ⁵ _ s u ¹ ɡ ũː ∼ ¹	under	sous	space.bottom	espace.haut	415	CARRY UNDER ARM	siː⁵_su¹ɡũː∼¹	s iː ⁵ s u ¹ + ɡ ũː∼ ¹
41001	under (sth)	sous, au-dessous de (qch)	Penange_Pinia	Penange (Pinia)	[X súgù] ŋ̀, [X súgù] bà	ŋ̀	ŋ ¹	under	sous	space.bottom	espace.haut	415	CARRY UNDER ARM	ŋ¹	
#															
80518	unfold (paper, garment)	déplier (papier, vêtement)	Donno_So	Donno So	mùnnù-ló	mùnnù-ló	m u ¹ n n u ¹ + l o ⁵	unfold	déplier	roll/fold.fold	rouler/plier.plier	1895	CLOTHES	mu¹nnu¹+lo⁵	m u ¹ nː u ¹ + l o ⁵
80519	unfold (paper, garment)	déplier (papier, vêtement)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	mìnì-rⁿɛ́, mìnì-rⁿé	mìnì-rⁿɛ́	m i ¹ n i ¹ + r̃ ∼ ɛ ⁵	unfold	déplier	roll/fold.fold	rouler/plier.plier	1895	CLOTHES	mi¹ni¹+r̃∼ɛ⁵	m i ¹ n i ¹ + r̃∼ ɛ ⁵
80529	unfold (paper, garment)	déplier (papier, vêtement)	Tiranige_Boui	Tiranige (Boui, JH)	pɛ́l-lɔ́	pɛ́l-lɔ́	p ɛ ⁵ l + l ɔ ⁵	unfold	déplier	roll/fold.fold	rouler/plier.plier	1895	CLOTHES	pɛ⁵l+lɔ⁵	p ɛ ⁵ l - - + l ɔ ⁵
80530	unfold (paper, garment)	déplier (papier, vêtement)	Mombo_Songho	Mombo (Songho, KP)	púndúlè	púndúlè	p u ⁵ n d u ⁵ l e ¹	unfold	déplier	roll/fold.fold	rouler/plier.plier	1895	CLOTHES	pu⁵ndu⁵le¹	p u ⁵ nd u ⁵ + l e ¹
80532	unfold (paper, garment)	déplier (papier, vêtement)	Penange_Pinia	Penange (Pinia)	púndú-lè	púndú-lè	p u ⁵ n d u ⁵ + l e ¹	unfold	déplier	roll/fold.fold	rouler/plier.plier	1895	CLOTHES	pu⁵ndu⁵+le¹	p u ⁵ nd u ⁵ + l e ¹
#															
41859	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	Donno_So	Donno So	dàgà-lá	dàgà-lá	d a ¹ ɡ a ¹ + l a ⁵	unlock	déboucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1252	HOUSE	da¹ɡa¹+la⁵	d a ¹ ɡ a ¹ + l a ⁵
41860	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sɔ́ɣɔ́-rɔ́	sɔ́ɣɔ́-rɔ́	s ɔ ⁵ ɣ ɔ ⁵ + r ɔ ⁵	unlock	déboucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1252	HOUSE	sɔ⁵ɣɔ⁵+rɔ⁵	s ɔ ⁵ ɣ ɔ ⁵ + r ɔ ⁵
41870	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	Tiranige_Boui	Tiranige (Boui, JH)	tíy-ló	tíy-ló	t i ⁵ j + l o ⁵	unlock	déboucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1252	HOUSE	ti⁵j+lo⁵	t i ⁵ j - - + l o ⁵
41871	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	Mombo_Songho	Mombo (Songho, KP)	dágúlè	dágúlè	d a ⁵ ɡ u ⁵ l e ¹	unlock	déboucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1252	HOUSE	da⁵ɡu⁵le¹	d a ⁵ ɡ u ⁵ + l e ¹
41873	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	Penange_Pinia	Penange (Pinia)	dágú-lè	dágú-lè	d a ⁵ ɡ u ⁵ + l e ¹	unlock	déboucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1252	HOUSE	da⁵ɡu⁵+le¹	d a ⁵ ɡ u ⁵ + l e ¹
#															
23353	unripe (fruit)	(fruit) cru	Donno_So	Donno So	kò:ló	kò:ló	k oː ¹ l o ⁵	unripe	cru	ripe/raw/cooked.unripe/raw	mûr/cru.cru	1958	UNRIPE	koː¹lo⁵	k oː ¹ l o ⁵
23354	unripe (fruit)	(fruit) cru	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	kòró	kòró	k o ¹ r o ⁵	unripe	cru	ripe/raw/cooked.unripe/raw	mûr/cru.cru	1958	UNRIPE	ko¹ro⁵	k o ¹ r o ⁵
23368	unripe (fruit)	(fruit) cru	Tiranige_Boui	Tiranige (Boui, JH)	kóló, kúná-nì	kóló	k o ⁵ l o ⁵	unripe	cru	ripe/raw/cooked.unripe/raw	mûr/cru.cru	1958	UNRIPE	ko⁵lo⁵	k o ⁵ l o ⁵
23370	unripe (fruit)	(fruit) cru	Penange_Pinia	Penange (Pinia)	kòlò	kòlò	k o ¹ l o ¹	unripe	cru	ripe/raw/cooked.unripe/raw	mûr/cru.cru	1958	UNRIPE	ko¹lo¹	k o ¹ l o ¹
#															
76834	untie, set loose (e.g. animal)	délier, lâcher (animal etc.)	Donno_So	Donno So	kɔ́mmɔ̀-lɔ̀	kɔ́mmɔ̀-lɔ̀	k ɔ ⁵ m m ɔ ¹ + l ɔ ¹	untie, loose	délier, lâcher	attach/rope.untie	attacher/corde.délier	352	UNTIE	kɔ⁵mmɔ¹+lɔ¹	k ɔ ⁵ mː ɔ ¹ + l ɔ ¹
76835	untie, set loose (e.g. animal)	délier, lâcher (animal etc.)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	páɣá-rá	páɣá-rá	p a ⁵ ɣ a ⁵ + r a ⁵	untie, loose	délier, lâcher	attach/rope.untie	attacher/corde.délier	352	UNTIE	pa⁵ɣa⁵+ra⁵	p a ⁵ ɣ a ⁵ + r a ⁵
76845	untie, set loose (e.g. animal)	délier, lâcher (animal etc.)	Tiranige_Boui	Tiranige (Boui, JH)	págú-ló	págú-ló	p a ⁵ ɡ u ⁵ + l o ⁵	untie, loose	délier, lâcher	attach/rope.untie	attacher/corde.délier	352	UNTIE	pa⁵ɡu⁵+lo⁵	p a ⁵ ɡ u ⁵ + l o ⁵
76846	untie, set loose (e.g. animal)	délier, lâcher (animal etc.)	Mombo_Songho	Mombo (Songho, KP)	págúlè	págúlè	p a ⁵ ɡ u ⁵ l e ¹	untie, loose	délier, lâcher	attach/rope.untie	attacher/corde.délier	352	UNTIE	pa⁵ɡu⁵le¹	p a ⁵ ɡ u ⁵ + l e ¹
76848	untie, set loose (e.g. animal)	délier, lâcher (animal etc.)	Penange_Pinia	Penange (Pinia)	sɔ́jú-lɛ̀, sáy-lè	sɔ́jú-lɛ̀	s ɔ ⁵ j u ⁵ + l ɛ ¹	untie, loose	délier, lâcher	attach/rope.untie	attacher/corde.délier	352	UNTIE	sɔ⁵ju⁵+lɛ¹	s ɔ ⁵ j u ⁵ + l ɛ ¹
#															
8332	urinate, have a piss	uriner, pisser	Donno_So	Donno So	ǹjàrî: sâ:	ǹjàrî:_sâ:	n ¹ j a ¹ r iː ⁵¹ _ s aː ⁵¹	urinate, piss	uriner, pisser	body function.urinate	fonctionnement corporel.uriner	592	PISS	n¹ja¹riː⁵¹_saː⁵¹	nj a ¹ r iː ⁵¹ + s aː ⁵¹
8333	urinate, have a piss	uriner, pisser	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sùrⁿó sú:ⁿ	sùrⁿó_sú:ⁿ	s u ¹ r̃ ∼ o ⁵ _ s ũː ∼ ⁵	urinate, piss	uriner, pisser	body function.urinate	fonctionnement corporel.uriner	592	PISS	su¹r̃∼o⁵_sũː∼⁵	s u ¹ r̃∼ o ⁵ + s ũː∼ ⁵
8340	urinate, have a piss	uriner, pisser	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	ʔùnjùrùⁿ swí:ⁿ	ʔùnjùrùⁿ_swí:ⁿ	ʔ u ¹ n j u ¹ r ũ ∼ ¹ _ s w ĩː ∼ ⁵	urinate, piss	uriner, pisser	body function.urinate	fonctionnement corporel.uriner	592	PISS	ʔu¹nju¹rũ∼¹_swĩː∼⁵	ʔ u ¹ nj u ¹ + r ũ∼ ¹ + sw ĩː∼ ⁵ 
8348	urinate, have a piss	uriner, pisser	Tiranige_Boui	Tiranige (Boui, JH)	ónjí ónjó	ónjí_ónjó	o ⁵ n j i ⁵ _ o ⁵ n j o ⁵	urinate, piss	uriner, pisser	body function.urinate	fonctionnement corporel.uriner	592	PISS	o⁵nji⁵_o⁵njo⁵	- o ⁵ nj i ⁵ + - o ⁵ + nj o ⁵ 
8349	urinate, have a piss	uriner, pisser	Mombo_Songho	Mombo (Songho, KP)	mònjè mánjé	mònjè_mánjé	m o ¹ n j e ¹ _ m a ⁵ n j e ⁵	urinate, piss	uriner, pisser	body function.urinate	fonctionnement corporel.uriner	592	PISS	mo¹nje¹_ma⁵nje⁵	m o ¹ nj e ¹ + m a ⁵ + nj e ⁵ 
8351	urinate, have a piss	uriner, pisser	Penange_Pinia	Penange (Pinia)	mɔ̀:njì mánjé	mɔ̀:njì_mánjé	m ɔː ¹ n j i ¹ _ m a ⁵ n j e ⁵	urinate, piss	uriner, pisser	body function.urinate	fonctionnement corporel.uriner	592	PISS	mɔː¹nji¹_ma⁵nje⁵	m ɔː ¹ nj i ¹ + m a ⁵ + nj e ⁵ 
#															
4897	vagina	vagin	Donno_So	Donno So	yyy	yyy	j j j	vagina	vagin	body.genital	corps.partie génitale	1836	VAGINA	jjj	
4898	vagina	vagin	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	dɛ̀mɛ́	dɛ̀mɛ́	d ɛ ¹ m ɛ ⁵	vagina	vagin	body.genital	corps.partie génitale	1836	VAGINA	dɛ¹mɛ⁵	d ɛ ¹ m ɛ ⁵
4904	vagina	vagin	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	ʔìnjí:	ʔìnjí:	ʔ i ¹ n j iː ⁵	vagina	vagin	body.genital	corps.partie génitale	1836	VAGINA	ʔi¹njiː⁵	ʔ i ¹ nj iː ⁵
4912	vagina	vagin	Mombo_Songho	Mombo (Songho, KP)	sébì	sébì	s e ⁵ b i ¹	vagina	vagin	body.genital	corps.partie génitale	1836	VAGINA	se⁵bi¹	s e ⁵ b i ¹
4914	vagina	vagin	Penange_Pinia	Penange (Pinia)	sùgù	sùgù	s u ¹ ɡ u ¹	vagina	vagin	body.genital	corps.partie génitale	1836	VAGINA	su¹ɡu¹	s u ¹ ɡ u ¹
#															
33250	village, town, settlement	village, ville	Donno_So	Donno So	àndá	àndá	a ¹ n d a ⁵	village	village	village/bush.village	village/brousse.village	930	VILLAGE	a¹nda⁵	- a ¹ nd a ⁵
33251	village, town, settlement	village, ville	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	àná	àná	a ¹ n a ⁵	village	village	village/bush.village	village/brousse.village	930	VILLAGE	a¹na⁵	- a ¹ n a ⁵
33263	village, town, settlement	village, ville	Tiranige_Boui	Tiranige (Boui, JH)	ìjò	ìjò	i ¹ j o ¹	village	village	village/bush.village	village/brousse.village	930	VILLAGE	i¹jo¹	- i ¹ j o ¹
33264	village, town, settlement	village, ville	Mombo_Songho	Mombo (Songho, KP)	dúgù	dúgù	d u ⁵ ɡ u ¹	village	village	village/bush.village	village/brousse.village	930	VILLAGE	du⁵ɡu¹	d u ⁵ ɡ u ¹
33266	village, town, settlement	village, ville	Penange_Pinia	Penange (Pinia)	dùgù	dùgù	d u ¹ ɡ u ¹	village	village	village/bush.village	village/brousse.village	930	VILLAGE	du¹ɡu¹	d u ¹ ɡ u ¹
#															
50002	visitor, guest (from out of town)	visiteur, étranger (en visite)	Donno_So	Donno So	wòɲjù-nɔ́	wòɲjù-nɔ́	w o ¹ ɲ j u ¹ + n ɔ ⁵	visitor, guest	visiteur	visit/host.guest	visiter/loger.visiteur	1782	GUEST	wo¹ɲju¹+nɔ⁵	w o ¹ ɲj u ¹ + n ɔ ⁵
50003	visitor, guest (from out of town)	visiteur, étranger (en visite)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	yérí-n	yérí-n	j e ⁵ r i ⁵ + n	visitor, guest	visiteur	visit/host.guest	visiter/loger.visiteur	1782	GUEST	je⁵ri⁵+n	j e ⁵ r i ⁵ + n - -
50015	visitor, guest (from out of town)	visiteur, étranger (en visite)	Tiranige_Boui	Tiranige (Boui, JH)	bí:má	bí:má	b iː ⁵ m a ⁵	visitor, guest	visiteur	visit/host.guest	visiter/loger.visiteur	1782	GUEST	biː⁵ma⁵	b iː ⁵ m a ⁵
50016	visitor, guest (from out of town)	visiteur, étranger (en visite)	Mombo_Songho	Mombo (Songho, KP)	gìlà gílí	gìlà_gílí	ɡ i ¹ l a ¹ _ ɡ i ⁵ l i ⁵	visitor, guest	visiteur	visit/host.guest	visiter/loger.visiteur	1782	GUEST	ɡi¹la¹_ɡi⁵li⁵	ɡ i ¹ l a ¹ + ɡ i ⁵ l i ⁵
50018	visitor, guest (from out of town)	visiteur, étranger (en visite)	Penange_Pinia	Penange (Pinia)	bì:mbà	bì:mbà	b iː ¹ m b a ¹	visitor, guest	visiteur	visit/host.guest	visiter/loger.visiteur	1782	GUEST	biː¹mba¹	b iː ¹ mb a ¹
#															
34301	wall (of house)	mur (d'une maison)	Donno_So	Donno So	gìnɛ́, gìnɛ̀-digùrú (extension off first room)	gìnɛ́	ɡ i ¹ n ɛ ⁵	wall	mur	house.wall/corner	maison.mur/coin	933	WALL (OF HOUSE)	ɡi¹nɛ⁵	ɡ i ¹ n ɛ ⁵
34302	wall (of house)	mur (d'une maison)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	gówó	gówó	ɡ o ⁵ w o ⁵	wall	mur	house.wall/corner	maison.mur/coin	933	WALL (OF HOUSE)	ɡo⁵wo⁵	ɡ o ⁵ w o ⁵
34312	wall (of house)	mur (d'une maison)	Tiranige_Boui	Tiranige (Boui, JH)	pígí	pígí	p i ⁵ ɡ i ⁵	wall	mur	house.wall/corner	maison.mur/coin	933	WALL (OF HOUSE)	pi⁵ɡi⁵	p i ⁵ ɡ i ⁵
34313	wall (of house)	mur (d'une maison)	Mombo_Songho	Mombo (Songho, KP)	túndú	túndú	t u ⁵ n d u ⁵	wall	mur	house.wall/corner	maison.mur/coin	933	WALL (OF HOUSE)	tu⁵ndu⁵	- - - t u ⁵ + nd u ⁵
34315	wall (of house)	mur (d'une maison)	Penange_Pinia	Penange (Pinia)	kɛ́rɔ́	kɛ́rɔ́	k ɛ ⁵ r ɔ ⁵	wall	mur	house.wall/corner	maison.mur/coin	933	WALL (OF HOUSE)	kɛ⁵rɔ⁵	k ɛ ⁵ r ɔ ⁵
#															
18033	water	eau	Donno_So	Donno So	dî:	dî:	d iː ⁵¹	water	eau	beverage.water	boisson.eau	948	WATER	diː⁵¹	d iː ⁵¹ 
18034	water	eau	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ní:	ní:	n iː ⁵	water	eau	beverage.water	boisson.eau	948	WATER	niː⁵	n iː ⁵ 
18049	water	eau	Tiranige_Boui	Tiranige (Boui, JH)	mí:	mí:	m iː ⁵	water	eau	beverage.water	boisson.eau	948	WATER	miː⁵	m iː ⁵ 
18050	water	eau	Mombo_Songho	Mombo (Songho, KP)	mî:	mî:	m iː ⁵¹	water	eau	beverage.water	boisson.eau	948	WATER	miː⁵¹	m iː ⁵¹ 
18053	water	eau	Penange_Pinia	Penange (Pinia)	mì:	mì:	m iː ¹	water	eau	beverage.water	boisson.eau	948	WATER	miː¹	m iː ¹ 
#															
16077	weave (fabric, from cotton thread)	tisser (tissu, en fil de coton)	Donno_So	Donno So	tɛ̂:	tɛ̂:	t ɛː ⁵¹	weave	tisser	weaving/cotton.weave/loom	tissage/coton.tisser/métier	133	WEAVE	tɛː⁵¹	t ɛː ⁵¹ 
16078	weave (fabric, from cotton thread)	tisser (tissu, en fil de coton)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	tɛ́:ⁿ, tí:ⁿ	tɛ́:ⁿ	t ɛ̃ː ∼ ⁵	weave	tisser	weaving/cotton.weave/loom	tissage/coton.tisser/métier	133	WEAVE	tɛ̃ː∼⁵	t ɛ̃ː∼ ⁵ - - -
16091	weave (fabric, from cotton thread)	tisser (tissu, en fil de coton)	Tiranige_Boui	Tiranige (Boui, JH)	tíyɔ́	tíyɔ́	t i ⁵ j ɔ ⁵	weave	tisser	weaving/cotton.weave/loom	tissage/coton.tisser/métier	133	WEAVE	ti⁵jɔ⁵	t i ⁵ j ɔ ⁵
16092	weave (fabric, from cotton thread)	tisser (tissu, en fil de coton)	Mombo_Songho	Mombo (Songho, KP)	gɛ̀zì tyɛ́:	gɛ̀zì_tyɛ́:	ɡ ɛ ¹ z i ¹ _ t j ɛː ⁵	weave	tisser	weaving/cotton.weave/loom	tissage/coton.tisser/métier	133	WEAVE	ɡɛ¹zi¹_tjɛː⁵	ɡ ɛ ¹ z i ¹ + t j ɛː ⁵
16094	weave (fabric, from cotton thread)	tisser (tissu, en fil de coton)	Penange_Pinia	Penange (Pinia)	tíyɛ́	tíyɛ́	t i ⁵ j ɛ ⁵	weave	tisser	weaving/cotton.weave/loom	tissage/coton.tisser/métier	133	WEAVE	ti⁵jɛ⁵	t i ⁵ j ɛ ⁵
#															
45553	week	semaine	Donno_So	Donno So	júgù	júgù	j u ⁵ ɡ u ¹	week	semaine	week.week	semaine.semaine	1469	WEEK	ju⁵ɡu¹	j u ⁵ ɡ u ¹
45554	week	semaine	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	júgú	júgú	j u ⁵ ɡ u ⁵	week	semaine	week.week	semaine.semaine	1469	WEEK	ju⁵ɡu⁵	j u ⁵ ɡ u ⁵
45564	week	semaine	Tiranige_Boui	Tiranige (Boui, JH)	yùgù (Boui), jùgù (Ningo), yɔ̀ntɛ̀rɛ́ (< Fulfulde)	yùgù	j u ¹ ɡ u ¹	week	semaine	week.week	semaine.semaine	1469	WEEK	ju¹ɡu¹	j u ¹ ɡ u ¹
45565	week	semaine	Mombo_Songho	Mombo (Songho, KP)	júgù	júgù	j u ⁵ ɡ u ¹	week	semaine	week.week	semaine.semaine	1469	WEEK	ju⁵ɡu¹	j u ⁵ ɡ u ¹
45567	week	semaine	Penange_Pinia	Penange (Pinia)	èbà yùgú	èbà_yùgú	e ¹ b a ¹ _ j u ¹ ɡ u ⁵	week	semaine	week.week	semaine.semaine	1469	WEEK	e¹ba¹_ju¹ɡu⁵	- e ¹ b a ¹ + j u ¹ ɡ u ⁵
#															
74394	weep (verb only)	pleurer (verbe seulement)	Donno_So	Donno So	yǎ:	yǎ:	j aː ¹⁵	weep	pleurer	sound.weep	son.pleurer	1839	CRY	jaː¹⁵	j aː ¹⁵ 
74395	weep (verb only)	pleurer (verbe seulement)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ̌:ⁿ, pé:	ɛ̌:ⁿ	ɛ̃ː ∼ ¹⁵	weep	pleurer	sound.weep	son.pleurer	1839	CRY	ɛ̃ː∼¹⁵	- ɛ̃ː∼ ¹⁵ 
74405	weep (verb only)	pleurer (verbe seulement)	Tiranige_Boui	Tiranige (Boui, JH)	kɔ́mɔ́	kɔ́mɔ́	k ɔ ⁵ m ɔ ⁵	weep	pleurer	sound.weep	son.pleurer	1839	CRY	kɔ⁵mɔ⁵	k ɔ ⁵ m ɔ ⁵
74406	weep (verb only)	pleurer (verbe seulement)	Mombo_Songho	Mombo (Songho, KP)	wɛ́:	wɛ́:	w ɛː ⁵	weep	pleurer	sound.weep	son.pleurer	1839	CRY	wɛː⁵	w ɛː ⁵ 
74408	weep (verb only)	pleurer (verbe seulement)	Penange_Pinia	Penange (Pinia)	wwɛ́:	wwɛ́:	w w ɛː ⁵	weep	pleurer	sound.weep	son.pleurer	1839	CRY	wwɛː⁵	w: ɛː ⁵ 
#															
33411	well (for drawing water)	puits	Donno_So	Donno So	ɔ̌:	ɔ̌:	ɔ̌ː ¹⁵	well	puits	well (water).well	puits.puits	2144	SPRING OR WELL	ɔ̌ː¹⁵	- ɔː ¹⁵ 
33412	well (for drawing water)	puits	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	à-kɔ́rɔ́	à-kɔ́rɔ́	a ¹ + k ɔ ⁵ r ɔ ⁵	well	puits	well (water).well	puits.puits	2144	SPRING OR WELL	a¹+kɔ⁵rɔ⁵	- a ¹ k ɔ ⁵ + r ɔ ⁵
