ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE
3976	3976	break wind (polite expression)	émettre un pet (phrase polie)	fart	11.0.3.0.4.0	573.0	11
3977	3977	spit out (water) in a powerful stream (after rinsing mouth)	recracher (eau) en forme de jet puissant (en se rinçant la boucher)	spit out	11.0.11.0.7.0	618.0	11
3978	3978	emit some slobber, drool	baver, émettre de la bave	slobber, drool	11.0.11.0.15.0	626.0	11
3979	3979	(act of) vomiting	fait de vomir	vomit	11.0.14.0.3.0	643.0	11
3980	3980	cross (one's arms, against one's chest) (verb only)	se croiser (les bras) contre la poitrine (verbe seulement)	cross arms	11.0.23.0.7.0	685.0	11
3981	3981	settle down, settle in (sw)	s'établir, se mettre à l'aise (qp)	settle	12.0.1.0.10.0	699.0	11
3982	3982	(stop) still (adverbial)	(s'arrêter) net (interjection)	stop still	12.0.4.0.8.0	711.0	11
3983	3983	(bird, quadruped) lie down on its belly	(oiseau, quadrupède) se coucher sur le ventre	lie on belly	12.0.9.0.2.0	740.0	11
3984	3984	(bird) lie down on its belly	(oiseau) se coucher sur le ventre	lie on belly	12.0.9.0.2.2	9148.0	11
3985	3985	front leg (of quadruped)	patte de devant (de quadrupède)	leg (animal)	13.0.2.0.6.0	753.0	11
3986	3986	small front or middle leg (of grasshopper)	petite patte d'avant ou de milieu (de sauterelle)	leg (animal)	13.0.2.0.10.0	757.0	11
3987	3987	hind (inner) wing (of grasshopper)	aile postérieure (intérieure) (de criquet)	wing	13.0.4.0.3.0	764.0	11
3988	3988	rump section with or without tail (in butchery)	culotte avec ou sans la queue (grosse partie en boucherie)	butchery cut, rump	13.0.13.0.11.0	806.0	11
3989	3989	kidney section (in butchery)	partie qui contient les rognons (en boucherie)	butchery cut, kidney	13.0.13.0.13.0	808.0	11
3990	3990	abomasum (long, elastic fourth stomach of cud-chewing animal, connected to small intestine)	caillotte, abomasum (long quatrième estomac élastique d'animal ruminant)	abomasum	13.0.14.0.4.0	817.0	11
3991	3991	at the bottom	au fond	bottom	14.0.1.0.3.0	825.0	11
3992	3992	side by side	côte à côte	side	14.0.2.0.11.0	836.0	11
3993	3993	be part of, be included in (sth)	faire partie de, ê. inclus dans (qch)	part, component	14.0.3.0.5.0	842.0	11
3994	3994	end of a compact three-dimensional object (house, bed, etc.)	bout d'un objet en trois dimensions (maison, lit, etc.)	end	14.0.6.0.2.0	859.0	11
3995	3995	water lily root (rhizome)	racome (pomme) de nénuphar	root	15.0.2.0.3.0	869.0	11
3996	3996	(e.g. transplanted plant or tree) take root, put down roots	(plante transplantée, arbre, etc.) s'enraciner, pousser des racines	take root	15.0.2.0.5.0	871.0	11
3997	3997	(e.g. onion, peanut, etc.) begin to grow (underground)	(onion, arachide, etc.) commencer à se développer (sous la terre)	take root	15.0.2.0.6.0	872.0	11
3998	3998	remove the hard outer layer of stem	enlever la couche extérieure dure de la tige	remove layer	15.0.3.0.6.0	878.0	11
3999	3999	(e.g. millet) grow (a stem)	(mil etc.) développer (une tige)	stem	15.0.3.0.10.0	882.0	11
4000	4000	fiber of roselle stem (for rope or burlap)	fibre de tige de dah (pour les cordes ou la toile)	fiber	15.0.4.0.7.0	889.0	11
4001	4001	water lily leaf	feuille de nénuphar	leaf	15.0.7.0.12.0	911.0	11
4002	4002	greens (e.g. of cow-pea or peanut, fed to animals)	feuilles, verdure (de haricot ou d'arachide, donnée à manger aux animaux)	greens, fodder	15.0.7.0.21.0	920.0	11
4003	4003	intact grain spike of sorghum	épi entier non décortiqué de sorgho	grain spike	15.0.9.0.6.0	929.0	11
4004	4004	tamarind seed	graine de tamarin	tamarind seed	15.0.10.0.9.0	949.0	11
4005	4005	dried seeds of wild grape (from which oil is extracted after soaking)	graines sèches de raisin sauvage (desquelles on presse l'huile après les avoir trempées)	grain, seed, nut	15.0.10.0.11.0	951.0	11
4006	4006	(young millet plant) grow a firm stem (around one month after germination)	(jeune pied de céréale) développer une tige solide (environ un mois après la germination)	growth stage	15.0.16.0.4.0	1003.0	11
4007	4007	(millet) begin to form a grain spike	(mil) commencer a pousser un épi	growth stage	15.0.16.0.13.0	1012.0	11
4008	4008	boubou (all types that reach more or less to feet)	boubou (toutes sortes qui atteignent plus ou moins les pieds)	boubou	16.0.2.0.1.0	1024.0	11
4009	4009	synthetic fabric (nylon etc.)	tissu synthétique (nylon etc.)	fabric, nylon	16.0.5.0.8.0	1064.0	11
4010	4010	baggy pants (to just below knees)	pantalon bouffant (dépasse à peine les genoux)	baggy pants	16.0.9.0.7.0	1094.0	11
4011	4011	belt (modern)	ceinture (moderne)	belt	16.0.10.0.6.0	1102.0	11
4012	4012	shorts (boy's)	culotte, short (de garçon)	shorts	16.0.11.0.9.0	1115.0	11
4013	4013	underpants	caleçon, slip	underpants	16.0.11.0.11.0	1117.0	11
4014	4014	outfit, set of clothes	complet (de vêtements)	outfit, clothes	16.0.13.0.2.0	1123.0	11
4015	4015	(sb) get some clothing	(qn) obtenir des habits	clothing, clothes	16.0.13.0.3.0	1124.0	11
4016	4016	uniform	tenue	garment	16.0.13.0.4.0	1125.0	11
4017	4017	boot (of soldier or gendarme)	botte (de militaire, de gendarme)	boot	16.0.15.0.9.0	1136.0	11
4018	4018	leather slipper	babouche en peau	slipper	16.0.15.0.27.0	1154.0	11
4019	4019	slide or pull (hat) down over head	faire glisser ou tirer (chapeau) sur la tête	put on, wear	16.0.16.0.5.0	1160.0	11
4020	4020	beret (e.g. of soldier)	béret (de militaire etc.)	beret	16.0.16.0.12.0	1167.0	11
4021	4021	shepherd's cotton hat (tight-fitting, comes down over cheeks, decorative ponytail in back)	chapeau en coton de berger (étroit, couvre les joues, queue de cheval décorative derrière)	hat	16.0.16.0.18.0	1173.0	11
4022	4022	man's felt skullcap with protrusion on top	calotte (bonnet) d'homme avec une protrusion en haut	hat, skullcap	16.0.16.0.26.0	1181.0	11
4023	4023	man's skullcap with flat top (esp. for holy men, and old men)	calotte (bonnet) d'homme avec le haut aplati (surtout des marabouts et des vieux hommes)	hat, skullcap	16.0.16.0.28.0	1183.0	11
4024	4024	woman's loose cloth head covering, also worn around neck as a scarf	couverture lâche de tête en tissu (surtout des femmes), aussi portée comme écharpe autour du cou	head cover	16.0.16.0.34.0	1189.0	11
4025	4025	abaya (woman's full-body garment with veil)	abaya (vêtement de femme avec voile)	veil	16.0.18.0.16.0	1212.0	11
4026	4026	hem (of a garment)	ourlet (de vêtement)	hem	16.0.24.0.6.0	1237.0	11
4027	4027	(hem of garment) come undone	(ourlet de vêtement) se défaire	hem	16.0.24.0.8.0	1239.0	11
4028	4028	bare-chested	poitrine nue	bare-chested	16.0.26.0.2.0	1242.0	11
4029	4029	thin cotton thread (modern)	fil mince en coton (moderne)	thread	17.0.2.0.2.0	1252.0	11
4030	4030	distaff, stick (from an incipient millet grain spike) on which carded cotton is held for beating or spinning	quenouille, bâtonnet (d'un très jeune épi de mil) sur lequel on tient le coton cardé qu'on va battre ou filer	cotton, stick	17.0.7.0.4.0	1272.0	11
4031	4031	fashionability, being fashionable	fait d'ê. à la mode	fashion	18.0.2.0.1.0	1300.0	11
4032	4032	(woman) be braided	(femme) ê. tressé	braid	19.0.1.0.3.0	1319.0	11
4033	4033	aromatic tubers of the sedge Cyperus articulatus, strung together in necklaces	tubercules aromatiques de la cypéracée Cyperus articulatus, enfilés dans les colliers	bead	20.0.16.0.2.0	1420.0	11
4034	4034	anklet, ankle ring (all types)	anneau de cheville (toutes sortes)	ankle ring, anklet	20.0.18.0.1.0	1423.0	11
4035	4035	girl's ornamental waistband	bandeau de hanche ornamentale des filles	waistband	20.0.20.0.1.0	1429.0	11
4036	4036	amber (all types)	ambre (toutes sortes)	necklace, amber	20.0.21.0.4.0	1434.0	11
4037	4037	type of cream of millet (boiled, in balls)	sorte de crème de mil (bouilli, en boulettes)	cream of millet	22.0.2.0.1.0	1448.0	11
4038	4038	simple cream of millet with uncooked millet and some water, often with tamarind or other flavorings	crème de mil simple à base de mil non cuit avec de l'eau, souvent avec du tamarin ou autre saveur	cream of millet	22.0.2.0.4.0	1451.0	11
4039	4039	type of cream of millet (dry grains cooked, then pounded and moistened)	sorte de crème de mil (grains cuits, puis pilés et mouillés)	cream of millet	22.0.2.0.7.0	1454.0	11
4040	4040	small globular lumps of millet flour in porridge	petites boulettes de farine de mil dans la bouillie	porridge, lump	22.0.4.0.4.0	1467.0	11
4041	4041	juice from Sclerocarya tree fruit	jus de fruit de Sclerocarya	juice	22.0.5.0.2.0	1470.0	11
4042	4042	thicken into a dark syrup (verb only)	devenir un sirop épais (verbe seulement)	thicken, syrup	22.0.5.0.9.0	1477.0	11
4043	4043	cook colostrum (to make a cheese)	cuire le colostrum (pour en faire un fromage)	colostrum	23.0.4.0.3.0	1509.0	11
4044	4044	creamy froth (on milk)	mousse de crème (sur le lait)	cream, froth	23.0.4.0.4.0	1510.0	11
4045	4045	meal with millet cooked with roselle leaves	repas à base de mil avec des feuilles de dah	meal	26.0.3.0.1.0	1618.0	11
4046	4046	traditional steam-cooked cakes with pounded cotton seeds, cow-peas or millet, and a little soda ash (eaten without sauce)	gateau traditionnel aux graines de coton pilées avec soit du mil soit des haricots, et avec un peu de potasse (consommé sans sauce)	meal	26.0.3.0.4.0	1621.0	11
4047	4047	meal made with leftover millet cakes (dried, pounded, and boiled), served with any sauce	repas à base de restes de tô (séchés, pilés, et bouillis), servi avec n'importe quelle sauce	meal	26.0.3.0.14.0	1631.0	11
4048	4048	millet cakes (without sauce)	tô, pâte de mil (sans sauce)	millet cake	26.0.7.0.2.0	1646.0	11
4049	4049	very fine (powder, flour) (intensifier)	(poudre, farine) très fin (intensif)	fine, powder	26.0.10.0.7.0	1668.0	11
4050	4050	soggy, doughy (cooked grain meal)	(repas à base de céréales cuites) pâteux, trop humide	soggy, doughy	26.0.11.0.3.0	1676.0	11
4051	4051	(cooked grain) be soggy, doughy	(céréales cuites) ê. pâteux, trop humide	soggy, doughy	26.0.11.0.4.0	1677.0	11
4052	4052	red sauce (with meat or fish), often served together with baobab-leaf sauce	sauce rouge (avec viande ou poisson), souvent servi avec la sauce baobab	sauce	26.0.15.0.7.0	1699.0	11
4053	4053	fish sauce	sauce au poisson	sauce	26.0.15.0.9.0	1701.0	11
4054	4054	game (hunted animals)	gibier	game	27.0.2.0.1.0	1721.0	11
4055	4055	bird trap made with clay and horse hairs	piège d'oiseau fabriqué avec de l'argile et des poils de cheval	bird trap	27.0.7.0.1.0	1753.0	11
4056	4056	sieve for flour (fine holes)	tamis à poudre (trous fins)	sieve	28.0.5.0.2.0	1788.0	11
4057	4057	sieve with cloth for filtering water	tamis avec tissu à filtrer l'eau	sieve	28.0.5.0.4.0	1790.0	11
4058	4058	small mortar for crushing macari (spice)	petit mortier qui sert à écraser le macari (épice)	mortar	29.0.2.0.5.0	1801.0	11
4059	4059	mortar for gunpowder	mortier à poudre à canon	mortar	29.0.2.0.7.0	1803.0	11
4060	4060	small pestle for baobab leaves and spices	petit pilon à feuilles de baobab et aux épices	pestle	29.0.4.0.4.0	1808.0	11
4061	4061	re-grind after the first grinding (e.g. millet grains)	re-écraser après le premier écrasage	re-grind	30.0.1.0.3.0	1811.0	11
4062	4062	wide grindstone for pressing oil from seeds of wild grape or wild date (former millet grindstone with concave middle part deepened with use)	pierre large à presser l'huile des graines de raisin sauvage ou de datte sauvage (ancienne pierre à écraser pour le mil, dont le creux au milieu s'est approfondi avec le temps)	grindstone	30.0.2.0.3.0	1824.0	11
4063	4063	(e.g. tin can) be crushed (flattened)	(boîte de conserve etc.) ê. écrasé (aplati)	crumple	30.0.3.0.5.0	1834.0	11
4064	4064	act of pounding (grain etc.) with mortar and pestle	pilage (des céréales etc.) avec mortier et pilon, premier pilage	pound	30.0.4.0.3.0	1837.0	11
4065	4065	pound (wet dough, with pestle)	piler, taper (pâte mouillée, avec un pilon)	pound	30.0.7.0.4.0	1847.0	11
4066	4066	pound hard (grain, in mortar)	piler avec force (dans un mortier)	pound	30.0.8.0.2.0	1854.0	11
4067	4067	pound lightly in a small mortar (cooked roselle-seed pulp that is fermenting to become macari spice)	piler légèrement dans un petit mortier (pulpe de graines de dah en train de fermenter pour devenir l'épice macari)	pound	30.0.9.0.3.0	1857.0	11
4068	4068	very unripe (fruit) (intensifier)	(fruit) très cru (intensif)	unripe	31.0.5.0.4.0	1904.0	11
4069	4069	cook meal with flour dumplings	cuire repas à boulettes de farine	cook, dumpling	32.0.6.0.4.0	1941.0	11
4070	4070	African black peppercorns (Piper guineense)	poivre noir africain (Piper guineense)	peppercorn, pepper	33.0.5.0.2.0	1959.0	11
4071	4071	stray roselle (growing wild outside of fields, from stray seeds)	dah qui pousse à l'état sauvage (hors des champs, de semences égarées)	roselle	33.0.6.0.2.0	1961.0	11
4072	4072	roselle seeds for macari spice	graines de dah (d'oseille) pour le macari	roselle	33.0.8.0.4.0	1974.0	11
4073	4073	eyedrops	gouttes pour les yeux	eyedrops	34.0.4.0.1.0	1997.0	11
4074	4074	lotion	pommade (coulante)	lotion	34.0.4.0.2.0	1998.0	11
4075	4075	oil (wild-date, for cooking, or for skin or hair lotion)	huile (de datte sauvage, pour la cuisine ou pour les pommades de peau ou de cheveux)	oil	34.0.4.0.5.0	2001.0	11
4076	4076	mash remaining after pressing oil from wild-date pits (used for soap)	pulpe qui reste après qu'on a pressé l'huile de dattier sauvage (utilisé comme savon)	mash, pulp	34.0.5.0.3.0	2009.0	11
4077	4077	hold (garment, meat) very close to or on fire (to remove insects)	tenir (vêtement, viande) très près de ou sur le feu (afin d'enlever des insectes)	hold	35.0.13.0.3.0	2055.0	11
4078	4078	crops (all cultivated food plants including cereals and legumes)	cultures (toutes plantes cultivées y comprises les céréales et les légumes)	crop, grain	36.0.2.0.1.0	2068.0	11
4079	4079	millet cultivar with hairy spikes (mice don't eat it)	variété de mil à épi poilu (les souris ne le mangent pas)	millet	36.0.2.1.14.0	2081.0	11
4080	4080	fairly good millet grain (eaten in the months after harvest, before the highest-quality grain)	mil d'assez bonne qualité (consommé dans les mois qui suivent la récolte, avant les graines de la meilleur qualité)	millet	36.0.2.1.20.0	2087.0	11
4081	4081	extra-hard cow-pea seed (remains hard in midst of cooked cow-peas)	graine de haricot très dur (reste dur dans le haricot cuit)	cow-pea	36.0.3.1.9.0	2118.0	11
4082	4082	watermelon (ordinary type)	pastèque (sorte commune)	watermelon	36.0.4.0.2.0	2120.0	11
4083	4083	watermelon variety with red interior	variété de pastèque à intérieur rouge	watermelon	36.0.4.0.3.0	2121.0	11
4084	4084	watermelon (cooking variety)	pastèque (à cuire)	watermelon	36.0.4.0.5.0	2123.0	11
4085	4085	unshelled peanut	arachide non décortiquée	peanut	36.0.5.0.8.0	2133.0	11
4086	4086	roasted peanuts (shelled or unshelled)	arachides grillées (décortiquées ou non), cacahuètes	peanut	36.0.5.0.8.4	8784.0	11
4087	4087	make (animal) plow (fields)	faire labourer (le champ, à un animal)	plow	37.0.2.0.7.0	2164.0	11
4088	4088	boundary stones, stones marking the boundary of a field	pierres qui marquent la limite d'un champ	boundary	37.0.5.0.2.0	2180.0	11
4089	4089	earth dike-ridge in field made with a hoe in a field to hold in rainwater	arête-digue en terre dans un champs construite avec le daba dans un champ afin de barrer l'eau de pluie	dike	37.0.5.0.9.0	2187.0	11
4090	4090	pointed pin at the back of some hoe blades (inserted into a hole in the wooden handle)	derrière pointu de certaines lames de daba (on l'introduit dans un trou dans le manche en bois)	handle, pin	37.0.8.0.5.0	2214.0	11
4091	4091	wet sowing, sowing (seeds) after a rain	fait de semer (semences) après une pluie	wet sow	37.0.15.0.5.0	2265.0	11
4092	4092	oversow (millet seeds) widely after a short rain (which may have ruined the first seeds sown)	resemer (mil) après une petite pluie (qui a peut-être gâté la première semaille)	re-sow, oversow	37.0.16.0.4.0	2269.0	11
4093	4093	(grafted plant part) take root	(partie de plante greffée) pousser des racines	transplant	37.0.17.0.4.0	2275.0	11
4094	4094	harvester, one who assists at the harvest	récolteur, celui qui donne son aide à la récolte	harvester	37.0.22.0.7.0	2316.0	11
4095	4095	cut down (tall stems, e.g. of millet) with hoe or machete blade	couper (grandes tiges, par ex. de mil) avec un daba ou un coupe-coupe	slash, cut	37.0.23.0.2.0	2332.0	11
4096	4096	make (large pile of millet grain spikes, in the fields, at the harvest)	faire (gros tas d'épis de mil, aux champs, pendant la récolte)	pile	37.0.26.0.4.0	2341.0	11
4097	4097	make small harvest pile	faire un petit tas de récolte	pile (small)	37.0.27.0.2.0	2344.0	11
4098	4098	calabash for milk	calebasse à lait	calabash (for liquids)	38.0.3.0.1.0	2362.0	11
4099	4099	earthenware water jar with conspicuous neck (made in Mopti)	canari à eau en terre cuite avec col (fabriqué à Mopti)	jar, waterjar	39.0.2.0.1.0	2393.0	11
4100	4100	earthenware water jar for drinking	canari à boire en terre cuite	jar, waterjar	39.0.2.0.4.0	2396.0	11
4101	4101	large waterskin with tiny, sewn opening	grosse outre à petite ouverture cousue	waterskin	40.0.2.0.2.0	2427.0	11
4102	4102	earthenware sauce pot	marmite à sauce en terre cuite	pot	41.0.2.0.5.0	2438.0	11
4103	4103	beat (clay, with a stone)	battre (l'argile, avec une pierre)	beat (clay)	41.0.5.0.1.0	2445.0	11
4104	4104	ladle for drinking water	louche à boire l'eau	ladle	46.0.2.0.4.0	2533.0	11
4105	4105	(liquid) drip (rapidly)	(liquide) goutter (rapidement)	drip	47.0.1.0.8.0	2552.0	11
4106	4106	sprinkle (water) lightly with the hands	asperger (eau) légèrement avec la main	sprinkle	47.0.2.0.5.0	2562.0	11
4107	4107	(liquid) reach the boiling point, come to a boil	(liquide) bouillir, atteindre le point de bouillir	boil	47.0.6.0.1.0	2583.0	11
4108	4108	(river) stop flowing	(fleuve) arrêter de couler	stop flowing	47.0.9.0.5.0	2600.0	11
4109	4109	large rock, boulder	grosse pierre, rocher	stone, rock, boulder	48.0.1.0.2.7	9209.0	11
4110	4110	round stone	caillou rond	stone, rock (type)	48.0.1.0.4.0	2611.0	11
4111	4111	hard black stone (used for bullets)	pierre noire dure (utilisée comme balle de fusil)	stone, rock (type)	48.0.1.0.5.0	2612.0	11
4112	4112	white clay	argile blanche	clay	48.0.7.0.4.0	2644.0	11
4113	4113	rich earth, loam (for bricks)	bon banco (pour les briques)	soil, earth	48.0.9.0.1.0	2650.0	11
4114	4114	moistened earth (used immediately to plaster a new roof)	banco mouillé (utilisé tout de suite pour crépir un nouveau toit)	earth	48.0.9.0.2.0	2651.0	11
4115	4115	silver sold in the form of coins	argent-métal vendu sous forme de monnaies	silver	50.0.5.0.2.0	2705.0	11
4116	4116	metal wire	fil de métal	wire	50.0.7.0.1.0	2707.0	11
4117	4117	home town, native village	village ou ville natale	village (native)	52.0.1.0.5.0	2729.0	11
4118	4118	Douentza (town)	Douentza (ville)	village	52.0.1.0.7.0	2731.0	11
4119	4119	wilderness, completely uninhabited area	zone déserte, zone sans aucun peuplement	outback, bush	52.0.3.0.4.0	2736.0	11
4120	4120	rubber waterbag in well	puisette en caoutchouc	well bag	53.0.2.0.8.0	2746.0	11
4121	4121	brick factory, place where mud-bricks are mass-produced (often a wet-season pond as it dries up)	usine de briques, lieu où on fabrique les briques de banco en masse (souvent une mare d'hivernage qui est en train de tarir)	brick	54.0.5.0.2.0	2788.0	11
4122	4122	mud brick made by hand (not with a mold)	brique de banco fabriquée à la main (non avec la moule)	brick	54.0.5.0.5.0	2791.0	11
4123	4123	apply wet earth to (a surface) by pressing	appliquer du banco sur (une surface) en appuyant	apply earth	54.0.8.0.5.0	2809.0	11
4124	4124	build (courtyard wall)	construire (mur qui entoure)	build wall	54.0.9.0.3.0	2812.0	11
4125	4125	horizontal wooden slab over doorway	bois horizontal au-dessus de la porte	door, slab	54.0.13.0.3.0	2838.0	11
4126	4126	dig a temporary water channel (after a rain)	creuser un canal d'eau (après une pluie)	rain channel	54.0.15.0.7.0	2849.0	11
4127	4127	water channel (dug in courtyard after a heavy rain)	canal d'eau (creusé dans la cour après une grande pluie)	rain channel	54.0.15.0.8.0	2850.0	11
4128	4128	apply wet earth (in building a new roof)	appliquer du banco mouillé (en construisant un nouveau toit)	build roof	54.0.18.0.7.0	2868.0	11
4129	4129	inner room in a house (other than a bedroom), for keeping household objects in frequent use	chambre intérieure d'une maison (autre qu'une chambre à coucher), pour les effets de ménage	room	54.0.23.0.2.0	2882.0	11
4130	4130	recesses in facade of house flanking main door	niches dans la façade d'une maison aux côtés de la porte d'entrée	recess	54.0.24.0.1.0	2888.0	11
4131	4131	in Dogon country	au pays dogon	zone	57.0.2.0.2.0	2956.0	11
4132	4132	rocky hill	colline rocheuse	hill	57.0.6.0.3.0	2975.0	11
4133	4133	fracture (vertical or horizontal) in cliff	fracture (verticale ou horizontale) dans la falaise	fracture	57.0.7.0.1.0	2985.0	11
4134	4134	crevice (in flat rocky terrain)	crevasse, fissure (dans un terrain rocheux plat)	crevice	57.0.7.0.4.0	2988.0	11
4135	4135	open bare land without gravel (with little or no vegetation)	terrain vide ouvert sans gravier (avec peu ou nulle végétation)	land (bare)	57.0.11.0.5.0	3005.0	11
4136	4136	depression in plains where a swamp or shallow pond forms in the wet season (may be used for growing rice)	dépression dans la plaine qui devient une mare peu profonde pendant la saison des pluies (on peut l'utiliser comme rizière)	depression, swamp	58.0.2.0.5.0	3037.0	11
4137	4137	morning star(s)	étoile(s) du matin	star	59.0.3.0.2.0	3064.0	11
4138	4138	solar halo (ring around sun)	halo solaire	solar halo	59.0.7.0.3.0	3090.0	11
4139	4139	(rain) fall lightly or briefly	(pluie) tomber légèrement ou brièvement	drizzle	60.0.1.0.9.0	3100.0	11
4140	4140	hot wind (from north), harmattan	vent chaud, l'harmattan	wind (air)	60.0.6.0.2.0	3119.0	11
4141	4141	dust storm (with darkened sky and severe wind)	vent de poussière (qui noircit le ciel, avec un vent sévère)	storm	60.0.7.0.3.0	3132.0	11
4142	4142	that same, the aforementioned (strong discourse-definite, often preposed ko)	ce même, le dit (défini, souvent ko)	that	62.0.2.0.1.0	3191.0	11
4143	4143	(definite, invariant morpheme)	(défini, non accordant)	definite, the	62.0.2.0.2.0	9658.0	11
4144	4144	over that way, in that direction (motion or vaguely defined position)	vers là-bas	over there	62.0.4.0.2.0	3196.0	11
4145	4145	(reflexive possessor, 3Sg but not 1st/2nd persons)	(possessif réfléchi, 3e personne singulier mais non 1re/2e personnes)	reflexive	62.0.5.0.2.0	3201.0	11
4146	4146	thorn-branch fence	clôture à branches épineuses	fence (thorny)	63.0.3.0.1.0	3222.0	11
4147	4147	un-fence, remove a thorn-branch fence enclosing (sth)	déclôturer, débarrasser (qch) d'une clôture en branches épineuses	un-fence	63.0.3.0.4.0	3225.0	11
4148	4148	from (place, to another place)	de (lieu, à un autre lieu)	from	63.0.6.0.1.0	3245.0	11
4149	4149	put on (shirt) the right way (after it was put on backwards)	redresser, mettre (chemise) en bonne face (après l'avoir mis en mauvaise face)	put on right	63.0.7.0.13.0	3261.0	11
4150	4150	(rainy season, i.e. monsoon) come down, happen	(saison pluvieuse, mousson) tomber, avoir lieu	happen	64.0.3.0.4.0	3274.0	11
4151	4151	be in (sth)	ê. dans (qch)	be in	64.0.7.0.3.0	3292.0	11
4152	4152	not be in	ne pas ê. dans	not be in	64.0.8.0.11.0	3305.0	11
4153	4153	kilometer	kilomètre	kilometer	65.0.3.0.1.0	3333.0	11
4154	4154	meter	mètre	meter	65.0.3.0.2.0	3334.0	11
4155	4155	situation	situation	situation	66.0.1.0.3.0	3345.0	11
4156	4156	instead of	au lieu de	instead	66.0.1.0.7.0	3349.0	11
4157	4157	very tight (rope) (intensifier)	(corde) très serré (intensif)	tight (rope)	67.0.1.0.3.0	3382.0	11
4158	4158	very tight (garment) (intensifier)	(vêtement) très serré (intensif)	tight	67.0.1.0.8.0	3387.0	11
4159	4159	slam a door noisily	claquer une porte bruyamment	slam	68.0.3.0.6.0	3443.0	11
4160	4160	wooden bolt on outside gate	verrou en bois sur une portière à l'extérieur	bolt	68.0.5.0.2.0	3449.0	11
4161	4161	stop growing, reach maturity	cesser de grandir, atteindre sa maturité	grow up	69.0.1.0.9.0	3464.0	11
4162	4162	small (house)	petit	small, little	69.0.3.0.1.4	9250.0	11
4163	4163	towering, rising high (elephant, very tall person, boulder) (adverb)	de taille imposante (éléphant, personne de très haute taille, grosse pierre)	towering	69.0.7.0.10.0	3516.0	11
4164	4164	runty, stunted (person)	(personne) chétif	runty, stunted	69.0.8.0.13.0	3532.0	11
4165	4165	width (in two dimensions)	largeur (en deux dimensions)	width	69.0.10.0.2.0	3543.0	11
4166	4166	fat woman	grosse femme	fat	69.0.11.0.5.0	3548.0	11
4167	4167	emaciated (intensifier)	très amaigri (intensif)	lean, emaciated	69.0.12.0.7.0	3571.0	11
4168	4168	on the verge (of), nearly, almost	au point de, presque, faillir (faire), "moins un"	nearly, almost, on the verge	71.0.5.0.8.0	3639.0	11
4169	4169	permanently, for good	pour toujours, en permanence	always	71.0.8.0.2.0	3651.0	11
4170	4170	fix, set (the date of a marriage etc.)	fixer (le jour d'un mariage, etc.)	set, fix	71.0.16.0.1.0	3674.0	11
4171	4171	the other day, a few days ago	l'autre jour, il y a deux ou trois jours	day	72.0.4.0.2.0	3682.0	11
4172	4172	(herder) come back with livestock (in the late afternoon)	(berger) revenir avec le bétail (tard dans l'après-midi)	return, come back	73.0.11.0.1.0	3756.0	11
4173	4173	rainy season have begun, be underway	l'hivernage (la saison pluvieuse) entrer, avoir commencé	rainy season, wet season	75.0.1.0.4.0	3776.0	11
4174	4174	period when grain harvest has just begun	période où la récolte des céréales vient de commencer	harvest (season)	75.0.2.0.5.0	3785.0	11
4175	4175	(sb) get involved in (activity), go into (e.g. a trade)	(qn) s'engager ou s'impliquer dans (une activité), entrer dans (un métier, etc.)	involved	77.0.2.0.1.0	3809.0	11
4176	4176	complete (a long job) ("cause to arrive")	achever (un long travail) (« faire arriver »)	complete	77.0.4.0.5.0	3819.0	11
4177	4177	resolve (a problem)	résoudre (un problème) 	resolve	77.0.6.0.3.0	8452.0	11
4178	4178	mother! (vocative addressed to any woman)	mère! (appel adressé à toute femme)	mother	78.0.2.0.5.0	3844.0	11
4179	4179	genealogical cross-cousinhood (joking relationship)	cousinage généalogique (plaisanterie)	cousinhood, joking	78.0.5.0.5.0	3858.0	11
4180	4180	great great grandparent	arrière-arrière grand-parent	great great grandparent	78.0.6.0.13.0	3872.0	11
4181	4181	pair (set) of twins	paire de jumeaux	twin	78.0.13.0.2.0	3906.0	11
4182	4182	twin sibling (possessed)	frère jumeau ou sœur jumelle (possessif)	twin	78.0.13.0.4.0	3908.0	11
4183	4183	namesake of (sb's) mother	homonyme de la mère (de qn)	namesake	78.0.20.0.3.0	3941.0	11
4184	4184	legitimate child (not bastard)	enfant légitime (non bâtard)	legitimate child	78.0.21.0.3.0	3944.0	11
4185	4185	family (independent household)	famille (ménage indépendant)	family	78.0.23.0.1.0	3949.0	11
4186	4186	extended family	grande famille	household	78.0.23.0.5.0	3953.0	11
4187	4187	warm and solidary feeling among friends and family	sentiment de fraternité et de solidarité entre amis et parents	kinship	78.0.24.0.2.0	3959.0	11
4188	4188	kin on mother's side	parents du côté maternel	kin, consanguineal	78.0.25.0.5.0	3966.0	11
4189	4189	my colleague, my comrade	mon collègue, mon camarade	comrade, colleague	79.0.2.0.7.3	8533.0	11
4190	4190	call a meeting	convoquer une réunion	meeting	80.0.3.0.9.0	4018.0	11
4191	4191	Dogon of the mountains	dogon de la falaise, des collines	mountaineer	81.0.6.0.3.0	4064.0	11
4192	4192	Tombo (Dogon ethnicity)	tombo (ethnie dogon)	tombo	81.0.9.0.1.0	4074.0	11
