ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY	ADD	COMMENT
987	987	amulet, talisman (wallet worn on body containing protective blessings or spells written by a holy man)	amulette, talisman (porte-feuille porté sur le corps, contenant des versets écrits par un marabout)	amulet, talisman	135.0.10.0.1.0	6693.0	19	2804	AMULET	4		
988	988	(e.g. bird) fly	(oiseau etc.) voler	fly (verb)	146.0.35.0.1.0	7239.0	19	1441	FLY (MOVE THROUGH AIR)	4		
989	989	late afternoon Muslim prayer (4 PM)	prière musulmane de l'après-midi (16 h.)	afternoon, prayer	73.0.13.0.3.0	3761.0	19		???		Asr	
990	990	surname, family (=clan) name	nom de famille	name	102.0.4.0.2.0	5122.0	19		???		surname	
991	991	always	toujours	always	71.0.8.0.1.0	3650.0	19	1676	ALWAYS	2		
782	782	(scorpion) sting (sb)	(scorpion) piquer (qn)	sting	143.0.5.0.5.0	6970.0	19	571	STING	4		same as BITE
994	994	calf	veau	calf	1.0.4.0.2.0	7.0	19	1989	CALF	2		
996	996	run	courir	run	146.0.27.0.1.0	7166.0	19	1519	RUN	2		
998	998	load (verb)	charger	load	148.0.6.0.1.0	7278.0	19	1679	LOAD	4		
788	788	(sb) bend over, lean forward, bow	(qn) se pencher en avant, s'incliner	bow, bend over	11.0.23.0.1.0	679.0	19	994	BOW	4		separate concepts
1002	1002	pester, annoy, bother (sb)	emmerder, déranger (qn)	pester, annoy, bother	102.0.21.0.4.0	5238.0	19	2869	BOTHER (HARASS)	4		
1005	1005	peck at (sth)	becqueter, picorer (qch)	peck	25.0.15.0.1.0	1603.0	19		???		peck	
1006	1006	saddle (for horse, camel, bicycle)	selle (de cheval, de chameau, de vélo)	saddle	4.0.1.0.1.0	107.0	19	1871		4	saddle	
1008	1008	Guinea worm (parasitic disease, now largely eradicated)	ver de Guinée (maladie parasitaire, récemment éradiquée)	Guinea worm	98.0.12.0.1.0	4873.0	19		???		Guinea worm	
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	2249	THIN (OF SHAPE OF OBJECT)	4		
1010	1010	waterbag in well (hide or rubber, lowered on a rope into well to draw water)	puisette (sac en peau ou en caoutchouc attaché d'une corde, pour puiser l'eau de puits)	well bag	53.0.2.0.6.0	2744.0	19		???		dipper	
1012	1012	baggage, portable possessions	bagages, biens portables	baggage	101.0.1.0.2.0	5069.0	19		???		luggage, baggage, bags	
800	800	plead, do some pleading or begging	quémander	plead, beg	102.0.7.0.2.0	5133.0	19				beg	see ASK (REQUEST)
1013	1013	cold season, winter (January-March)	saison froide, hiver (janvier-mars)	cold season	75.0.3.0.1.0	3791.0	19	1471	WINTER	4		
1017	1017	grandfather	grand-père	grandfather	78.0.6.0.1.0	3860.0	19	1383	GRANDFATHER	2		
1019	1019	burn (e.g. paper, grass, fabric)	brûler (papier, herbe, tissu, etc.)	burn	173.0.3.0.1.0	8117.0	19	141	BURN (SOMETHING)	4		
812	812	tracks, trail (of paw prints, e.g. of animal)	traces (des pattes d'un animal)	tracks, trail	27.0.5.0.1.0	1729.0	19	667		4	tracks	 see FOOTPRINT
1020	1020	Adam's apple (man's)	pomme d'Adan (d'un homme)	adam's apple	10.0.23.0.4.0	530.0	19	802	ADAM'S APPLE	4		
1021	1021	go get firewood in the bush (by any method, i.e. collecting or chopping)	aller ramasser le bois de chauffage en brousse (par tout moyen, par ex. en ramassant ou en coupant)	get firewood	35.0.2.0.2.0	2020.0	19		???		collect firewood, scavenge	
1023	1023	other, (something) else	autre	other	111.0.6.0.1.0	5451.0	19	197	OTHER	4		
1025	1025	tied bundle of wood	fagot attaché de bois	bundle (wood)	49.0.1.0.2.0	2657.0	19		???		bundle	
1026	1026	since ...	depuis que ...	since	71.0.5.0.2.0	3633.0	19		???		since	
1028	1028	wound, injure (sb)	blesser (qn)	wound	98.0.4.0.6.0	4840.0	19	44	INJURE	4		
1029	1029	mane (bony ridge)	crinière (arête osseuse)	mane	13.0.8.0.2.0	782.0	19	1918	MANE	4		
1030	1030	blind person	aveugle (un)	blind	119.0.10.0.1.0	6021.0	19	457	BLIND PERSON	2		
1031	1031	condolences (to the bereaved family, after a death)	condoléances (d'la famille du décédé)	condolence	9.0.10.0.1.0	269.0	19		???		offer condolences	
1032	1032	able-bodied man (e.g. from around 17 to 40)	homme d'corps solide (de 17 d'40 ans, environ)	young man	6.0.5.0.1.0	157.0	19		YOUNG MAN			
1033	1033	entrust (sth, to sb)	confier (qch, d'qn)	entrust	80.0.5.0.7.0	4032.0	19		???		trust, entrust	
1034	1034	sandal (rubber, plastic)	sandale (caoutchouc, plastique), tapète	shoe, sandal	16.0.15.0.19.0	1146.0	19	654	PLASTIC	4		
1039	1039	whip (branch)	fouet (branche)	whip	95.0.8.0.2.0	4676.0	19	2630	WHIP	4		
1040	1040	dream (verb only)	réver (verbe seulement)	dream	142.0.3.0.2.0	6934.0	19	1920	DREAM (SOMETHING)	3		
836	836	beat, play (tomtom)	battre, taper (tam-tam)	beat (tomtom), play	93.0.8.0.1.0	4569.0	19	1433	DRUMMING	4		same as speak
1041	1041	shell, remove shells from (e.g. peanuts or karité pits) by hand	écosser, enlever les gousses de (arachides, noyaux de karité, etc.) d'la main	shell (verb)	138.0.9.0.1.0	6872.0	19	598		4	remove	
1043	1043	torch (still used e.g. for smoking bees out of hive)	flambeau (utilisé jusqu'd'nos jours pour chasser les abeilles de la ruche)	torch	35.0.1.0.6.0	2017.0	19	1919	TORCH	4		
1044	1044	dream (noun)	rêve	dream	142.0.3.0.3.0	6935.0	19	2374	DREAM	3		
1045	1045	paper	papier	paper	135.0.5.0.1.0	6675.0	19	648	PAPER	2		
846	846	month	mois	month	71.0.2.0.1.0	3619.0	19	1370	MONTH	2		same as MOON
1049	1049	singer	chanteur	singer	92.0.8.0.4.0	4530.0	19		???		singer	
854	854	put down, set (container that sits on a compact bottom: pail, calabash, water jar, eating bowl, tankard, etc.)	poser (récipient qui s'assoit sur une base compacte: seau, canari, calebasse, tasse, pot, etc.)	put down, set	151.0.1.0.6.0	7389.0	19	998		4	put down	see PUT
1053	1053	set, lay (e.g. saddle on padding)	poser (par ex., selle sur l'ouate)	set, lay	151.0.1.0.7.0	7390.0	18	998	PUT	4	pose	
1054	1054	swear (the truth of an assertion, invoking God)	jurer (la vérité d'une affirmation, en invocant Dieu)	swear, vow, oath	102.0.10.0.2.0	5150.0	18	1939	SWEAR	4		
1055	1055	tenth (ordinal)	dixième	10th	110.0.3.0.1.0	5421.0	18		???		tenth	
1057	1057	entire plant or tree (compound final)	plante ou arbre entier (dans les composés)	plant (entire)	15.0.1.0.3.0	862.0	18	2721	TREE (CLASSIFIER)	4		
1059	1059	oath, act of swearing (the truth of an assertion, invoking God)	jurement, fait de jurer (la vérité d'une affirmation, en invocant Dieu)	swear, oath	102.0.10.0.4.0	5152.0	18	1712	OATH	4		
1060	1060	narrow (passageway, road)	(passage, chemin) étroit	narrow	166.0.5.0.1.0	7832.0	18	1267	NARROW	4		
871	871	with, by means of (instrument)	avec (instrument)	with, by means of	80.0.1.0.1.0	4003.0	19	1340	WITH	4		see TOOL
1064	1064	(women) emit cries of joy, ululate	(femmes) pousser des you-you (cris de joie)	ululate	122.0.5.0.1.0	6118.0	18		???		ululate	
1065	1065	string (e.g. beads) (verb)	enfiler (perles, etc.)	string	143.0.6.0.1.0	6975.0	18	362	STRING	4		
1068	1068	(woman) marry (man)	(femme) épouser (homme)	marry	91.0.1.0.5.0	4447.0	18	2163	MARRY (AS WOMAN)	4	be or become married	
1069	1069	small square palm-leaf hand fan	petit éventail carré en feuille de doum	fan	173.0.4.0.1.0	8132.0	18		FAN (OBJECT)			
1071	1071	leprosy (chronic disease affecting skin, peripheral nerves, eyes, and mucosities of the upper respiratory tract)	lèpre (maladie chronique qui attaque la peau, les nerfs périphériques, les yeux, et les muqueuses)	leprosy	98.0.13.0.3.0	4876.0	18	1248		4	leprosy	
1072	1072	it isn't straight	il n'est pas droit	straight	167.0.1.0.2.0	7836.0	18		???		crooked, bent	
1075	1075	snail	escargot	snail	13.0.10.0.5.0	790.0	18	1543	SNAIL	2		
1076	1076	make (rope, by braiding together three smaller cords)	fabriquer (corde, en tressant trois cordes plus petites)	make (rope)	125.0.8.0.4.0	6363.0	18	734	MAKE	4		
1081	1081	head hair	cheveux (de tête)	hair	10.0.14.0.2.0	435.0	18	2648	HAIR (HEAD)	2		
1082	1082	stroll (noun), (a) walk	promenade	stroll, walk	146.0.29.0.3.0	7190.0	18	2890	WALK (TAKE A WALK)	4	stroll	
1084	1084	mustache	moustache	mustache, moustache	10.0.14.0.4.0	437.0	18	678		4	mustache	
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	1221		4	smell (noun)	see SMELL (STINK) but not necessarily unpleasant
1086	1086	namesake, person with the same personal name	homonyme, personne qui a le même nom personnel	namesake	78.0.20.0.1.0	3939.0	18		???		namesake	
1087	1087	(imam) preach, give a sermon	(imam) prêcher, donner une prédication	sermon, preach	87.0.7.0.5.0	4293.0	18	304	PREACH	4		
1088	1088	clear (one's throat), hawk before spitting (verb only)	se racler (la gorge) avant de cracher (verbe seulement)	clear throat, hawk	11.0.11.0.12.0	623.0	18	989	CLEAR	4		
1090	1090	choose, select (sth)	choisir, sélectionner (qch)	choose	118.0.1.0.1.0	5927.0	18	1750	CHOOSE	4		
1091	1091	Bozo, Sorko (ethnicity)	bozo (ethnie)	bozo	81.0.5.0.1.0	4061.0	18		???		Bozo person	
1093	1093	remainder, rest	reste	rest, remainder	111.0.18.0.1.0	5519.0	18	168		4	remainder	
1094	1094	taboo, avoidance of ritual impurity	tabou, fait d'éviter l'impureté rituelle	taboo	89.0.3.0.1.0	4416.0	18		???		taboo	
1096	1096	fifth (ordinal)	cinquième	5th	110.0.2.0.4.0	5419.0	18		???		fifth	
1099	1099	fishhook	hameçon (pour poisson)	fishhook	27.0.6.0.18.0	1751.0	18	1074	FISHHOOK	2		
1104	1104	anvil	enclume	anvil	154.0.6.0.1.0	7495.0	18	1648	ANVIL	2		
1107	1107	until now, so far	jusqu'd'présent	until	71.0.6.0.1.0	3640.0	18		???		until	
1111	1111	unhook, take off (sth hanging)	décrocher (objet accroché)	unhook, take down	126.0.2.0.1.0	6375.0	18	1755		4	take down	
1112	1112	no good, ruined (e.g. vehicle)	(appareil etc.) gâté	worn out, old	7.0.6.0.1.0	199.0	18		???		ruined	
1116	1116	thus	ainsi	thus	176.0.2.0.1.0	8200.0	18		???		thus, therefore	
1117	1117	hide, skin (of animal)	peau (d'animal)	hide, skin	13.0.9.0.1.0	784.0	18	2614	SKIN (ANIMAL)	4	hide	
1118	1118	drizzle, very light rain	bruine, pluie très légère	drizzle	60.0.1.0.5.0	3096.0	18	1016	DRIZZLE	4		
1119	1119	arrow	flèche	arrow	95.0.6.0.3.0	4667.0	18	977	ARROW	2		
1120	1120	merchant	commerçant	merchant	113.0.2.0.3.0	5568.0	18	1082	MERCHANT	2		
1121	1121	newborn baby	bébé nouveau-né	newborn, baby	8.0.7.0.1.0	230.0	18		???		infant	
1122	1122	So-and-so, such-and-such (substitute for name)	un tel, tel ou tel (remplace un nom)	so-and-so	102.0.4.0.4.0	5124.0	18		???		whatchamacallit, so-and-so	
1123	1123	be dizzy	avoir le vertige	dizzy	11.0.8.0.5.0	603.0	18		???		dizzy	
1126	1126	certain, some (people)	certains, quelques (personnes)	some	111.0.6.0.3.0	5453.0	18	1241	SOME	4		
1126	1126	certain, some (people)	certains, quelques (personnes)	some	111.0.6.0.3.0	5453.0	18	509	CERTAIN	4		
1129	1129	snatch (sth, from sb)	happer (qch, de qn)	snatch, grab	100.0.3.0.10.0	5041.0	18		???		snatch	
1132	1132	father- or mother-in-law (of man or woman)	beau-père ou belle-mère (d'homme ou de femme)	parent-in-law	78.0.19.0.7.0	3934.0	18	1050	MOTHER-IN-LAW	4		
1133	1133	write (sth)	écrire (qch)	write	135.0.1.0.2.0	6665.0	18	1672	WRITE	4		
1138	1138	father's younger brother	frère cadet du père	uncle	78.0.3.0.2.0	3846.0	18		PATERNAL UNCLE (FATHERS YOUNGER BROTHER)			
1141	1141	idol, fetish (in animism)	idole, fétiche (animiste)	idol, fetish	89.0.2.0.1.0	4411.0	18	1945	IDOL	4		
1142	1142	delicious (taste)	(goût) délicieux	delicious	124.0.2.0.2.0	6265.0	18	1813	TASTY	4		
1144	1144	wipe (surface, e.g. with a cloth)	essuyer (surface, par ex. avec un tissu)	wipe	132.0.6.0.1.0	6609.0	18	1454	WIPE	4		
1145	1145	fever (and various complications)	fièvre (et ses complications)	fever	98.0.14.0.1.0	4896.0	18	1534	FEVER	4		
1147	1147	break one's fast	rompre son jeûne	break fast	25.0.14.0.1.0	1600.0	18		???		break fast 	
1148	1148	spring (water source)	source (eau)	spring (water)	58.0.4.0.1.0	3040.0	18	849	SPRING (OF WATER)	4		
1152	1152	trust, confidence (in sb)	confiance (en qn)	trust	80.0.5.0.1.0	4026.0	18		???		trust, confide	
1153	1153	remove, pick out (earwax)	enlever, extraire (cire d'oreille)	remove (earwax), pick out	10.0.24.0.5.0	538.0	18		???		pick, remove	
1154	1154	pauper, poor person	(un) pauvre, qn qui vit dans la misère	poor, pauper	114.0.3.0.3.0	5638.0	18		???		poor (person)	
1155	1155	be or become accustomed to (sth)	ê. habitué, s'habituer d'(qch)	accustomed	116.0.13.0.1.0	5756.0	18	1579		4	accustomed, used to	
1156	1156	be enough, suffice	suffire	enough	111.0.20.0.1.0	5530.0	18	1881	ENOUGH	4		
1161	1161	last, final (in a series)	dernier (dans une suite)	last	110.0.4.0.1.0	5422.0	18	1529	LAST (FINAL)	4		
1165	1165	machete blade (with or without small handle)	coupe-coupe (lame, avec ou sans une petite manche)	machete blade	145.0.4.0.1.0	6997.0	18		BLADE			
1169	1169	(sb) change (sth)	(qn) changer (qch)	change	64.0.2.0.4.0	3266.0	18	2856	CHANGE (SOMETHING)	4		
1170	1170	middle, midpoint	milieu	middle	63.0.1.0.5.0	3213.0	18	1093	MIDDLE	4		
1171	1171	orange (fruit)	orange (fruit)	orange	36.0.1.0.8.0	2066.0	18	2627	ORANGE (FRUIT)	4		
1172	1172	have (sb) carry (sth) on the head	faire porter (qch, d'qn) d'la tête	carry	148.0.1.0.4.0	7261.0	18		CARRY ON HEAD			
1173	1173	go backward, back up, retreat	reculer, regresser	retreat, go backward	61.0.3.0.1.0	3152.0	18	421	RETREAT	4		
1175	1175	authorize (sb, to do sth)	autoriser (qn, d'faire qch)	authorize	102.0.12.0.2.0	5173.0	18		???		allow, authorize	
1176	1176	rip, tear (sth)	déchirer (qch)	rip, tear	138.0.5.0.1.0	6844.0	18	1735	TEAR (SHRED)	4		
1180	1180	drag (sth) on the ground (leaving a trail or wake)	trainer (qch) d'terre (en laissant des traces)	drag	131.0.2.0.12.0	6557.0	18	1602	DRAG	4		
1181	1181	plump (animal)	(animal) gras	plump	69.0.11.0.10.0	3553.0	18		???		plump	
1182	1182	cause (e.g. calabash) to tilt	faire pencher (calebasse etc.)	tilt	12.0.7.0.6.0	729.0	18		???		tilt	
1184	1184	turn, veer, change direction	virer	turn, veer	167.0.6.0.1.0	7900.0	18	1588	TURN	4		
1185	1185	Mossi	mossi	mossi	81.0.12.0.1.0	4086.0	18		???		Mossi person	
1188	1188	possession of (sb)	propriété de (qn)	possession	101.0.5.0.1.0	5083.0	18		???		possession, belonging	
1191	1191	griot	griot	griot	82.0.5.0.1.0	4105.0	18		???		Griot caste	
1193	1193	take (sth) away from (sth), dispossess (sb, of sth)	déposséder, retirer (qch, d'qn)	take away, dispossess	99.0.3.0.1.0	5021.0	18		???		take away	
1196	1196	(sth) rot, be or become rotten, spoil	(qch) pourrir, ê. pourri	rot	123.0.5.0.2.0	6242.0	18	2907	ROT	4		
1198	1198	newlywed bride (after she moves to husband's house)	nouvelle mariée (après qu'elle a déménagé d'la maison du mari)	bride	91.0.6.0.1.0	4466.0	18		???		newlywed	
1199	1199	if... (indicate if not clause-final)	si... (indiquez si non en fin d'énoncé)	if	177.0.9.0.1.0	8230.0	18		???		if	
1200	1200	spark	étincelle	spark	35.0.8.0.1.0	2045.0	18	518	SPARK	2		
1201	1201	(e.g. rope) be or become tangled	(corde, etc.) ê. ou devenir enchevêtré	tangle	129.0.9.0.3.0	6512.0	18	1579		4	tangle	
1203	1203	rich person, wealthy person	richard, personne riche	rich	114.0.4.0.1.0	5642.0	18		???		rich (person)	
1205	1205	thunder (noun)	tonnerre	thunder	60.0.3.0.1.0	3110.0	18	1150	THUNDER	3		
1206	1206	customary rite (animist)	rite coutumier (animiste)	custom	89.0.1.0.1.0	4408.0	18		CUSTOM			
1211	1211	(sun) rise	(soleil) se lever	rise, sunrise	59.0.5.0.1.0	3068.0	18	568	RISE (MOVE UPWARDS)	4		
1215	1215	back, rear (of sth)	arrière, derrière (de qch)	back, rear	66.0.4.0.6.0	3364.0	18	2323	BACK (PART)	4		
1216	1216	(sb's) portion, share	part (de qn)	share, portion	111.0.17.0.2.0	5517.0	18	2725	PORTION (CLASSIFIER)	4		
1217	1217	fifty	cinquante	50.0	109.0.3.0.5.0	5391.0	18	1717	FIFTY	2		
1219	1219	mist, fog	brume, brouillard	mist, fog	60.0.10.0.1.0	3136.0	18	249	FOG	4		
1221	1221	defeat, overpower, vanquish	vaincre, battre	defeat	86.0.3.0.1.0	4215.0	18	782	DEFEAT	4		
1222	1222	toilet (with hole in ground)	toilette (avec trou)	toilet	54.0.26.0.3.0	2902.0	18	219	TOILET	4		
1224	1224	rice (cooked meal)	riz (repas cuit)	rice	26.0.5.0.1.0	1638.0	18	1191	COOKED RICE	4		
1225	1225	leg	jambe	leg	10.0.12.0.2.0	412.0	18	1297	LEG	2		
1226	1226	home-builder, mason	maçon, celui qui construit les maisons	builder, mason	152.0.6.0.1.0	7456.0	18	877	MASON	4		
1227	1227	frighten, scare	faire pèur à, épouvanter	frighten, scare	117.0.10.0.4.0	5817.0	18	252	FRIGHTEN	4		
1228	1228	termite mound, termitary	termitière	termite mound, termitary	57.0.15.0.1.0	3025.0	18		???		termite mound, termitary	
1229	1229	cement	ciment	cement	48.0.2.0.1.0	2623.0	18		???		cement	
1230	1230	brew (millet beer)	faire (bière de mil)	brew beer	22.0.6.0.3.0	1482.0	18		???		brew (verb)	
1231	1231	become black or dark	devenir noir ou foncé	black, dark	160.0.3.0.2.0	7591.0	18	706	DARK	4		
1232	1232	tobacco pipe	pipe d'tabac	pipe	51.0.5.0.1.0	2724.0	18		PIPE			
1234	1234	wide (passageway)	(passage) large, non serré	wide	166.0.4.0.1.0	7828.0	18	2652	BROAD OR WIDE	4		
1235	1235	umbilical cord (at birth)	cordon ombilical (d'la naissance)	umbilical cord	10.0.24.0.1.0	534.0	18	2663	UMBILICAL CORD	4		
1236	1236	splash or toss (water) by hand (as in bathing)	jeter (eau) légèrement de la main (par ex. en se lavant)	splash	47.0.2.0.6.0	2563.0	18	365	SPLASH	4		
1237	1237	fan (sb, hot meal)	éventer, ventiler (qn, repas chaud) avec éventail	fan, ventilate	173.0.5.0.2.0	8134.0	18	360	FAN ACTION	4		
1238	1238	stomach ache, upset stomach	mal de ventre	stomach ache	98.0.11.0.2.0	4867.0	18		HURT (SENSE PAIN)			
1239	1239	scissors	ciseaux	scissors	145.0.6.0.1.0	7003.0	18	356	SHEARS	2		
1242	1242	(sick or wounded person) recover, recuperate, get well	(malade ou blessé) guérir, se remettre	recover, heal, cure	98.0.25.0.2.0	4966.0	18	1978	RECOVER	4		
1243	1243	(sth) explode	(qch) exploser	burst, explode	138.0.7.0.1.0	6848.0	18		???		explode	
1245	1245	eleven	onze	11.0	109.0.4.0.1.0	5399.0	18	1706	ELEVEN	2		
1248	1248	circle	cercle	circle	163.0.3.0.1.0	7718.0	18	1467	CIRCLE	2		
1249	1249	earthenware cooking pot	marmite en terre cuite	pot	41.0.2.0.2.0	2435.0	18		???		ceramic pot	
1073	1073	leg, foot (of bird)	patte (d'oiseau)	foot (bird)	13.0.2.0.1.0	748.0	18	1301	FOOT	4		see CLAW OR NAIL
1250	1250	(sth) evolve, change (from what it was before)	(qch) évoluer, se changer (par rapport d'ce qu'il était auparavant)	evolve, change	64.0.2.0.5.0	3267.0	18	2857	CHANGE (BECOME DIFFERENT)	4		
1252	1252	day before yesterday	avant-hier	day	72.0.4.0.1.0	3681.0	18	1180	DAY BEFORE YESTERDAY	2		
1254	1254	inside ...	d'l'intérieur de ...	inside	63.0.1.0.1.0	3209.0	18		INSIDE			
1256	1256	left-handed person, lefty	gaucher	left	61.0.4.0.3.0	3157.0	18		???		left-handed person, lefty	
1261	1261	de-feather, pluck out feathers of (e.g. chicken)	éplumer (poulet, etc.)	pluck	139.0.2.0.2.0	6887.0	18		???		pluck	
1266	1266	sip, take a sip of (tea)	siroter, boire (thé) d'petites gorgées	sip	21.0.2.0.1.0	1440.0	18		???		sip	
1267	1267	full (container)	(récipient) plein	full	168.0.1.0.1.0	7910.0	18	1429	FULL	2		
1268	1268	scar (noun)	cicatrice	scar	98.0.20.0.1.0	4924.0	18	497	SCAR	3		
1269	1269	again, once more	encore une fois, de nouveau	again	71.0.7.0.1.0	3644.0	18	204	AGAIN	4		
1270	1270	rooster	coq	rooster	5.0.1.0.3.0	131.0	18	1511	ROOSTER	2		
1271	1271	hard red candies for cough relief (wrapped)	bonbon pectoral, bonbons durs rouges (emballés)	candy	26.0.16.0.4.0	1709.0	18		???		coughdrop	
1276	1276	shard (of earthenware water jug or of calabash)	morceau cassé, tesson (de canari ou de calebasse)	shard	14.0.3.0.2.0	839.0	18		???		shard	
1278	1278	stroll, take (a walk) (verb only)	se promener, faire (une promenade) (verbe seulement)	stroll, walk	146.0.29.0.2.0	7189.0	18	1749		4	stroll	
1279	1279	(man) copulate with, fuck (woman)	(homme) avoir un rapport sexuel avec (femme)	copulate, fuck	11.0.21.0.1.0	672.0	18		HAVE SEX			
1283	1283	doctor	docteur, médecin	doctor	98.0.33.0.1.0	5009.0	18	597	PHYSICIAN	2		
1286	1286	comb (verb)	peigner	comb	19.0.3.0.1.0	1325.0	18	2070	COMB (VERB)	3		
1124	1124	rainbow	arc-en-ciel	rainbow	60.0.5.0.1.0	3116.0	18	1733	RAINBOW	2		Usually a compound
1288	1288	knead (dough for millet cakes, with a flat kneading stick)	malaxer (pâte de tô, avec un bâtonnet plat d'malaxer)	knead	129.0.4.0.1.0	6474.0	18	274	KNEAD	4		
1290	1290	mix, combine (sth and sth)	mélanger, combiner (qch et qch)	mix, combine	129.0.1.0.1.0	6457.0	18	2017	MIX	4		
1128	1128	fine, assess a fine against (sb)	amender (qn)	fine	96.0.2.0.1.0	4755.0	18	218		4	fine	see FINE (PENALTY) (verb)
1131	1131	fine (powder, etc.)	(poudre, etc.) fin	fine	26.0.10.0.6.0	1667.0	18	2157	FINE OR THIN	4		*not THIN
1291	1291	scatter (things)	éparpiller, disperser (des objets)	scatter, disperse	146.0.21.0.2.0	7136.0	18	2064	SCATTER (SEEDS)	4		
1292	1292	understand	comprendre	understand	116.0.8.0.1.0	5717.0	18	1536	UNDERSTAND	2		
1136	1136	mother's younger sister	sœur cadette de la mère	aunt	78.0.4.0.2.0	3851.0	18		MATERNAL AUNT			also MOTHER
1294	1294	earwax	cérumen	earwax	10.0.24.0.4.0	537.0	18	32	EARWAX	2		
1295	1295	say sth false (lie, exaggeration, or honest mistake)	dire du faux (mensonge, exagération, ou erreur	false 	103.0.5.0.1.0	5273.0	18		LIE (MISLEAD)			
1296	1296	drop seeds in a slash in the ground and cover them up by tamping with one's foot	semer la semence dans un poquet et la couvrir en la damant avec le pied	sow, plant	37.0.13.0.8.0	2241.0	18		SOW SEEDS			
1299	1299	scab (congealed blood from cut)	croûte (sang séché d'une plaie)	scab	98.0.19.0.2.0	4922.0	18	2664	SCAB	4		
1300	1300	bread	pain	bread	26.0.6.0.1.0	1641.0	18	1368	BREAD	2		
1304	1304	the day after tomorrow	après-demain	day after tomorrow	72.0.6.0.1.0	3686.0	18	1179	DAY AFTER TOMORROW	1		
1308	1308	locally produced soft candy	bonbon mou de fabrication locale	candy	26.0.16.0.3.0	1708.0	18		CANDY			
1311	1311	sour, acidic, acrid (taste, e.g. of tamarind)	(goût) aigre (de tamarin, etc.)	sour, acidic	124.0.6.0.2.0	6287.0	18	1906	SOUR	4		
1313	1313	sixth (ordinal)	sixième	6th	110.0.2.0.5.0	5420.0	18		???		sixth	
1315	1315	collective hunt	chasse collective	collective hunt	27.0.3.0.1.0	1723.0	18		???		collective hunt	
1318	1318	I cannot (with verb phrase)	je ne peux pas (avec phrase verbale)	cannot	153.0.1.0.2.0	7466.0	18		???		unable	
1322	1322	Arab (person)	arabe (personne)	arabe	81.0.2.0.1.0	4053.0	18		???		Arab person	
1326	1326	track (of snake or crocodile, or wounded animal)	traces (de serpent ou de crocodile, ou d'animal blessé)	tracks	27.0.5.0.5.0	1733.0	18	1857		4	track (verb)	
1327	1327	clap hands, applaud	battre les mains, applaudir	clap, applaud	122.0.6.0.1.0	6121.0	18		???		clap, applaud	
1331	1331	guava	goyave	guava	36.0.1.0.4.0	2062.0	18		???		guava	
1334	1334	credit (loan)	crédit (prêt)	credit	114.0.7.0.1.0	5663.0	18		???		loan	
1336	1336	scratch (sth, e.g. one's arm)	gratter (qch, par ex., son bras)	scratch	139.0.1.0.1.0	6881.0	18	1436	SCRATCH	4		
1338	1338	it is straight	il est droit	straight	167.0.1.0.1.0	7835.0	18		STRAIGHT			
1339	1339	nose ring (for woman, camel, ox)	anneau de nez (de femme, de chameau, de bœuf)	nose ring	20.0.15.0.2.0	1419.0	18	1871		4	nose ring	
1341	1341	approach, come close	s'approcher	approach, near	65.0.2.0.2.0	3323.0	18	1778	APPROACH	4		
1342	1342	(a) greeting	salutation	greeting	105.0.1.0.3.0	5303.0	18		???		salutation, greeting	
1344	1344	(wound) be swollen, infected	(plaie) s'enfler, devenir infecté	wound, infection, swelling	98.0.22.0.1.0	4946.0	18	548	INFECTED	4		
1346	1346	entire, whole, intact (e.g. melon, kola nut)	entier, intègre (melon, noix de cola, etc.)	entire, whole	111.0.14.0.1.0	5508.0	18	2277	WHOLE	4		
1346	1346	entire, whole, intact (e.g. melon, kola nut)	entier, intègre (melon, noix de cola, etc.)	entire, whole	111.0.14.0.1.0	5508.0	18	220	INTACT	4		
1349	1349	darkness	obscurité, ténèbres	darkness	174.0.5.0.1.0	8161.0	18	11	DARKNESS	2		
1350	1350	tallness, height	taille, hauteur (mesure)	tallness, height	69.0.7.0.4.0	3510.0	18	1265	HIGH	4		
1350	1350	tallness, height	taille, hauteur (mesure)	tallness, height	69.0.7.0.4.0	3510.0	18	2985	TALL	4		
1353	1353	(trap) spring, be sprung	(piège) sauter, se déclencher	trap spring	27.0.8.0.1.0	1757.0	18	1829		4	spring (verb)	
1357	1357	kick (sth, sb)	donner un coup de pied d'(qch, qn)	kick	136.0.8.0.1.0	6739.0	18	1135	KICK	4		
1358	1358	(doctor) give an injection to, vaccinate	(docteur) donner une piqûre à, vacciner	vaccinate	98.0.31.0.1.0	4990.0	18		???		vaccinate	
1361	1361	(thread, string, rope) snap	(fil, corde) se casser, rompre	snap	138.0.11.0.2.0	6880.0	18	1218		4	snap	
1363	1363	right now	tout de suite	now	72.0.1.0.4.0	3678.0	18		NOW OR TODAY			
1366	1366	pour out, spill (grain, sand)	verser d'terre (graines, sable)	pour, spill	149.0.8.0.8.0	7366.0	18	1487		4	spill	
