ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	IPA	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA2	ALIGNMENT
1088	ladder	échelle	Bangime		pɛ́ɛ́ⁿ							1464	LADDER	p ɛ̃ː ∼ ⁵	p ɛ̃ː ∼ ⁵
1089	comb (n)	peigne	Bangime		pɛ̀ɛ̀ɲɛ́							1475	COMB	p ɛː ¹ ɲ ɛ ⁵	p ɛː ¹ ɲ ɛ ⁵
1093	key	clé	Bangime		pɛ̀rɛ̀ɛ̀							1472	KEY	p ɛ ¹ r ɛː ¹	p ɛ ¹ r ɛː ¹
1096	sauce	sauce	Bangime		pìì							132	SAUCE	p iː ¹	p iː ¹
1102	odor, smell (n)	odeur	Bangime		pìjⁿɔ̀wⁿ							2124	SMELL	p i ¹ j̃ ∼ ɔ ¹ w̃ ∼	p i ¹ j̃ ∼ ɔ ¹ w̃ ∼
1105	lung(s)	poumon(s)	Bangime		póɡó-póɡò (2)							688	LUNG	p o ⁵ ɡ o ⁵ + p o ⁵ ɡ o ¹ #	p o ⁵ ɡ o ⁵ + p o ⁵ ɡ o ¹ #
1106	tracks, trail (of herd of cows, snake, etc.)	traces, piste (d'un troupeau, d'un serpent)	Bangime		pòmbòrò								!TRACKS	p o ¹ m b o ¹ r o ¹	p o ¹ m b o ¹ r o ¹
1108	cloud	nuage	Bangime		pōrò							1489	CLOUD	p o ³ r o ¹	p o ³ r o ¹
1111	soap	savon	Bangime		pɔ̄ɔ̄-kɛ̀							788	SOAP	p ɔː ³ + k ɛ ¹	p ɔː ³ + k ɛ ¹
1114	well (n)	puits	Bangime		pɔ̀rɛ̀							954	WELL	p ɔ ¹ r ɛ ¹	p ɔ ¹ r ɛ ¹
1118	poison	poison	Bangime		pɔ̀sɔ́							655	POISON	p ɔ ¹ s ɔ ⁵	p ɔ ¹ s ɔ ⁵
1120	meal	repas	Bangime		pɔ̀wⁿ							1526	MEAL	p ɔ ¹ w̃ ∼	p ɔ ¹ w̃ ∼
1126	wife	épouse	Bangime		pùjɛ̀							1199	WIFE	p u ¹ dʒ ɛ ¹	p u ¹ dʒ ɛ ¹
1127	young woman	jeune femme	Bangime		pújɛ́-bɛ̀							77	YOUNG WOMAN	p u ⁵ dʒ ɛ ⁵ + b ɛ ¹	p u ⁵ dʒ ɛ ⁵ + b ɛ ¹ - - -
1128	leaf	feuille (de plante)	Bangime		pūjⁿɛ̀							628	LEAF	p u ³ j̃ ∼ ɛ ¹	p u ³ j̃ ∼ ɛ ¹
1131	froth, foam	mousse, écume	Bangime		pūrɛ̀ɛ̀							1768	FOAM	p u ³ r ɛː ¹	p u ³ r ɛː ¹
1134	lid	couvercle	Bangime		púúbɛ̀							2319	LID (COVER, CAP)	p uː ⁵ b ɛ ¹	p uː ⁵ b ɛ ¹
1141	reason, cause	cause, raison	Bangime		sāābè							860	CAUSE	s aː ³ b e ¹	s aː ³ b e ¹
1145	well (n)	puits	Bangime		sāàⁿ (2)							2144	SPRING OR WELL	s ã: ∼ ³¹ #	s ã: ∼ ³¹ #
1149	medication, remedy	médicament, remède	Bangime		sābè							499	CURE	s a ³ b e ¹	s a ³ b e ¹
1156	time	moment, temps	Bangime		sāŋà							892	TIME	s a ³ ŋ a ¹	s a ³ ŋ a ¹
1158	watermelon	pastèque	Bangime		sāŋàɛ̀ɛ̀							2766	WATERMELON	s a ³ ŋ a ¹ ɛː ¹	s a ³ ŋ a ¹ ɛː ¹
1166	beard	barbe	Bangime		sèmbò							678	BEARD	s e ¹ m b o ¹	s e ¹ m b o ¹
1169	louse	pou	Bangime		sɛ̀mà							1392	LOUSE	s ɛ ¹ m a ¹	s ɛ ¹ m a ¹
1176	eye(s)	œil, yeux	Bangime		sībɛ̀							1248	EYE	s i ³ b ɛ ¹	s i ³ b ɛ ¹
1179	blind person	aveugle	Bangime		sìbɛ̀-kùwⁿɔ̀							457	BLIND PERSON	s i ¹ b ɛ ¹ + k u ¹ w̃ ∼ ɔ ¹	s i ¹ b ɛ ¹ + k u ¹ w̃ ∼ ɔ ¹
1181	week	semaine	Bangime		sīɡò							1469	WEEK	s i ³ ɡ o ¹	s i ³ ɡ o ¹
1182	ethnicity, race, kind	ethnicité, race, sorte	Bangime		sīì							844	KIND (THING)	s iː ³¹	s iː ³¹
1184	shadow	ombre	Bangime		sííⁿ							1388	SHADE	s ĩː ∼ ⁵	s ĩː ∼ ⁵
1185	urine	urine	Bangime		sììⁿ							1142	URINE	s ĩː ∼ ¹	s ĩː ∼ ¹
1188	kite (hawk, Milvus)	milan noir (rapace, Milvus)	Bangime		sījè							307	HAWK	s i ³ dʒ e ¹	s i ³ dʒ e ¹
1189	firewood	bois de chauffage	Bangime		sìjɛ̀							10	FIREWOOD	s i ¹ dʒ ɛ ¹	s i ¹ dʒ ɛ ¹
1192	shrub (Abrus)	arbuste (Abrus)	Bangime		sìjɛ̄-pùɡɛ̀							751	SHRUB	s i ¹ dʒ ɛ ³ + p u ¹ ɡ ɛ ¹	s i ¹ dʒ ɛ ³ + p u ¹ ɡ ɛ ¹
1193	sugar	sucre	Bangime		sìkɔ̀rɔ́							862	SUGAR	s i ¹ k ɔ ¹ r ɔ ⁵	s i ¹ k ɔ ¹ r ɔ ⁵
1194	stone	pierre, caillou	Bangime		símɛ̀							857	STONE	s i ⁵ m ɛ ¹	s i ⁵ m ɛ ¹
1196	pig or warthog	cochon ou phacochère	Bangime		sìmì-ɲáŋá							2169	PIG (CLASSIFIER)	s i ¹ m i ¹ + ɲ a ⁵ ŋ a ⁵	s i ¹ m i ¹ + ɲ a ⁵ ŋ a ⁵
1198	spring (water source)	source (d'eau)	Bangime		sìndà (1)							849	SPRING (OF WATER)	s i ¹ n d a ¹ #	s i ¹ n d a ¹ #
1201	horn (of animal)	corne	Bangime		sìrà							1393	HORN (ANATOMY)	s i ¹ r a ¹	s i ¹ r a ¹
1202	tobacco (ready to consume)	tabac (prêt à consommer)	Bangime		sīràà								!TOBACCO (PROCESSED)	s i ³ r aː ¹	s i ³ r aː ¹
1203	amulet	amulette, gri-gri	Bangime		sìrì							2804	AMULET	s i ¹ r i ¹	s i ¹ r i ¹
1204	face	visage	Bangime		sìrìbì (1)							1560	FACE	s i ¹ r i ¹ b i ¹ #	s i ¹ r i ¹ b i ¹ #
1205	razor (folding knife)	rasoir	Bangime		sìrìbì (2)							151	RAZOR	s i ¹ r i ¹ b i ¹ #	s i ¹ r i ¹ b i ¹ #
1206	whip (n)	fouet	Bangime		sìrìmɛ̀							2630	WHIP	s i ¹ r i ¹ m ɛ ¹	s i ¹ r i ¹ m ɛ ¹
1208	hunter	chasseur	Bangime		sīsɔ̀ɡɔ̀							1053	HUNTER	s i ³ s ɔ ¹ ɡ ɔ ¹	s i ³ s ɔ ¹ ɡ ɔ ¹
1209	hunting (n), (the) hunt 	la chasse	Bangime		sísɔ̀ɡɔ́-mɛ̀							1435	HUNT	s i ⁵ s ɔ ¹ ɡ ɔ ⁵ + m ɛ ¹	s i ⁵ s ɔ ¹ ɡ ɔ ⁵ + m ɛ ¹
1210	power, force, strength	force	Bangime		sjɛ̀ɛ̀ⁿ (1)							2526	POWER	s dʒ ɛ̃ː ∼ ¹ #	s dʒ ɛ̃ː ∼ ¹ #
1211	tendon	tendon	Bangime		sjɛ̀ɛ̀ⁿ (2)							1137	TENDON	s dʒ ɛ̃ː ∼ ¹ #	s dʒ ɛ̃ː ∼ ¹ #
1214	(finger/toe-)nail	ongle	Bangime		sɔ̀ɡɔ̀-ʤì							2128	CLAW OR NAIL	s ɔ ¹ ɡ ɔ ¹ + dʒ i ¹	s ɔ ¹ ɡ ɔ ¹ + dʒ i ¹
1216	truth	vérité	Bangime		sɔ́ɡɔ́jɛ̀							1638	TRUTH	s ɔ ⁵ ɡ ɔ ⁵ dʒ ɛ ¹	s ɔ ⁵ ɡ ɔ ⁵ dʒ ɛ ¹
1220	lock (n)	fermeture	Bangime		sɔ̀rɡú							1596	LOCK	s ɔ ¹ r ɡ u ⁵	s ɔ ¹ r ɡ u ⁵
1224	boubou (garment)	boubou (vêtement)	Bangime		sɔ̀wⁿ							461	BOUBOU	s ɔ ¹ w̃ ∼	s ɔ ¹ w̃ ∼
1227	nose	nez	Bangime		sùmbì							1221	NOSE	s u ¹ m b i ¹	s u ¹ m b i ¹
1229	female breast	sein de femme	Bangime		súɥɛ́							1402	BREAST	s u ⁵ ɥ ɛ ⁵	s u ⁵ ɥ ɛ ⁵
1230	chicken	poulet	Bangime		sùɥɛ̀							1318	CHICKEN	s u ¹ ɥ ɛ ¹	s u ¹ ɥ ɛ ¹
1231	rooster	coq	Bangime		sùɥɛ̀-ŋ̀-káŋɡē							1511	ROOSTER	s u ¹ ɥ ɛ ¹ + ŋ ¹ + k a ⁵ ŋ ɡ e ³	s u ¹ ɥ ɛ ¹ + ŋ ¹ + k a ⁵ ŋ ɡ e ³
1233	grain-based meal (millet, sorghum, rice)	repas à base de céréales (mil, sorgho, riz)	Bangime		sɥīì							256	FOOD	s ɥ iː ³¹	s ɥ iː ³¹
1234	mortar	mortier	Bangime		swáá-kɛ̀							224	MORTAR CRUSHER	s w aː ⁵ + k ɛ ¹	s w aː ⁵ + k ɛ ¹
1238	sorghum	sorgho	Bangime		ɕīnʤɛ̀							347	SORGHUM	ɕ i ³ n dʒ ɛ ¹	ɕ i ³ n dʒ ɛ ¹
1240	half	moitié	Bangime		tāà (1)							816	HALF	t aː ³¹ #	t aː ³¹ #
1241	side	côté	Bangime		tāà (2)							1816	BESIDE	t aː ³¹ #	t aː ³¹ #
1243	table	table	Bangime		tààbál							1775	TABLE	t aː ¹ b a ⁵ l	t aː ¹ b a ⁵ l
1244	spider	araignée	Bangime		tāārè							843	SPIDER	t aː ³ r e ¹	t aː ³ r e ¹
1247	belt, belt-cord (for pants)	ceinture (de pantalon)	Bangime		tààwà-m̀-bɔ́jɛ́							772	BELT	t aː ¹ w a ¹ + m ¹ + b ɔ ⁵ dʒ ɛ ⁵	t aː ¹ w a ¹ + m ¹ + b ɔ ⁵ dʒ ɛ ⁵
1249	neighbor	voisin	Bangime		tàɡàlɛ̀mɛ̀							1332	NEIGHBOUR	t a ¹ ɡ a ¹ l ɛ ¹ m ɛ ¹	t a ¹ ɡ a ¹ l ɛ ¹ m ɛ ¹
1251	(sb’s) character, nature	caractère, nature (de qn)	Bangime		tàɡù							1024	CHARACTER	t a ¹ ɡ u ¹	t a ¹ ɡ u ¹
1254	home, place where one sleeps	domicile, lieu où on dort	Bangime		tàjè							2406	HOME	t a ¹ dʒ e ¹	t a ¹ dʒ e ¹
1255	breakfast	petit déjeuner	Bangime		tájkòj							1322	BREAKFAST	t a ⁵ dʒ k o ¹ dʒ	t a ⁵ dʒ k o ¹ dʒ
1256	tomato	tomate	Bangime		tàmàtí							986	TOMATO	t a ¹ m a ¹ t i ⁵	t a ¹ m a ¹ t i ⁵
1258	ear	oreille	Bangime		tàŋà							1247	EAR	t a ¹ ŋ a ¹	t a ¹ ŋ a ¹
1259	earring	boucle d'oreille	Bangime		tàŋà-jérémbɛ̀							770	EARRING	t a ¹ ŋ a ¹ + dʒ e ⁵ r e ⁵ m b ɛ ¹	t a ¹ ŋ a ¹ + dʒ e ⁵ r e ⁵ m b ɛ ¹
1260	earlobe	lobe de l'oreille	Bangime		tàŋà-jɛ́rɛ́bɛ̀							18	EARLOBE	t a ¹ ŋ a ¹ + dʒ ɛ ⁵ r ɛ ⁵ b ɛ ¹	t a ¹ ŋ a ¹ + dʒ ɛ ⁵ r ɛ ⁵ b ɛ ¹
1261	elephant	éléphant	Bangime		tàŋà-m̀-bóɡó							1290	ELEPHANT	t a ¹ ŋ a ¹ + m ¹ + b o ⁵ ɡ o ⁵	t a ¹ ŋ a ¹ + m ¹ + b o ⁵ ɡ o ⁵
1264	bamboo	bambou	Bangime		tàŋkàlàwá							1927	BAMBOO	t a ¹ ŋ k a ¹ l a ¹ w a ⁵	t a ¹ ŋ k a ¹ l a ¹ w a ⁵
1266	Tuesday	mardi	Bangime		tāràà							1695	TUESDAY	t a ³ r aː ¹	t a ³ r aː ¹
1269	tobacco	tabac	Bangime		tāwɔ̀							974	TOBACCO	t a ³ w ɔ ¹	t a ³ w ɔ ¹
1271	elder sibling	frère ou sœur aîné(e), grand frère ou grande sœur	Bangime		tèè (1)							405	OLDER SIBLING	t eː ¹ #	t eː ¹ #
1273	forehead	front	Bangime		tèɡò							123	FOREHEAD	t e ¹ ɡ o ¹	t e ¹ ɡ o ¹
1278	grandfather	grand-père	Bangime		tèndè							1383	GRANDFATHER	t e ¹ n d e ¹	t e ¹ n d e ¹
1279	ability to transmit (good or bad) luck	capacité de transmettre la bonne ou mauvaise chance	Bangime		tèrì							56	BAD LUCK	t e ¹ r i ¹	t e ¹ r i ¹
1282	palm (hand), sole (foot)	paume (de la main); plante (du pied)	Bangime		tɛ̀ɛ̀							1183	PALM OF HAND	t ɛː ¹	t ɛː ¹
1288	peanut	arachide	Bangime		tìɡàjí							2364	PEANUT	t i ¹ ɡ a ¹ dʒ i ⁵	t i ¹ ɡ a ¹ dʒ i ⁵
1289	tail	queue	Bangime		tììⁿ							1220	TAIL	t ĩː ∼ ¹	t ĩː ∼ ¹
1294	grandmother	grand-mère	Bangime		tìjè							1496	GRANDMOTHER	t i ¹ dʒ e ¹	t i ¹ dʒ e ¹
1297	mirror	miroir	Bangime		tìn-tìŋɡà							1171	MIRROR	t i ¹ n + t i ¹ ŋ ɡ a ¹	t i ¹ n + t i ¹ ŋ ɡ a ¹
1300	trunk, stem	tronc, tige	Bangime		tīŋɡà							344	TREE TRUNK	t i ³ ŋ ɡ a ¹	t i ³ ŋ ɡ a ¹
1303	testicle	testicule	Bangime		tój							797	TESTICLES	t o ⁵ dʒ	t o ⁵ dʒ
1304	puddle, rainwater pool on rock	flaque d’eau de pluie sur pierre	Bangime		tòmbè							2290	PUDDLE	t o ¹ m b e ¹	t o ¹ m b e ¹
1307	window	fenêtre	Bangime		tòmpàà (2)							1375	WINDOW	t o ¹ m p aː ¹ #	t o ¹ m p aː ¹ #
1313	thigh	cuisse	Bangime		tóŋɡórò							800	THIGH	t o ⁵ ŋ ɡ o ⁵ r o ¹	t o ⁵ ŋ ɡ o ⁵ r o ¹
1315	younger sibling	frère ou sœur cadet(te), petit frère ou petite sœur	Bangime		tòò (1)							427	YOUNGER SIBLING	t oː ¹ #	t oː ¹ #
1318	star	étoile	Bangime		tōrɛ̀ɛ̀							1430	STAR	t o ³ r ɛː ¹	t o ³ r ɛː ¹
1320	anvil	enclume	Bangime		tɔ́-tɔ̀							1648	ANVIL	t ɔ ⁵ + t ɔ ¹	t ɔ ⁵ + t ɔ ¹
1325	sparrow	moineau	Bangime		tɔ́n-tórɛ́ɛ̀							1854	SPARROW	t ɔ ⁵ n + t o ⁵ r ɛː ⁵¹	t ɔ ⁵ n + t o ⁵ r ɛː ⁵¹
1326	bow (for arrow)	arc	Bangime		tɔ̀ŋɛ̀							994	BOW	t ɔ ¹ ŋ ɛ ¹	t ɔ ¹ ŋ ɛ ¹
1327	duck	canard	Bangime		tɔ̀ŋɔ̀nɔ̀ (1)							1360	DUCK	t ɔ ¹ ŋ ɔ ¹ n ɔ ¹ #	t ɔ ¹ ŋ ɔ ¹ n ɔ ¹ #
1329	pumpkin	courge	Bangime		tɔ̀ŋwⁿɛ̀ɛ̀							864	PUMPKIN	t ɔ ¹ ŋ w̃ ∼ ɛː ¹	t ɔ ¹ ŋ w̃ ∼ ɛː ¹
1332	money	argent	Bangime		tɔ́wⁿ							1559	MONEY	t ɔ ⁵ w̃ ∼	t ɔ ⁵ w̃ ∼
1337	termite	termite	Bangime		tùjɛ̀ (1)							883	TERMITE	t u ¹ dʒ ɛ ¹ #	t u ¹ dʒ ɛ ¹ #
1339	buttock	fesse	Bangime		tùkúrú							834	BUTTOCKS	t u ¹ k u ⁵ r u ⁵	t u ¹ k u ⁵ r u ⁵
1341	ant	fourmi	Bangime		túmbɛ̄							587	ANT	t u ⁵ m b ɛ ³	t u ⁵ m b ɛ ³
1343	message; errand	message; commission	Bangime		tūmbɛ̀							2961	MESSAGE	t u ³ m b ɛ ¹	t u ³ m b ɛ ¹
1345	garlic	ail	Bangime		tùmɛ̀							2368	GARLIC	t u ¹ m ɛ ¹	t u ¹ m ɛ ¹
1347	menstruation	menstruation, règles de femme	Bangime		tūŋɛ̀							766	MENSTRUATION	t u ³ ŋ ɛ ¹	t u ³ ŋ ɛ ¹
1348	neighborhood, section of a village or city	quartier d'un village ou d'une ville	Bangime		tūrù								!NEIGHBORHOOD	t u ³ r u ¹	t u ³ r u ¹
1349	anus	anus	Bangime		tùù							1935	ANUS	t uː ¹	t uː ¹
1350	thorn	épine	Bangime		tùùⁿ							124	THORN	t ũː ∼ ¹	t ũː ∼ ¹
1352	hyena	hyène	Bangime		tùùrɛ́							1799	HYENA	t uː ¹ r ɛ ⁵	t uː ¹ r ɛ ⁵
1353	ashes	cendre	Bangime		tùɥɛ̀							646	ASH	t u ¹ ɥ ɛ ¹	t u ¹ ɥ ɛ ¹
1356	cat	chat	Bangime		tūwⁿɛ̀ɛ̀							1208	CAT	t u ³ w̃ ∼ ɛː ¹	t u ³ w̃ ∼ ɛː ¹
1357	blacksmith	forgeron	Bangime		tùwⁿɔ̀							1001	BLACKSMITH	t u ¹ w̃ ∼ ɔ ¹	t u ¹ w̃ ∼ ɔ ¹
1358	flower	fleur	Bangime		twīìⁿ							239	FLOWER	t w ĩː ∼ ³¹	t w ĩː ∼ ³¹
1359	price	prix	Bangime		ɥàà							657	PRICE	ɥ aː ¹	ɥ aː ¹
1363	moon	lune	Bangime		ɥìjɛ̀							1313	MOON	ɥ i ¹ dʒ ɛ ¹	ɥ i ¹ dʒ ɛ ¹
1364	water	eau	Bangime		ɥījɛ̀							948	WATER	ɥ i ³ dʒ ɛ ¹	ɥ i ³ dʒ ɛ ¹
1367	fish	poisson	Bangime		ɥìjɛ̄-ŋ̄-kò-ŋáwⁿ							227	FISH	ɥ i ¹ dʒ ɛ ³ + ŋ ³ + k o ¹ + ŋ a ⁵ w̃ ∼	ɥ i ¹ dʒ ɛ ³ + ŋ ³ + k o ¹ + ŋ a ⁵ w̃ ∼
1368	thirst	soif	Bangime		ɥìjɛ̀-pìnɛ̀							848	THIRST	ɥ i ¹ dʒ ɛ ¹ + p i ¹ n ɛ ¹	ɥ i ¹ dʒ ɛ ¹ + p i ¹ n ɛ ¹
1369	thunder (n)	tonnerre	Bangime		ɥɔ̀-ǹ-níɡú							1150	THUNDER	ɥ ɔ ¹ + n ¹ + n i ⁵ ɡ u ⁵	ɥ ɔ ¹ + n ¹ + n i ⁵ ɡ u ⁵
1370	rain	pluie	Bangime		ɥɔ̀wⁿ							658	RAIN (PRECIPITATION)	ɥ ɔ ¹ w̃ ∼	ɥ ɔ ¹ w̃ ∼
1371	obligation, duty, necessity	obligation	Bangime		wààʤí-bí							422	NECESSITY	w aː ¹ dʒ i ⁵ + b i ⁵	w aː ¹ dʒ i ⁵ + b i ⁵
1374	work (n)	travail	Bangime		wārì							984	WORK (LABOUR)	w a ³ r i ¹	w a ³ r i ¹
1378	cart	charrette	Bangime		wòtóró							122	CART	w o ¹ t o ⁵ r o ⁵	w o ¹ t o ⁵ r o ⁵
1381	hearth (three stones on which pot is set to cook)	foyer (trois pierres sur lesquelles on pose la marmite)	Bangime		wɔ́ɔ́-bɛ̀							185	FIREPLACE	w ɔː ⁵ + b ɛ ¹	w ɔː ⁵ + b ɛ ¹
1382	carp	carpe	Bangime		wɔ̀ɔ̀-pɛ́rɛ́							2685	CARP (FISH)	w ɔː ¹ + p ɛ ⁵ r ɛ ⁵	w ɔː ¹ + p ɛ ⁵ r ɛ ⁵
1383	collarbone (clavicle)	clavicule	Bangime		wɔ́ɔ́rɛ̀							1994	COLLARBONE	w ɔː ⁵ r ɛ ¹	w ɔː ⁵ r ɛ ¹
1388	pigeon	pigeon	Bangime		wúúrɛ̀							1853	DOVE	w uː ⁵ r ɛ ¹	w uː ⁵ r ɛ ¹
1397	fat, corpulent (person)	gros (personne, ventre), en surpoids	Bangime		bárⁿú (2)							1279	FAT (OBESE)	b a ⁵ r̃ ∼ u ⁵ #	b a ⁵ r̃ ∼ u ⁵ #
1398	long; tall	long; haut de taille	Bangime		bɛ́ndɛ́							2143	LONG OR TALL	b ɛ ⁵ n d ɛ ⁵	b ɛ ⁵ n d ɛ ⁵
1399	hard, solid	dur, solide	Bangime		bíjó (1)							1884	HARD	b i ⁵ dʒ o ⁵ #	b i ⁵ dʒ o ⁵ #
1400	ripe (grain, fruit); cooked, done (meat)	(fruit) mûr; (viande) cuite	Bangime		bíjó (2)								!COOKED OR RIPE	b i ⁵ dʒ o ⁵ #	b i ⁵ dʒ o ⁵ #
1403	thin (stick)	(bâton etc.) mince	Bangime		bírī-bɛ̀ (1)							2157	FINE OR THIN	b i ⁵ r i ³ + b ɛ ¹ #	b i ⁵ r i ³ + b ɛ ¹ #
1405	tall	haut de taille	Bangime		bóɡó							711	TALL	b o ⁵ ɡ o ⁵	b o ⁵ ɡ o ⁵
1406	soft, mushy (over-ripe fruit)	mou (fruit trop mûr)	Bangime		bɔ́ɡɔ́-bɔ́ɡɔ̀								!MUSHY	b ɔ ⁵ ɡ ɔ ⁵ + b ɔ ⁵ ɡ ɔ ¹	b ɔ ⁵ ɡ ɔ ⁵ + b ɔ ⁵ ɡ ɔ ¹
1408	big (house, tree, animal); fat (person)	gros (personne, ventre), en surpoids	Bangime		bɔ́rⁿú (2)							1202	BIG	b ɔ ⁵ r̃ ∼ u ⁵ #	b ɔ ⁵ r̃ ∼ u ⁵ #
1409	red, brown	rouge, brun	Bangime		bújɛ́							156	RED	b u ⁵ dʒ ɛ ⁵	b u ⁵ dʒ ɛ ⁵
1410	blue	bleu	Bangime		būlā-būlà							837	BLUE	b u ³ l a ³ + b u ³ l a ¹	b u ³ l a ³ + b u ³ l a ¹
1411	small	petit	Bangime		dáɡájɛ̀							1246	SMALL	d a ⁵ ɡ a ⁵ dʒ ɛ ¹	d a ⁵ ɡ a ⁵ dʒ ɛ ¹
1412	full	plein	Bangime		dámbā							1429	FULL	d a ⁵ m b a ³	d a ⁵ m b a ³
1413	delicious, sweet	délicieux, doux	Bangime		dèj (1)							717	SWEET	d e ¹ dʒ #	d e ¹ dʒ #
1415	delicious, sweet	délicieux, doux	Bangime		dérí (1)							1813	TASTY	d e ⁵ r i ⁵ #	d e ⁵ r i ⁵ #
1416	sharp (blade)	tranchant	Bangime		dérí (2)							1396	SHARP	d e ⁵ r i ⁵ #	d e ⁵ r i ⁵ #
1417	bitter	amer	Bangime		dɛ̀ɛ̀rù							887	BITTER	d ɛː ¹ r u ¹	d ɛː ¹ r u ¹
1418	short (rope, person)	court (corde, personne)	Bangime		dúɡɛ́							1645	SHORT	d u ⁵ ɡ ɛ ⁵	d u ⁵ ɡ ɛ ⁵
1419	lean, emaciated (animal)	maigre (animal)	Bangime		ʤàŋɡà							2219	LEAN (MEAT)	dʒ a ¹ ŋ ɡ a ¹	dʒ a ¹ ŋ ɡ a ¹
1420	cold, cool	frois, frais	Bangime		ʤímbō (1)							1287	COLD	dʒ i ⁵ m b o ³ #	dʒ i ⁵ m b o ³ #
1421	slow	lent	Bangime		ʤímbō (2)							701	SLOW	dʒ i ⁵ m b o ³ #	dʒ i ⁵ m b o ³ #
1422	good	bon	Bangime		ɡáwⁿ							1035	GOOD	ɡ a ⁵ w̃ ∼	ɡ a ⁵ w̃ ∼
1423	green; fresh (vegetables)	vert; frais (légumes)	Bangime		ɡúʤɛ́-kárà							243	FRESH	ɡ u ⁵ dʒ ɛ ⁵ + k a ⁵ r a ¹	ɡ u ⁵ dʒ ɛ ⁵ + k a ⁵ r a ¹
1424	bad; ugly	mauvais; vilain	Bangime		jáŋɡā							1292	BAD	dʒ a ⁵ ŋ ɡ a ³	dʒ a ⁵ ŋ ɡ a ³
1426	nearby, close by	proche	Bangime		jéró							1942	NEAR	dʒ e ⁵ r o ⁵	dʒ e ⁵ r o ⁵
1428	deep	profond	Bangime		jùɡù							1593	DEEP	dʒ u ¹ ɡ u ¹	dʒ u ¹ ɡ u ¹
1429	distant, far away	lointain	Bangime		jùndù							1406	FAR	dʒ u ¹ n d u ¹	dʒ u ¹ n d u ¹
1430	narrow (passage); cramped, confined (space); busy, occupied	étroit; coincé; occupé	Bangime		kàmbàà							1267	NARROW	k a ¹ m b aː ¹	k a ¹ m b aː ¹
1431	new	nouveau	Bangime		kárá (1)							1231	NEW	k a ⁵ r a ⁵ #	k a ⁵ r a ⁵ #
1432	unripe (fruit), raw (meat)	cru (non-mûr, non cuit)	Bangime		kárá (2)								!RAW OR UNRIPE	k a ⁵ r a ⁵ #	k a ⁵ r a ⁵ #
1434	difficult (work); expensive	difficile; cher	Bangime		kíw								!DIFFICULT OR EXPENSIVE	k i ⁵ w	k i ⁵ w
1435	coarse, rough (texture), scaly (skin, bark)	rugueux, écailleux	Bangime		kùɡù-jù							2151	COARSE	k u ¹ ɡ u ¹ + dʒ u ¹	k u ¹ ɡ u ¹ + dʒ u ¹
1436	dry	sec	Bangime		kùwò-ndì							1398	DRY	k u ¹ w o ¹ + n d i ¹	k u ¹ w o ¹ + n d i ¹
1437	smooth, sleek (surface)	lisse (surface)	Bangime		mérú-mérù							1234	SMOOTH	m e ⁵ r u ⁵ + m e ⁵ r u ¹	m e ⁵ r u ⁵ + m e ⁵ r u ¹
1439	heavy	lourd	Bangime		mɛ̀rⁿɛ̀ (1)							1210	HEAVY	m ɛ ¹ r̃ ∼ ɛ ¹ #	m ɛ ¹ r̃ ∼ ɛ ¹ #
1440	strong; thick (wall)	fort; épais (mur)	Bangime		mɛ̀rⁿɛ̀ (2)							1244	THICK	m ɛ ¹ r̃ ∼ ɛ ¹ #	m ɛ ¹ r̃ ∼ ɛ ¹ #
1442	rotten	pourri	Bangime		mɔ́ɡɔ́							1728	ROTTEN	m ɔ ⁵ ɡ ɔ ⁵	m ɔ ⁵ ɡ ɔ ⁵
1443	some (ones), others	certain(s), d'autres	Bangime		mɔ̀rɛ̀							1241	SOME	m ɔ ¹ r ɛ ¹	m ɔ ¹ r ɛ ¹
1444	soft (skin, ripe mango)	mou (peau, mangue mûre)	Bangime		múɡú-múɡù							1856	SOFT	m u ⁵ ɡ u ⁵ + m u ⁵ ɡ u ¹	m u ⁵ ɡ u ⁵ + m u ⁵ ɡ u ¹
1445	wet	mouillé	Bangime		múndā								!WET (V.)	m u ⁵ n d a ³	m u ⁵ n d a ³
1446	blunt, dull (blade)	émoussé (lame)	Bangime		mùtù							379	BLUNT	m u ¹ t u ¹	m u ¹ t u ¹
1449	lightweight; weak	léger; faible	Bangime		péɡé-péɡè							1052	LIGHT (WEIGHT)	p e ⁵ ɡ e ⁵ + p e ⁵ ɡ e ¹	p e ⁵ ɡ e ⁵ + p e ⁵ ɡ e ¹
1450	lightweight; thin (wall)	léger; mince (mur)	Bangime		póɡó-póɡò (1)							1400	THIN (SLIM)	p o ⁵ ɡ o ⁵ + p o ⁵ ɡ o ¹ #	p o ⁵ ɡ o ⁵ + p o ⁵ ɡ o ¹ #
1452	black (dark)	noir, foncé	Bangime		pɔ́ɔ́rɛ̀							163	BLACK	p ɔː ⁵ r ɛ ¹	p ɔː ⁵ r ɛ ¹
1455	sour (lemon); curdled (milk)	aigre (citron); (lait) caillé	Bangime		sììndù							1906	SOUR	s iː ¹ n d u ¹	s iː ¹ n d u ¹
